"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int"
"1820" "V2" 33 "gug" 13 "a" 10 "hit" "rt" 626 "gram" "hi"
"1821" "V2" 33 "gug" 14 "b" 10 "surprised" "rt" 545 "gram" "lo"
"1822" "V2" 33 "gug" 6 "b" 10 "distracted" "rt" 904 "gram" "lo"
"1823" "V2" 33 "gug" 10 "b" 10 "annoyed" "rt" 2089 "gram" "lo"
"1824" "V2" 33 "gug" 9 "a" 10 "hurt" "rt" 2337 "gram" "hi"
"1825" "V2" 34 "gug" 13 "b" 10 "hit" "rt" 585 "gram" "lo"
"1826" "V2" 34 "gug" 5 "b" 10 "sheltered" "rt" 609 "gram" "lo"
"1827" "V2" 34 "gug" 12 "a" 10 "disturbed" "rt" 6161 "gram" "hi"
"1828" "V2" 34 "gug" 4 "a" 10 "confused" "rt" 561 "gram" "hi"
"1829" "V2" 34 "gug" 16 "a" 10 "disturbed" "rt" 561 "gram" "hi"
"1830" "V2" 34 "gug" 8 "a" 10 "hurt" "rt" 433 "gram" "hi"
"1831" "V2" 34 "gug" 1 "b" 10 "hurt" "rt" 537 "gram" "lo"
"1832" "V2" 34 "gug" 9 "b" 10 "hurt" "rt" 674 "gram" "lo"
"1833" "V2" 35 "gug" 16 "b" 10 "disturbed" "rt" 1057 "gram" "lo"
"1834" "V2" 35 "gug" 7 "a" 10 "troubled" "rt" 466 "gram" "hi"
"1835" "V2" 35 "gug" 15 "a" 10 "pleased" "rt" 265 "gram" "hi"
"1836" "V2" 35 "gug" 8 "b" 10 "hurt" "rt" 409 "gram" "lo"
"1837" "V2" 35 "gug" 4 "b" 10 "confused" "rt" 561 "gram" "lo"
"1838" "V2" 35 "gug" 11 "a" 10 "helped" "rt" 393 "gram" "hi"
"1839" "V2" 35 "gug" 3 "a" 10 "injured" "rt" 305 "gram" "hi"
"1840" "V2" 35 "gug" 12 "b" 10 "disturbed" "rt" 457 "gram" "lo"
"1841" "V2" 36 "gug" 14 "a" 10 "surprised" "rt" 457 "gram" "hi"
"1842" "V2" 36 "gug" 6 "a" 10 "distracted" "rt" 609 "gram" "hi"
"1843" "V2" 36 "gug" 11 "b" 10 "helped" "rt" 665 "gram" "lo"
"1844" "V2" 36 "gug" 3 "b" 10 "injured" "rt" 409 "gram" "lo"
"1845" "V2" 36 "gug" 2 "a" 10 "frightened" "rt" 425 "gram" "hi"
"1846" "V2" 36 "gug" 7 "b" 10 "troubled" "rt" 426 "gram" "lo"
"1847" "V2" 36 "gug" 10 "a" 10 "annoyed" "rt" 2089 "gram" "hi"
"1848" "V2" 36 "gug" 15 "b" 10 "pleased" "rt" 441 "gram" "lo"
"1849" "V2" 37 "gug" 1 "a" 10 "hurt" "rt" 329 "gram" "hi"
"1850" "V2" 37 "gug" 6 "b" 10 "distracted" "rt" 401 "gram" "lo"
"1851" "V2" 37 "gug" 13 "a" 10 "hit" "rt" 410 "gram" "hi"
"1852" "V2" 37 "gug" 9 "a" 10 "hurt" "rt" 306 "gram" "hi"
"1853" "V2" 37 "gug" 2 "b" 10 "frightened" "rt" 281 "gram" "lo"
"1854" "V2" 37 "gug" 5 "a" 10 "sheltered" "rt" 329 "gram" "hi"
"1855" "V2" 37 "gug" 10 "b" 10 "annoyed" "rt" 569 "gram" "lo"
"1856" "V2" 37 "gug" 14 "b" 10 "surprised" "rt" 249 "gram" "lo"
"1857" "V2" 38 "gug" 1 "b" 10 "hurt" "rt" 793 "gram" "lo"
"1858" "V2" 38 "gug" 12 "a" 10 "disturbed" "rt" 1033 "gram" "hi"
"1859" "V2" 38 "gug" 8 "a" 10 "hurt" "rt" 1793 "gram" "hi"
"1860" "V2" 38 "gug" 5 "b" 10 "sheltered" "rt" 505 "gram" "lo"
"1861" "V2" 38 "gug" 13 "b" 10 "hit" "rt" 594 "gram" "lo"
"1862" "V2" 38 "gug" 16 "a" 10 "disturbed" "rt" 1705 "gram" "hi"
"1863" "V2" 38 "gug" 9 "b" 10 "hurt" "rt" 865 "gram" "lo"
"1864" "V2" 38 "gug" 4 "a" 10 "confused" "rt" 1625 "gram" "hi"
"1865" "V2" 39 "gug" 8 "b" 10 "hurt" "rt" 449 "gram" "lo"
"1866" "V2" 39 "gug" 16 "b" 10 "disturbed" "rt" 553 "gram" "lo"
"1867" "V2" 39 "gug" 4 "b" 10 "confused" "rt" 361 "gram" "lo"
"1868" "V2" 39 "gug" 7 "a" 10 "troubled" "rt" 490 "gram" "hi"
"1869" "V2" 39 "gug" 11 "a" 10 "helped" "rt" 545 "gram" "hi"
"1870" "V2" 39 "gug" 12 "b" 10 "disturbed" "rt" 418 "gram" "lo"
"1871" "V2" 39 "gug" 15 "a" 10 "pleased" "rt" 713 "gram" "hi"
"1872" "V2" 39 "gug" 3 "a" 10 "injured" "rt" 1905 "gram" "hi"
"1873" "V2" 4 "gug" 10 "a" 10 "annoyed" "rt" 825 "gram" "hi"
"1874" "V2" 4 "gug" 2 "a" 10 "frightened" "rt" 865 "gram" "hi"
"1875" "V2" 4 "gug" 14 "a" 10 "surprised" "rt" 721 "gram" "hi"
"1876" "V2" 4 "gug" 6 "a" 10 "distracted" "rt" 1344 "gram" "hi"
"1877" "V2" 4 "gug" 3 "b" 10 "injured" "rt" 817 "gram" "lo"
"1878" "V2" 4 "gug" 7 "b" 10 "troubled" "rt" 817 "gram" "lo"
"1879" "V2" 4 "gug" 15 "b" 10 "pleased" "rt" 657 "gram" "lo"
"1880" "V2" 4 "gug" 11 "b" 10 "helped" "rt" 2168 "gram" "lo"
"1881" "V2" 40 "gug" 6 "a" 10 "distracted" "rt" 537 "gram" "hi"
"1882" "V2" 40 "gug" 15 "b" 10 "pleased" "rt" 377 "gram" "lo"
"1883" "V2" 40 "gug" 11 "b" 10 "helped" "rt" 849 "gram" "lo"
"1884" "V2" 40 "gug" 2 "a" 10 "frightened" "rt" 681 "gram" "hi"
"1885" "V2" 40 "gug" 10 "a" 10 "annoyed" "rt" 1353 "gram" "hi"
"1886" "V2" 40 "gug" 3 "b" 10 "injured" "rt" 1705 "gram" "lo"
"1887" "V2" 40 "gug" 14 "a" 10 "surprised" "rt" 841 "gram" "hi"
"1888" "V2" 40 "gug" 7 "b" 10 "troubled" "rt" 793 "gram" "lo"
"1889" "V2" 41 "gug" 10 "b" 10 "annoyed" "rt" 425 "gram" "lo"
"1890" "V2" 41 "gug" 2 "b" 10 "frightened" "rt" 2857 "gram" "lo"
"1891" "V2" 41 "gug" 14 "b" 10 "surprised" "rt" 297 "gram" "lo"
"1892" "V2" 41 "gug" 13 "a" 10 "hit" "rt" 369 "gram" "hi"
"1893" "V2" 41 "gug" 6 "b" 10 "distracted" "rt" 472 "gram" "lo"
"1894" "V2" 41 "gug" 9 "a" 10 "hurt" "rt" 474 "gram" "hi"
"1895" "V2" 41 "gug" 1 "a" 10 "hurt" "rt" 393 "gram" "hi"
"1896" "V2" 41 "gug" 5 "a" 10 "sheltered" "rt" 777 "gram" "hi"
"1897" "V2" 42 "gug" 9 "b" 10 "hurt" "rt" 377 "gram" "lo"
"1898" "V2" 42 "gug" 12 "a" 10 "disturbed" "rt" 753 "gram" "hi"
"1899" "V2" 42 "gug" 5 "b" 10 "sheltered" "rt" 744 "gram" "lo"
"1900" "V2" 42 "gug" 16 "a" 10 "disturbed" "rt" 593 "gram" "hi"
"1901" "V2" 42 "gug" 8 "a" 10 "hurt" "rt" 633 "gram" "hi"
"1902" "V2" 42 "gug" 13 "b" 10 "hit" "rt" 1785 "gram" "lo"
"1903" "V2" 42 "gug" 4 "a" 10 "confused" "rt" 577 "gram" "hi"
"1904" "V2" 42 "gug" 1 "b" 10 "hurt" "rt" 1465 "gram" "lo"
"1905" "V2" 43 "gug" 16 "b" 10 "disturbed" "rt" 657 "gram" "lo"
"1906" "V2" 43 "gug" 3 "a" 10 "injured" "rt" 505 "gram" "hi"
"1907" "V2" 43 "gug" 7 "a" 10 "troubled" "rt" 481 "gram" "hi"
"1908" "V2" 43 "gug" 4 "b" 10 "confused" "rt" 2545 "gram" "lo"
"1909" "V2" 43 "gug" 15 "a" 10 "pleased" "rt" 768 "gram" "hi"
"1910" "V2" 43 "gug" 11 "a" 10 "helped" "rt" 585 "gram" "hi"
"1911" "V2" 43 "gug" 12 "b" 10 "disturbed" "rt" 401 "gram" "lo"
"1912" "V2" 43 "gug" 8 "b" 10 "hurt" "rt" 729 "gram" "lo"
"1913" "V2" 44 "gug" 14 "a" 10 "surprised" "rt" 2873 "gram" "hi"
"1914" "V2" 44 "gug" 3 "b" 10 "injured" "rt" 817 "gram" "lo"
"1915" "V2" 44 "gug" 15 "b" 10 "pleased" "rt" 793 "gram" "lo"
"1916" "V2" 44 "gug" 7 "b" 10 "troubled" "rt" 569 "gram" "lo"
"1917" "V2" 44 "gug" 11 "b" 10 "helped" "rt" 513 "gram" "lo"
"1918" "V2" 44 "gug" 10 "a" 10 "annoyed" "rt" 1193 "gram" "hi"
"1919" "V2" 44 "gug" 6 "a" 10 "distracted" "rt" 2409 "gram" "hi"
"1920" "V2" 44 "gug" 2 "a" 10 "frightened" "rt" 729 "gram" "hi"
"1921" "V2" 45 "gug" 14 "b" 10 "surprised" "rt" 584 "gram" "lo"
"1922" "V2" 45 "gug" 2 "b" 10 "frightened" "rt" 953 "gram" "lo"
"1923" "V2" 45 "gug" 10 "b" 10 "annoyed" "rt" 664 "gram" "lo"
"1924" "V2" 45 "gug" 9 "a" 10 "hurt" "rt" 418 "gram" "hi"
"1925" "V2" 45 "gug" 6 "b" 10 "distracted" "rt" 2904 "gram" "lo"
"1926" "V2" 45 "gug" 1 "a" 10 "hurt" "rt" 817 "gram" "hi"
"1927" "V2" 45 "gug" 13 "a" 10 "hit" "rt" 465 "gram" "hi"
"1928" "V2" 45 "gug" 5 "a" 10 "sheltered" "rt" 585 "gram" "hi"
"1929" "V2" 46 "gug" 16 "a" 10 "disturbed" "rt" 1177 "gram" "hi"
"1930" "V2" 46 "gug" 1 "b" 10 "hurt" "rt" 3601 "gram" "lo"
"1931" "V2" 46 "gug" 13 "b" 10 "hit" "rt" 633 "gram" "lo"
"1932" "V2" 46 "gug" 12 "a" 10 "disturbed" "rt" 7009 "gram" "hi"
"1933" "V2" 46 "gug" 4 "a" 10 "confused" "rt" 3713 "gram" "hi"
"1934" "V2" 46 "gug" 9 "b" 10 "hurt" "rt" 329 "gram" "lo"
"1935" "V2" 46 "gug" 5 "b" 10 "sheltered" "rt" 609 "gram" "lo"
"1936" "V2" 46 "gug" 8 "a" 10 "hurt" "rt" 217 "gram" "hi"
"1937" "V2" 47 "gug" 15 "a" 10 "pleased" "rt" 513 "gram" "hi"
"1938" "V2" 47 "gug" 12 "b" 10 "disturbed" "rt" 713 "gram" "lo"
"1939" "V2" 47 "gug" 7 "a" 10 "troubled" "rt" 6769 "gram" "hi"
"1940" "V2" 47 "gug" 11 "a" 10 "helped" "rt" 593 "gram" "hi"
"1941" "V2" 47 "gug" 3 "a" 10 "injured" "rt" 457 "gram" "hi"
"1942" "V2" 47 "gug" 4 "b" 10 "confused" "rt" 425 "gram" "lo"
"1943" "V2" 47 "gug" 16 "b" 10 "disturbed" "rt" 1457 "gram" "lo"
"1944" "V2" 47 "gug" 8 "b" 10 "hurt" "rt" 593 "gram" "lo"
"1945" "V2" 48 "gug" 2 "a" 10 "frightened" "rt" 201 "gram" "hi"
"1946" "V2" 48 "gug" 14 "a" 10 "surprised" "rt" 464 "gram" "hi"
"1947" "V2" 48 "gug" 10 "a" 10 "annoyed" "rt" 5177 "gram" "hi"
"1948" "V2" 48 "gug" 6 "a" 10 "distracted" "rt" 601 "gram" "hi"
"1949" "V2" 48 "gug" 11 "b" 10 "helped" "rt" 729 "gram" "lo"
"1950" "V2" 48 "gug" 7 "b" 10 "troubled" "rt" 450 "gram" "lo"
"1951" "V2" 48 "gug" 3 "b" 10 "injured" "rt" 705 "gram" "lo"
"1952" "V2" 48 "gug" 15 "b" 10 "pleased" "rt" 713 "gram" "lo"
"1953" "V2" 49 "gug" 1 "a" 10 "hurt" "rt" 625 "gram" "hi"
"1954" "V2" 49 "gug" 5 "a" 10 "sheltered" "rt" 929 "gram" "hi"
"1955" "V2" 49 "gug" 10 "b" 10 "annoyed" "rt" 457 "gram" "lo"
"1956" "V2" 49 "gug" 14 "b" 10 "surprised" "rt" 521 "gram" "lo"
"1957" "V2" 49 "gug" 6 "b" 10 "distracted" "rt" 633 "gram" "lo"
"1958" "V2" 49 "gug" 2 "b" 10 "frightened" "rt" 497 "gram" "lo"
"1959" "V2" 49 "gug" 13 "a" 10 "hit" "rt" 434 "gram" "hi"
"1960" "V2" 49 "gug" 9 "a" 10 "hurt" "rt" 457 "gram" "hi"
"1961" "V2" 5 "gug" 9 "a" 10 "hurt" "rt" 618 "gram" "hi"
"1962" "V2" 5 "gug" 10 "b" 10 "annoyed" "rt" 1985 "gram" "lo"
"1963" "V2" 5 "gug" 13 "a" 10 "hit" "rt" 433 "gram" "hi"
"1964" "V2" 5 "gug" 5 "a" 10 "sheltered" "rt" 561 "gram" "hi"
"1965" "V2" 5 "gug" 1 "a" 10 "hurt" "rt" 473 "gram" "hi"
"1966" "V2" 5 "gug" 2 "b" 10 "frightened" "rt" 641 "gram" "lo"
"1967" "V2" 5 "gug" 14 "b" 10 "surprised" "rt" 521 "gram" "lo"
"1968" "V2" 5 "gug" 6 "b" 10 "distracted" "rt" 585 "gram" "lo"
"1969" "V2" 6 "gug" 5 "b" 10 "sheltered" "rt" 529 "gram" "lo"
"1970" "V2" 6 "gug" 1 "b" 10 "hurt" "rt" 337 "gram" "lo"
"1971" "V2" 6 "gug" 16 "a" 10 "disturbed" "rt" 705 "gram" "hi"
"1972" "V2" 6 "gug" 13 "b" 10 "hit" "rt" 257 "gram" "lo"
"1973" "V2" 6 "gug" 12 "a" 10 "disturbed" "rt" 233 "gram" "hi"
"1974" "V2" 6 "gug" 8 "a" 10 "hurt" "rt" 201 "gram" "hi"
"1975" "V2" 6 "gug" 9 "b" 10 "hurt" "rt" 250 "gram" "lo"
"1976" "V2" 6 "gug" 4 "a" 10 "confused" "rt" 249 "gram" "hi"
"1977" "V2" 7 "gug" 7 "a" 10 "troubled" "rt" 714 "gram" "hi"
"1978" "V2" 7 "gug" 16 "b" 10 "disturbed" "rt" 1729 "gram" "lo"
"1979" "V2" 7 "gug" 11 "a" 10 "helped" "rt" 1160 "gram" "hi"
"1980" "V2" 7 "gug" 15 "a" 10 "pleased" "rt" 505 "gram" "hi"
"1981" "V2" 7 "gug" 12 "b" 10 "disturbed" "rt" 505 "gram" "lo"
"1982" "V2" 7 "gug" 3 "a" 10 "injured" "rt" 433 "gram" "hi"
"1983" "V2" 7 "gug" 8 "b" 10 "hurt" "rt" 513 "gram" "lo"
"1984" "V2" 7 "gug" 4 "b" 10 "confused" "rt" 457 "gram" "lo"
"1985" "V2" 8 "gug" 6 "a" 10 "distracted" "rt" 680 "gram" "hi"
"1986" "V2" 8 "gug" 2 "a" 10 "frightened" "rt" 409 "gram" "hi"
"1987" "V2" 8 "gug" 11 "b" 10 "helped" "rt" 464 "gram" "lo"
"1988" "V2" 8 "gug" 10 "a" 10 "annoyed" "rt" 1664 "gram" "hi"
"1989" "V2" 8 "gug" 3 "b" 10 "injured" "rt" 1048 "gram" "lo"
"1990" "V2" 8 "gug" 14 "a" 10 "surprised" "rt" 985 "gram" "hi"
"1991" "V2" 8 "gug" 15 "b" 10 "pleased" "rt" 377 "gram" "lo"
"1992" "V2" 8 "gug" 7 "b" 10 "troubled" "rt" 3512 "gram" "lo"
"1993" "V2" 9 "gug" 2 "b" 10 "frightened" "rt" 313 "gram" "lo"
"1994" "V2" 9 "gug" 1 "a" 10 "hurt" "rt" 265 "gram" "hi"
"1995" "V2" 9 "gug" 14 "b" 10 "surprised" "rt" 265 "gram" "lo"
"1996" "V2" 9 "gug" 6 "b" 10 "distracted" "rt" 449 "gram" "lo"
"1997" "V2" 9 "gug" 10 "b" 10 "annoyed" "rt" 369 "gram" "lo"
"1998" "V2" 9 "gug" 5 "a" 10 "sheltered" "rt" 217 "gram" "hi"
"1999" "V2" 9 "gug" 13 "a" 10 "hit" "rt" 250 "gram" "hi"
"2000" "V2" 9 "gug" 9 "a" 10 "hurt" "rt" 250 "gram" "hi"
"2001" "V1" 1 "gug" 15 "c" 10 "hated" "rt" 577 "ungram" "hi"
"2002" "V1" 1 "gug" 7 "c" 10 "questioned" "rt" 729 "ungram" "hi"
"2003" "V1" 1 "gug" 3 "c" 10 "questioned" "rt" 481 "ungram" "hi"
"2004" "V1" 1 "gug" 12 "d" 10 "visited" "rt" 442 "ungram" "lo"
"2005" "V1" 1 "gug" 8 "d" 10 "surprised" "rt" 529 "ungram" "lo"
"2006" "V1" 1 "gug" 4 "d" 10 "annoyed" "rt" 473 "ungram" "lo"
"2007" "V1" 1 "gug" 16 "d" 10 "admired" "rt" 425 "ungram" "lo"
"2008" "V1" 1 "gug" 11 "c" 10 "annoyed" "rt" 441 "ungram" "hi"
"2009" "V1" 10 "gug" 3 "d" 10 "questioned" "rt" 337 "ungram" "lo"
"2010" "V1" 10 "gug" 2 "c" 10 "greeted" "rt" 337 "ungram" "hi"
"2011" "V1" 10 "gug" 11 "d" 10 "annoyed" "rt" 521 "ungram" "lo"
"2012" "V1" 10 "gug" 15 "d" 10 "hated" "rt" 321 "ungram" "lo"
"2013" "V1" 10 "gug" 10 "c" 10 "instructed" "rt" 297 "ungram" "hi"
"2014" "V1" 10 "gug" 14 "c" 10 "convinced" "rt" 305 "ungram" "hi"
"2015" "V1" 10 "gug" 6 "c" 10 "thanked" "rt" 321 "ungram" "hi"
"2016" "V1" 10 "gug" 7 "d" 10 "questioned" "rt" 281 "ungram" "lo"
"2017" "V1" 11 "gug" 6 "d" 10 "thanked" "rt" 553 "ungram" "lo"
"2018" "V1" 11 "gug" 9 "c" 10 "tipped" "rt" 2881 "ungram" "hi"
"2019" "V1" 11 "gug" 2 "d" 10 "greeted" "rt" 905 "ungram" "lo"
"2020" "V1" 11 "gug" 10 "d" 10 "instructed" "rt" 649 "ungram" "lo"
"2021" "V1" 11 "gug" 5 "c" 10 "cooked_for" "rt" 1849 "ungram" "hi"
"2022" "V1" 11 "gug" 14 "d" 10 "convinced" "rt" 577 "ungram" "lo"
"2023" "V1" 11 "gug" 1 "c" 10 "supervised" "rt" 521 "ungram" "hi"
"2024" "V1" 11 "gug" 13 "c" 10 "berated" "rt" 1681 "ungram" "hi"
"2025" "V1" 12 "gug" 4 "c" 10 "annoyed" "rt" 1177 "ungram" "hi"
"2026" "V1" 12 "gug" 9 "d" 10 "tipped" "rt" 921 "ungram" "lo"
"2027" "V1" 12 "gug" 12 "c" 10 "visited" "rt" 1209 "ungram" "hi"
"2028" "V1" 12 "gug" 13 "d" 10 "berated" "rt" 1977 "ungram" "lo"
"2029" "V1" 12 "gug" 1 "d" 10 "supervised" "rt" 761 "ungram" "lo"
"2030" "V1" 12 "gug" 16 "c" 10 "admired" "rt" 513 "ungram" "hi"
"2031" "V1" 12 "gug" 5 "d" 10 "cooked_for" "rt" 1081 "ungram" "lo"
"2032" "V1" 12 "gug" 8 "c" 10 "surprised" "rt" 625 "ungram" "hi"
"2033" "V1" 8 "gug" 13 "d" 10 "berated" "rt" 217 "ungram" "lo"
"2034" "V1" 8 "gug" 9 "d" 10 "tipped" "rt" 226 "ungram" "lo"
"2035" "V1" 8 "gug" 16 "c" 10 "admired" "rt" 241 "ungram" "hi"
"2036" "V1" 8 "gug" 12 "c" 10 "visited" "rt" 210 "ungram" "hi"
"2037" "V1" 8 "gug" 5 "d" 10 "cooked_for" "rt" 249 "ungram" "lo"
"2038" "V1" 8 "gug" 1 "d" 10 "supervised" "rt" 209 "ungram" "lo"
"2039" "V1" 8 "gug" 8 "c" 10 "surprised" "rt" 482 "ungram" "hi"
"2040" "V1" 8 "gug" 4 "c" 10 "annoyed" "rt" 161 "ungram" "hi"
"2041" "V1" 13 "gug" 12 "d" 10 "visited" "rt" 514 "ungram" "lo"
"2042" "V1" 13 "gug" 3 "c" 10 "questioned" "rt" 521 "ungram" "hi"
"2043" "V1" 13 "gug" 7 "c" 10 "questioned" "rt" 505 "ungram" "hi"
"2044" "V1" 13 "gug" 15 "c" 10 "hated" "rt" 417 "ungram" "hi"
"2045" "V1" 13 "gug" 4 "d" 10 "annoyed" "rt" 594 "ungram" "lo"
"2046" "V1" 13 "gug" 8 "d" 10 "surprised" "rt" 425 "ungram" "lo"
"2047" "V1" 13 "gug" 16 "d" 10 "admired" "rt" 442 "ungram" "lo"
"2048" "V1" 13 "gug" 11 "c" 10 "annoyed" "rt" 609 "ungram" "hi"
"2049" "V1" 14 "gug" 11 "d" 10 "annoyed" "rt" 848 "ungram" "lo"
"2050" "V1" 14 "gug" 15 "d" 10 "hated" "rt" 585 "ungram" "lo"
"2051" "V1" 14 "gug" 6 "c" 10 "thanked" "rt" 704 "ungram" "hi"
"2052" "V1" 14 "gug" 2 "c" 10 "greeted" "rt" 481 "ungram" "hi"
"2053" "V1" 14 "gug" 14 "c" 10 "convinced" "rt" 377 "ungram" "hi"
"2054" "V1" 14 "gug" 7 "d" 10 "questioned" "rt" 585 "ungram" "lo"
"2055" "V1" 14 "gug" 3 "d" 10 "questioned" "rt" 481 "ungram" "lo"
"2056" "V1" 14 "gug" 10 "c" 10 "instructed" "rt" 585 "ungram" "hi"
"2057" "V1" 15 "gug" 1 "c" 10 "supervised" "rt" 497 "ungram" "hi"
"2058" "V1" 15 "gug" 9 "c" 10 "tipped" "rt" 473 "ungram" "hi"
"2059" "V1" 15 "gug" 5 "c" 10 "cooked_for" "rt" 401 "ungram" "hi"
"2060" "V1" 15 "gug" 13 "c" 10 "berated" "rt" 457 "ungram" "hi"
"2061" "V1" 15 "gug" 14 "d" 10 "convinced" "rt" 433 "ungram" "lo"
"2062" "V1" 15 "gug" 10 "d" 10 "instructed" "rt" 457 "ungram" "lo"
"2063" "V1" 15 "gug" 6 "d" 10 "thanked" "rt" 368 "ungram" "lo"
"2064" "V1" 15 "gug" 2 "d" 10 "greeted" "rt" 441 "ungram" "lo"
"2065" "V1" 16 "gug" 13 "d" 10 "berated" "rt" 537 "ungram" "lo"
"2066" "V1" 16 "gug" 12 "c" 10 "visited" "rt" 585 "ungram" "hi"
"2067" "V1" 16 "gug" 8 "c" 10 "surprised" "rt" 1392 "ungram" "hi"
"2068" "V1" 16 "gug" 5 "d" 10 "cooked_for" "rt" 417 "ungram" "lo"
"2069" "V1" 16 "gug" 16 "c" 10 "admired" "rt" 337 "ungram" "hi"
"2070" "V1" 16 "gug" 9 "d" 10 "tipped" "rt" 657 "ungram" "lo"
"2071" "V1" 16 "gug" 4 "c" 10 "annoyed" "rt" 801 "ungram" "hi"
"2072" "V1" 16 "gug" 1 "d" 10 "supervised" "rt" 1073 "ungram" "lo"
"2073" "V1" 17 "gug" 4 "d" 10 "annoyed" "rt" 586 "ungram" "lo"
"2074" "V1" 17 "gug" 16 "d" 10 "admired" "rt" 642 "ungram" "lo"
"2075" "V1" 17 "gug" 3 "c" 10 "questioned" "rt" 1016 "ungram" "hi"
"2076" "V1" 17 "gug" 11 "c" 10 "annoyed" "rt" 1417 "ungram" "hi"
"2077" "V1" 17 "gug" 8 "d" 10 "surprised" "rt" 673 "ungram" "lo"
"2078" "V1" 17 "gug" 7 "c" 10 "questioned" "rt" 610 "ungram" "hi"
"2079" "V1" 17 "gug" 15 "c" 10 "hated" "rt" 641 "ungram" "hi"
"2080" "V1" 17 "gug" 12 "d" 10 "visited" "rt" 1874 "ungram" "lo"
"2081" "V1" 18 "gug" 6 "c" 10 "thanked" "rt" 760 "ungram" "hi"
"2082" "V1" 18 "gug" 10 "c" 10 "instructed" "rt" 2624 "ungram" "hi"
"2083" "V1" 18 "gug" 3 "d" 10 "questioned" "rt" 3768 "ungram" "lo"
"2084" "V1" 18 "gug" 7 "d" 10 "questioned" "rt" 593 "ungram" "lo"
"2085" "V1" 18 "gug" 11 "d" 10 "annoyed" "rt" 1921 "ungram" "lo"
"2086" "V1" 18 "gug" 15 "d" 10 "hated" "rt" 2017 "ungram" "lo"
"2087" "V1" 18 "gug" 2 "c" 10 "greeted" "rt" 2297 "ungram" "hi"
"2088" "V1" 18 "gug" 14 "c" 10 "convinced" "rt" 768 "ungram" "hi"
"2089" "V1" 19 "gug" 9 "c" 10 "tipped" "rt" 561 "ungram" "hi"
"2090" "V1" 19 "gug" 10 "d" 10 "instructed" "rt" 865 "ungram" "lo"
"2091" "V1" 19 "gug" 13 "c" 10 "berated" "rt" 921 "ungram" "hi"
"2092" "V1" 19 "gug" 5 "c" 10 "cooked_for" "rt" 713 "ungram" "hi"
"2093" "V1" 19 "gug" 2 "d" 10 "greeted" "rt" 313 "ungram" "lo"
"2094" "V1" 19 "gug" 14 "d" 10 "convinced" "rt" 417 "ungram" "lo"
"2095" "V1" 19 "gug" 1 "c" 10 "supervised" "rt" 561 "ungram" "hi"
"2096" "V1" 19 "gug" 6 "d" 10 "thanked" "rt" 833 "ungram" "lo"
"2097" "V1" 2 "gug" 6 "c" 10 "thanked" "rt" 1153 "ungram" "hi"
"2098" "V1" 2 "gug" 2 "c" 10 "greeted" "rt" 234 "ungram" "hi"
"2099" "V1" 2 "gug" 3 "d" 10 "questioned" "rt" 657 "ungram" "lo"
"2100" "V1" 2 "gug" 14 "c" 10 "convinced" "rt" 481 "ungram" "hi"
"2101" "V1" 2 "gug" 15 "d" 10 "hated" "rt" 441 "ungram" "lo"
"2102" "V1" 2 "gug" 10 "c" 10 "instructed" "rt" 609 "ungram" "hi"
"2103" "V1" 2 "gug" 7 "d" 10 "questioned" "rt" 217 "ungram" "lo"
"2104" "V1" 2 "gug" 11 "d" 10 "annoyed" "rt" 297 "ungram" "lo"
"2105" "V1" 20 "gug" 13 "d" 10 "berated" "rt" 1297 "ungram" "lo"
"2106" "V1" 20 "gug" 1 "d" 10 "supervised" "rt" 1937 "ungram" "lo"
"2107" "V1" 20 "gug" 9 "d" 10 "tipped" "rt" 409 "ungram" "lo"
"2108" "V1" 20 "gug" 5 "d" 10 "cooked_for" "rt" 737 "ungram" "lo"
"2109" "V1" 20 "gug" 16 "c" 10 "admired" "rt" 593 "ungram" "hi"
"2110" "V1" 20 "gug" 12 "c" 10 "visited" "rt" 816 "ungram" "hi"
"2111" "V1" 20 "gug" 8 "c" 10 "surprised" "rt" 1625 "ungram" "hi"
"2112" "V1" 20 "gug" 4 "c" 10 "annoyed" "rt" 665 "ungram" "hi"
"2113" "V1" 21 "gug" 16 "d" 10 "admired" "rt" 258 "ungram" "lo"
"2114" "V1" 21 "gug" 3 "c" 10 "questioned" "rt" 2873 "ungram" "hi"
"2115" "V1" 21 "gug" 12 "d" 10 "visited" "rt" 330 "ungram" "lo"
"2116" "V1" 21 "gug" 7 "c" 10 "questioned" "rt" 721 "ungram" "hi"
"2117" "V1" 21 "gug" 11 "c" 10 "annoyed" "rt" 393 "ungram" "hi"
"2118" "V1" 21 "gug" 15 "c" 10 "hated" "rt" 377 "ungram" "hi"
"2119" "V1" 21 "gug" 4 "d" 10 "annoyed" "rt" 218 "ungram" "lo"
"2120" "V1" 21 "gug" 8 "d" 10 "surprised" "rt" 425 "ungram" "lo"
"2121" "V1" 22 "gug" 2 "c" 10 "greeted" "rt" 769 "ungram" "hi"
"2122" "V1" 22 "gug" 15 "d" 10 "hated" "rt" 497 "ungram" "lo"
"2123" "V1" 22 "gug" 10 "c" 10 "instructed" "rt" 632 "ungram" "hi"
"2124" "V1" 22 "gug" 6 "c" 10 "thanked" "rt" 1081 "ungram" "hi"
"2125" "V1" 22 "gug" 14 "c" 10 "convinced" "rt" 521 "ungram" "hi"
