"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int"
"3170" "postV1" 6 "gug" 1 "b" 12 "the" "rt" 345 "gram" "lo"
"3171" "postV1" 6 "gug" 16 "a" 12 "the" "rt" 418 "gram" "hi"
"3172" "postV1" 6 "gug" 13 "b" 12 "the" "rt" 258 "gram" "lo"
"3173" "postV1" 6 "gug" 12 "a" 12 "the" "rt" 313 "gram" "hi"
"3174" "postV1" 6 "gug" 8 "a" 12 "the" "rt" 257 "gram" "hi"
"3175" "postV1" 6 "gug" 9 "b" 12 "the" "rt" 226 "gram" "lo"
"3176" "postV1" 6 "gug" 4 "a" 12 "the" "rt" 242 "gram" "hi"
"3177" "postV1" 7 "gug" 7 "a" 12 "the" "rt" 449 "gram" "hi"
"3178" "postV1" 7 "gug" 16 "b" 12 "the" "rt" 418 "gram" "lo"
"3179" "postV1" 7 "gug" 11 "a" 12 "the" "rt" 385 "gram" "hi"
"3180" "postV1" 7 "gug" 15 "a" 12 "the" "rt" 338 "gram" "hi"
"3181" "postV1" 7 "gug" 12 "b" 12 "the" "rt" 1138 "gram" "lo"
"3182" "postV1" 7 "gug" 3 "a" 12 "the" "rt" 393 "gram" "hi"
"3183" "postV1" 7 "gug" 8 "b" 12 "the" "rt" 498 "gram" "lo"
"3184" "postV1" 7 "gug" 4 "b" 12 "the" "rt" 418 "gram" "lo"
"3185" "postV1" 8 "gug" 6 "a" 12 "the" "rt" 2329 "gram" "hi"
"3186" "postV1" 8 "gug" 2 "a" 12 "the" "rt" 281 "gram" "hi"
"3187" "postV1" 8 "gug" 11 "b" 12 "the" "rt" 394 "gram" "lo"
"3188" "postV1" 8 "gug" 10 "a" 12 "the" "rt" 320 "gram" "hi"
"3189" "postV1" 8 "gug" 3 "b" 12 "the" "rt" 361 "gram" "lo"
"3190" "postV1" 8 "gug" 14 "a" 12 "the" "rt" 529 "gram" "hi"
"3191" "postV1" 8 "gug" 15 "b" 12 "the" "rt" 3665 "gram" "lo"
"3192" "postV1" 8 "gug" 7 "b" 12 "the" "rt" 985 "gram" "lo"
"3193" "postV1" 9 "gug" 2 "b" 12 "the" "rt" 378 "gram" "lo"
"3194" "postV1" 9 "gug" 1 "a" 12 "the" "rt" 337 "gram" "hi"
"3195" "postV1" 9 "gug" 14 "b" 12 "the" "rt" 297 "gram" "lo"
"3196" "postV1" 9 "gug" 6 "b" 12 "the" "rt" 370 "gram" "lo"
"3197" "postV1" 9 "gug" 10 "b" 12 "the" "rt" 297 "gram" "lo"
"3198" "postV1" 9 "gug" 5 "a" 12 "the" "rt" 234 "gram" "hi"
"3199" "postV1" 9 "gug" 13 "a" 12 "the" "rt" 250 "gram" "hi"
"3200" "postV1" 9 "gug" 9 "a" 12 "the" "rt" 218 "gram" "hi"
"3201" "postV1" 1 "gug" 15 "c" 11 "the" "rt" 401 "ungram" "hi"
"3202" "postV1" 1 "gug" 7 "c" 11 "the" "rt" 793 "ungram" "hi"
"3203" "postV1" 1 "gug" 3 "c" 11 "the" "rt" 721 "ungram" "hi"
"3204" "postV1" 1 "gug" 12 "d" 11 "the" "rt" 482 "ungram" "lo"
"3205" "postV1" 1 "gug" 8 "d" 11 "the" "rt" 473 "ungram" "lo"
"3206" "postV1" 1 "gug" 4 "d" 11 "the" "rt" 408 "ungram" "lo"
"3207" "postV1" 1 "gug" 16 "d" 11 "the" "rt" 450 "ungram" "lo"
"3208" "postV1" 1 "gug" 11 "c" 11 "the" "rt" 377 "ungram" "hi"
"3209" "postV1" 10 "gug" 3 "d" 11 "the" "rt" 416 "ungram" "lo"
"3210" "postV1" 10 "gug" 2 "c" 11 "the" "rt" 362 "ungram" "hi"
"3211" "postV1" 10 "gug" 11 "d" 11 "the" "rt" 329 "ungram" "lo"
"3212" "postV1" 10 "gug" 15 "d" 11 "the" "rt" 634 "ungram" "lo"
"3213" "postV1" 10 "gug" 10 "c" 11 "the" "rt" 249 "ungram" "hi"
"3214" "postV1" 10 "gug" 14 "c" 11 "the" "rt" 337 "ungram" "hi"
"3215" "postV1" 10 "gug" 6 "c" 11 "the" "rt" 314 "ungram" "hi"
"3216" "postV1" 10 "gug" 7 "d" 11 "the" "rt" 297 "ungram" "lo"
"3217" "postV1" 11 "gug" 6 "d" 11 "the" "rt" 609 "ungram" "lo"
"3218" "postV1" 11 "gug" 9 "c" 11 "the" "rt" 361 "ungram" "hi"
"3219" "postV1" 11 "gug" 2 "d" 11 "the" "rt" 442 "ungram" "lo"
"3220" "postV1" 11 "gug" 10 "d" 11 "the" "rt" 433 "ungram" "lo"
"3221" "postV1" 11 "gug" 5 "c" 11 "the" "rt" 433 "ungram" "hi"
"3222" "postV1" 11 "gug" 14 "d" 11 "the" "rt" 346 "ungram" "lo"
"3223" "postV1" 11 "gug" 1 "c" 11 "the" "rt" 585 "ungram" "hi"
"3224" "postV1" 11 "gug" 13 "c" 11 "the" "rt" 337 "ungram" "hi"
"3225" "postV1" 12 "gug" 4 "c" 11 "the" "rt" 689 "ungram" "hi"
"3226" "postV1" 12 "gug" 9 "d" 11 "the" "rt" 746 "ungram" "lo"
"3227" "postV1" 12 "gug" 12 "c" 11 "the" "rt" 857 "ungram" "hi"
"3228" "postV1" 12 "gug" 13 "d" 11 "the" "rt" 705 "ungram" "lo"
"3229" "postV1" 12 "gug" 1 "d" 11 "the" "rt" 793 "ungram" "lo"
"3230" "postV1" 12 "gug" 16 "c" 11 "the" "rt" 505 "ungram" "hi"
"3231" "postV1" 12 "gug" 5 "d" 11 "the" "rt" 649 "ungram" "lo"
"3232" "postV1" 12 "gug" 8 "c" 11 "the" "rt" 625 "ungram" "hi"
"3233" "postV1" 8 "gug" 13 "d" 11 "the" "rt" 650 "ungram" "lo"
"3234" "postV1" 8 "gug" 9 "d" 11 "the" "rt" 281 "ungram" "lo"
"3235" "postV1" 8 "gug" 16 "c" 11 "the" "rt" 114 "ungram" "hi"
"3236" "postV1" 8 "gug" 12 "c" 11 "the" "rt" 193 "ungram" "hi"
"3237" "postV1" 8 "gug" 5 "d" 11 "the" "rt" 345 "ungram" "lo"
"3238" "postV1" 8 "gug" 1 "d" 11 "the" "rt" 345 "ungram" "lo"
"3239" "postV1" 8 "gug" 8 "c" 11 "the" "rt" 273 "ungram" "hi"
"3240" "postV1" 8 "gug" 4 "c" 11 "the" "rt" 4321 "ungram" "hi"
"3241" "postV1" 13 "gug" 12 "d" 11 "the" "rt" 417 "ungram" "lo"
"3242" "postV1" 13 "gug" 3 "c" 11 "the" "rt" 385 "ungram" "hi"
"3243" "postV1" 13 "gug" 7 "c" 11 "the" "rt" 361 "ungram" "hi"
"3244" "postV1" 13 "gug" 15 "c" 11 "the" "rt" 370 "ungram" "hi"
"3245" "postV1" 13 "gug" 4 "d" 11 "the" "rt" 457 "ungram" "lo"
"3246" "postV1" 13 "gug" 8 "d" 11 "the" "rt" 370 "ungram" "lo"
"3247" "postV1" 13 "gug" 16 "d" 11 "the" "rt" 370 "ungram" "lo"
"3248" "postV1" 13 "gug" 11 "c" 11 "the" "rt" 386 "ungram" "hi"
"3249" "postV1" 14 "gug" 11 "d" 11 "the" "rt" 497 "ungram" "lo"
"3250" "postV1" 14 "gug" 15 "d" 11 "the" "rt" 313 "ungram" "lo"
"3251" "postV1" 14 "gug" 6 "c" 11 "the" "rt" 338 "ungram" "hi"
"3252" "postV1" 14 "gug" 2 "c" 11 "the" "rt" 537 "ungram" "hi"
"3253" "postV1" 14 "gug" 14 "c" 11 "the" "rt" 449 "ungram" "hi"
"3254" "postV1" 14 "gug" 7 "d" 11 "the" "rt" 441 "ungram" "lo"
"3255" "postV1" 14 "gug" 3 "d" 11 "the" "rt" 345 "ungram" "lo"
"3256" "postV1" 14 "gug" 10 "c" 11 "the" "rt" 489 "ungram" "hi"
"3257" "postV1" 15 "gug" 1 "c" 11 "the" "rt" 362 "ungram" "hi"
"3258" "postV1" 15 "gug" 9 "c" 11 "the" "rt" 354 "ungram" "hi"
"3259" "postV1" 15 "gug" 5 "c" 11 "the" "rt" 370 "ungram" "hi"
"3260" "postV1" 15 "gug" 13 "c" 11 "the" "rt" 377 "ungram" "hi"
"3261" "postV1" 15 "gug" 14 "d" 11 "the" "rt" 386 "ungram" "lo"
"3262" "postV1" 15 "gug" 10 "d" 11 "the" "rt" 361 "ungram" "lo"
"3263" "postV1" 15 "gug" 6 "d" 11 "the" "rt" 602 "ungram" "lo"
"3264" "postV1" 15 "gug" 2 "d" 11 "the" "rt" 338 "ungram" "lo"
"3265" "postV1" 16 "gug" 13 "d" 11 "the" "rt" 618 "ungram" "lo"
"3266" "postV1" 16 "gug" 12 "c" 11 "the" "rt" 785 "ungram" "hi"
"3267" "postV1" 16 "gug" 8 "c" 11 "the" "rt" 705 "ungram" "hi"
"3268" "postV1" 16 "gug" 5 "d" 11 "the" "rt" 409 "ungram" "lo"
"3269" "postV1" 16 "gug" 16 "c" 11 "the" "rt" 378 "ungram" "hi"
"3270" "postV1" 16 "gug" 9 "d" 11 "the" "rt" 361 "ungram" "lo"
"3271" "postV1" 16 "gug" 4 "c" 11 "the" "rt" 697 "ungram" "hi"
"3272" "postV1" 16 "gug" 1 "d" 11 "the" "rt" 345 "ungram" "lo"
"3273" "postV1" 17 "gug" 4 "d" 11 "the" "rt" 449 "ungram" "lo"
"3274" "postV1" 17 "gug" 16 "d" 11 "the" "rt" 842 "ungram" "lo"
"3275" "postV1" 17 "gug" 3 "c" 11 "the" "rt" 521 "ungram" "hi"
"3276" "postV1" 17 "gug" 11 "c" 11 "the" "rt" 521 "ungram" "hi"
"3277" "postV1" 17 "gug" 8 "d" 11 "the" "rt" 577 "ungram" "lo"
"3278" "postV1" 17 "gug" 7 "c" 11 "the" "rt" 1433 "ungram" "hi"
"3279" "postV1" 17 "gug" 15 "c" 11 "the" "rt" 858 "ungram" "hi"
"3280" "postV1" 17 "gug" 12 "d" 11 "the" "rt" 433 "ungram" "lo"
"3281" "postV1" 18 "gug" 6 "c" 11 "the" "rt" 545 "ungram" "hi"
"3282" "postV1" 18 "gug" 10 "c" 11 "the" "rt" 353 "ungram" "hi"
"3283" "postV1" 18 "gug" 3 "d" 11 "the" "rt" 473 "ungram" "lo"
"3284" "postV1" 18 "gug" 7 "d" 11 "the" "rt" 505 "ungram" "lo"
"3285" "postV1" 18 "gug" 11 "d" 11 "the" "rt" 481 "ungram" "lo"
"3286" "postV1" 18 "gug" 15 "d" 11 "the" "rt" 569 "ungram" "lo"
"3287" "postV1" 18 "gug" 2 "c" 11 "the" "rt" 321 "ungram" "hi"
"3288" "postV1" 18 "gug" 14 "c" 11 "the" "rt" 1113 "ungram" "hi"
"3289" "postV1" 19 "gug" 9 "c" 11 "the" "rt" 602 "ungram" "hi"
"3290" "postV1" 19 "gug" 10 "d" 11 "the" "rt" 721 "ungram" "lo"
"3291" "postV1" 19 "gug" 13 "c" 11 "the" "rt" 386 "ungram" "hi"
"3292" "postV1" 19 "gug" 5 "c" 11 "the" "rt" 458 "ungram" "hi"
"3293" "postV1" 19 "gug" 2 "d" 11 "the" "rt" 338 "ungram" "lo"
"3294" "postV1" 19 "gug" 14 "d" 11 "the" "rt" 345 "ungram" "lo"
"3295" "postV1" 19 "gug" 1 "c" 11 "the" "rt" 809 "ungram" "hi"
"3296" "postV1" 19 "gug" 6 "d" 11 "the" "rt" 249 "ungram" "lo"
"3297" "postV1" 2 "gug" 6 "c" 11 "the" "rt" 329 "ungram" "hi"
"3298" "postV1" 2 "gug" 2 "c" 11 "the" "rt" 378 "ungram" "hi"
"3299" "postV1" 2 "gug" 3 "d" 11 "the" "rt" 808 "ungram" "lo"
"3300" "postV1" 2 "gug" 14 "c" 11 "the" "rt" 361 "ungram" "hi"
"3301" "postV1" 2 "gug" 15 "d" 11 "the" "rt" 330 "ungram" "lo"
"3302" "postV1" 2 "gug" 10 "c" 11 "the" "rt" 241 "ungram" "hi"
"3303" "postV1" 2 "gug" 7 "d" 11 "the" "rt" 258 "ungram" "lo"
"3304" "postV1" 2 "gug" 11 "d" 11 "the" "rt" 282 "ungram" "lo"
"3305" "postV1" 20 "gug" 13 "d" 11 "the" "rt" 625 "ungram" "lo"
"3306" "postV1" 20 "gug" 1 "d" 11 "the" "rt" 505 "ungram" "lo"
"3307" "postV1" 20 "gug" 9 "d" 11 "the" "rt" 818 "ungram" "lo"
"3308" "postV1" 20 "gug" 5 "d" 11 "the" "rt" 409 "ungram" "lo"
"3309" "postV1" 20 "gug" 16 "c" 11 "the" "rt" 1081 "ungram" "hi"
"3310" "postV1" 20 "gug" 12 "c" 11 "the" "rt" 745 "ungram" "hi"
"3311" "postV1" 20 "gug" 8 "c" 11 "the" "rt" 409 "ungram" "hi"
"3312" "postV1" 20 "gug" 4 "c" 11 "the" "rt" 722 "ungram" "hi"
"3313" "postV1" 21 "gug" 16 "d" 11 "the" "rt" 2994 "ungram" "lo"
"3314" "postV1" 21 "gug" 3 "c" 11 "the" "rt" 385 "ungram" "hi"
"3315" "postV1" 21 "gug" 12 "d" 11 "the" "rt" 4281 "ungram" "lo"
"3316" "postV1" 21 "gug" 7 "c" 11 "the" "rt" 361 "ungram" "hi"
"3317" "postV1" 21 "gug" 11 "c" 11 "the" "rt" 370 "ungram" "hi"
"3318" "postV1" 21 "gug" 15 "c" 11 "the" "rt" 330 "ungram" "hi"
"3319" "postV1" 21 "gug" 4 "d" 11 "the" "rt" 282 "ungram" "lo"
"3320" "postV1" 21 "gug" 8 "d" 11 "the" "rt" 449 "ungram" "lo"
"3321" "postV1" 22 "gug" 2 "c" 11 "the" "rt" 498 "ungram" "hi"
"3322" "postV1" 22 "gug" 15 "d" 11 "the" "rt" 400 "ungram" "lo"
"3323" "postV1" 22 "gug" 10 "c" 11 "the" "rt" 441 "ungram" "hi"
"3324" "postV1" 22 "gug" 6 "c" 11 "the" "rt" 481 "ungram" "hi"
"3325" "postV1" 22 "gug" 14 "c" 11 "the" "rt" 369 "ungram" "hi"
"3326" "postV1" 22 "gug" 7 "d" 11 "the" "rt" 393 "ungram" "lo"
"3327" "postV1" 22 "gug" 3 "d" 11 "the" "rt" 353 "ungram" "lo"
"3328" "postV1" 22 "gug" 11 "d" 11 "the" "rt" 369 "ungram" "lo"
"3329" "postV1" 23 "gug" 14 "d" 11 "the" "rt" 506 "ungram" "lo"
"3330" "postV1" 23 "gug" 5 "c" 11 "the" "rt" 498 "ungram" "hi"
"3331" "postV1" 23 "gug" 6 "d" 11 "the" "rt" 330 "ungram" "lo"
"3332" "postV1" 23 "gug" 2 "d" 11 "the" "rt" 465 "ungram" "lo"
"3333" "postV1" 23 "gug" 13 "c" 11 "the" "rt" 410 "ungram" "hi"
"3334" "postV1" 23 "gug" 10 "d" 11 "the" "rt" 337 "ungram" "lo"
"3335" "postV1" 23 "gug" 1 "c" 11 "the" "rt" 313 "ungram" "hi"
"3336" "postV1" 23 "gug" 9 "c" 11 "the" "rt" 361 "ungram" "hi"
"3337" "postV1" 24 "gug" 8 "c" 11 "the" "rt" 793 "ungram" "hi"
"3338" "postV1" 24 "gug" 13 "d" 11 "the" "rt" 465 "ungram" "lo"
"3339" "postV1" 24 "gug" 9 "d" 11 "the" "rt" 466 "ungram" "lo"
"3340" "postV1" 24 "gug" 4 "c" 11 "the" "rt" 425 "ungram" "hi"
"3341" "postV1" 24 "gug" 12 "c" 11 "the" "rt" 360 "ungram" "hi"
"3342" "postV1" 24 "gug" 16 "c" 11 "the" "rt" 450 "ungram" "hi"
"3343" "postV1" 24 "gug" 5 "d" 11 "the" "rt" 762 "ungram" "lo"
"3344" "postV1" 24 "gug" 1 "d" 11 "the" "rt" 441 "ungram" "lo"
"3345" "postV1" 25 "gug" 11 "c" 11 "the" "rt" 345 "ungram" "hi"
"3346" "postV1" 25 "gug" 3 "c" 11 "the" "rt" 545 "ungram" "hi"
"3347" "postV1" 25 "gug" 8 "d" 11 "the" "rt" 289 "ungram" "lo"
"3348" "postV1" 25 "gug" 4 "d" 11 "the" "rt" 361 "ungram" "lo"
"3349" "postV1" 25 "gug" 16 "d" 11 "the" "rt" 242 "ungram" "lo"
"3350" "postV1" 25 "gug" 12 "d" 11 "the" "rt" 266 "ungram" "lo"
"3351" "postV1" 25 "gug" 7 "c" 11 "the" "rt" 273 "ungram" "hi"
"3352" "postV1" 25 "gug" 15 "c" 11 "the" "rt" 297 "ungram" "hi"
"3353" "postV1" 26 "gug" 7 "d" 11 "the" "rt" 433 "ungram" "lo"
"3354" "postV1" 26 "gug" 3 "d" 11 "the" "rt" 521 "ungram" "lo"
"3355" "postV1" 26 "gug" 14 "c" 11 "the" "rt" 426 "ungram" "hi"
"3356" "postV1" 26 "gug" 10 "c" 11 "the" "rt" 457 "ungram" "hi"
"3357" "postV1" 26 "gug" 2 "c" 11 "the" "rt" 353 "ungram" "hi"
"3358" "postV1" 26 "gug" 6 "c" 11 "the" "rt" 401 "ungram" "hi"
"3359" "postV1" 26 "gug" 11 "d" 11 "the" "rt" 393 "ungram" "lo"
"3360" "postV1" 26 "gug" 15 "d" 11 "the" "rt" 593 "ungram" "lo"
"3361" "postV1" 27 "gug" 14 "d" 11 "the" "rt" 353 "ungram" "lo"
"3362" "postV1" 27 "gug" 6 "d" 11 "the" "rt" 378 "ungram" "lo"
"3363" "postV1" 27 "gug" 13 "c" 11 "the" "rt" 362 "ungram" "hi"
"3364" "postV1" 27 "gug" 2 "d" 11 "the" "rt" 370 "ungram" "lo"
"3365" "postV1" 27 "gug" 9 "c" 11 "the" "rt" 433 "ungram" "hi"
"3366" "postV1" 27 "gug" 1 "c" 11 "the" "rt" 369 "ungram" "hi"
"3367" "postV1" 27 "gug" 10 "d" 11 "the" "rt" 322 "ungram" "lo"
"3368" "postV1" 27 "gug" 5 "c" 11 "the" "rt" 473 "ungram" "hi"
"3369" "postV1" 28 "gug" 12 "c" 11 "the" "rt" 431 "ungram" "hi"
"3370" "postV1" 28 "gug" 16 "c" 11 "the" "rt" 386 "ungram" "hi"
"3371" "postV1" 28 "gug" 8 "c" 11 "the" "rt" 489 "ungram" "hi"
"3372" "postV1" 28 "gug" 9 "d" 11 "the" "rt" 338 "ungram" "lo"
"3373" "postV1" 28 "gug" 5 "d" 11 "the" "rt" 513 "ungram" "lo"
"3374" "postV1" 28 "gug" 4 "c" 11 "the" "rt" 649 "ungram" "hi"
"3375" "postV1" 28 "gug" 13 "d" 11 "the" "rt" 522 "ungram" "lo"
"3376" "postV1" 28 "gug" 1 "d" 11 "the" "rt" 521 "ungram" "lo"
"3377" "postV1" 29 "gug" 15 "c" 11 "the" "rt" 370 "ungram" "hi"
"3378" "postV1" 29 "gug" 7 "c" 11 "the" "rt" 353 "ungram" "hi"
"3379" "postV1" 29 "gug" 4 "d" 11 "the" "rt" 354 "ungram" "lo"
"3380" "postV1" 29 "gug" 3 "c" 11 "the" "rt" 401 "ungram" "hi"
"3381" "postV1" 29 "gug" 11 "c" 11 "the" "rt" 337 "ungram" "hi"
"3382" "postV1" 29 "gug" 8 "d" 11 "the" "rt" 329 "ungram" "lo"
"3383" "postV1" 29 "gug" 16 "d" 11 "the" "rt" 354 "ungram" "lo"
"3384" "postV1" 29 "gug" 12 "d" 11 "the" "rt" 353 "ungram" "lo"
"3385" "postV1" 3 "gug" 1 "c" 11 "the" "rt" 321 "ungram" "hi"
"3386" "postV1" 3 "gug" 14 "d" 11 "the" "rt" 265 "ungram" "lo"
"3387" "postV1" 3 "gug" 2 "d" 11 "the" "rt" 353 "ungram" "lo"
"3388" "postV1" 3 "gug" 5 "c" 11 "the" "rt" 361 "ungram" "hi"
"3389" "postV1" 3 "gug" 9 "c" 11 "the" "rt" 458 "ungram" "hi"
"3390" "postV1" 3 "gug" 10 "d" 11 "the" "rt" 329 "ungram" "lo"
"3391" "postV1" 3 "gug" 13 "c" 11 "the" "rt" 273 "ungram" "hi"
"3392" "postV1" 3 "gug" 6 "d" 11 "the" "rt" 354 "ungram" "lo"
"3393" "postV1" 30 "gug" 10 "c" 11 "the" "rt" 465 "ungram" "hi"
"3394" "postV1" 30 "gug" 7 "d" 11 "the" "rt" 345 "ungram" "lo"
"3395" "postV1" 30 "gug" 11 "d" 11 "the" "rt" 394 "ungram" "lo"
"3396" "postV1" 30 "gug" 14 "c" 11 "the" "rt" 360 "ungram" "hi"
"3397" "postV1" 30 "gug" 2 "c" 11 "the" "rt" 1257 "ungram" "hi"
"3398" "postV1" 30 "gug" 3 "d" 11 "the" "rt" 409 "ungram" "lo"
"3399" "postV1" 30 "gug" 15 "d" 11 "the" "rt" 378 "ungram" "lo"
"3400" "postV1" 30 "gug" 6 "c" 11 "the" "rt" 401 "ungram" "hi"
"3401" "postV1" 31 "gug" 13 "c" 11 "the" "rt" 569 "ungram" "hi"
"3402" "postV1" 31 "gug" 5 "c" 11 "the" "rt" 313 "ungram" "hi"
"3403" "postV1" 31 "gug" 1 "c" 11 "the" "rt" 337 "ungram" "hi"
"3404" "postV1" 31 "gug" 6 "d" 11 "the" "rt" 345 "ungram" "lo"
"3405" "postV1" 31 "gug" 9 "c" 11 "the" "rt" 337 "ungram" "hi"
"3406" "postV1" 31 "gug" 10 "d" 11 "the" "rt" 415 "ungram" "lo"
"3407" "postV1" 31 "gug" 2 "d" 11 "the" "rt" 265 "ungram" "lo"
"3408" "postV1" 31 "gug" 14 "d" 11 "the" "rt" 386 "ungram" "lo"
"3409" "postV1" 32 "gug" 16 "c" 11 "the" "rt" 585 "ungram" "hi"
"3410" "postV1" 32 "gug" 12 "c" 11 "the" "rt" 425 "ungram" "hi"
"3411" "postV1" 32 "gug" 5 "d" 11 "the" "rt" 1033 "ungram" "lo"
"3412" "postV1" 32 "gug" 9 "d" 11 "the" "rt" 617 "ungram" "lo"
"3413" "postV1" 32 "gug" 4 "c" 11 "the" "rt" 1194 "ungram" "hi"
"3414" "postV1" 32 "gug" 13 "d" 11 "the" "rt" 433 "ungram" "lo"
"3415" "postV1" 32 "gug" 8 "c" 11 "the" "rt" 369 "ungram" "hi"
"3416" "postV1" 32 "gug" 1 "d" 11 "the" "rt" 777 "ungram" "lo"
"3417" "postV1" 33 "gug" 7 "c" 11 "the" "rt" 465 "ungram" "hi"
"3418" "postV1" 33 "gug" 4 "d" 11 "the" "rt" 433 "ungram" "lo"
"3419" "postV1" 33 "gug" 11 "c" 11 "the" "rt" 569 "ungram" "hi"
"3420" "postV1" 33 "gug" 15 "c" 11 "the" "rt" 2449 "ungram" "hi"
"3421" "postV1" 33 "gug" 12 "d" 11 "the" "rt" 321 "ungram" "lo"
"3422" "postV1" 33 "gug" 16 "d" 11 "the" "rt" 2234 "ungram" "lo"
"3423" "postV1" 33 "gug" 8 "d" 11 "the" "rt" 369 "ungram" "lo"
"3424" "postV1" 33 "gug" 3 "c" 11 "the" "rt" 329 "ungram" "hi"
"3425" "postV1" 34 "gug" 14 "c" 11 "the" "rt" 449 "ungram" "hi"
"3426" "postV1" 34 "gug" 10 "c" 11 "the" "rt" 456 "ungram" "hi"
"3427" "postV1" 34 "gug" 6 "c" 11 "the" "rt" 345 "ungram" "hi"
"3428" "postV1" 34 "gug" 7 "d" 11 "the" "rt" 441 "ungram" "lo"
"3429" "postV1" 34 "gug" 11 "d" 11 "the" "rt" 434 "ungram" "lo"
"3430" "postV1" 34 "gug" 3 "d" 11 "the" "rt" 425 "ungram" "lo"
"3431" "postV1" 34 "gug" 15 "d" 11 "the" "rt" 410 "ungram" "lo"
"3432" "postV1" 34 "gug" 2 "c" 11 "the" "rt" 353 "ungram" "hi"
"3433" "postV1" 35 "gug" 13 "c" 11 "the" "rt" 562 "ungram" "hi"
"3434" "postV1" 35 "gug" 5 "c" 11 "the" "rt" 321 "ungram" "hi"
"3435" "postV1" 35 "gug" 9 "c" 11 "the" "rt" 386 "ungram" "hi"
"3436" "postV1" 35 "gug" 14 "d" 11 "the" "rt" 265 "ungram" "lo"
"3437" "postV1" 35 "gug" 1 "c" 11 "the" "rt" 385 "ungram" "hi"
"3438" "postV1" 35 "gug" 10 "d" 11 "the" "rt" 385 "ungram" "lo"
"3439" "postV1" 35 "gug" 2 "d" 11 "the" "rt" 273 "ungram" "lo"
"3440" "postV1" 35 "gug" 6 "d" 11 "the" "rt" 322 "ungram" "lo"
"3441" "postV1" 36 "gug" 13 "d" 11 "the" "rt" 410 "ungram" "lo"
"3442" "postV1" 36 "gug" 8 "c" 11 "the" "rt" 369 "ungram" "hi"
"3443" "postV1" 36 "gug" 5 "d" 11 "the" "rt" 617 "ungram" "lo"
"3444" "postV1" 36 "gug" 9 "d" 11 "the" "rt" 418 "ungram" "lo"
"3445" "postV1" 36 "gug" 12 "c" 11 "the" "rt" 426 "ungram" "hi"
"3446" "postV1" 36 "gug" 16 "c" 11 "the" "rt" 409 "ungram" "hi"
"3447" "postV1" 36 "gug" 4 "c" 11 "the" "rt" 322 "ungram" "hi"
"3448" "postV1" 36 "gug" 1 "d" 11 "the" "rt" 433 "ungram" "lo"
"3449" "postV1" 37 "gug" 16 "d" 11 "the" "rt" 354 "ungram" "lo"
"3450" "postV1" 37 "gug" 11 "c" 11 "the" "rt" 338 "ungram" "hi"
"3451" "postV1" 37 "gug" 8 "d" 11 "the" "rt" 297 "ungram" "lo"
"3452" "postV1" 37 "gug" 3 "c" 11 "the" "rt" 369 "ungram" "hi"
"3453" "postV1" 37 "gug" 7 "c" 11 "the" "rt" 305 "ungram" "hi"
"3454" "postV1" 37 "gug" 4 "d" 11 "the" "rt" 297 "ungram" "lo"
"3455" "postV1" 37 "gug" 15 "c" 11 "the" "rt" 305 "ungram" "hi"
"3456" "postV1" 37 "gug" 12 "d" 11 "the" "rt" 274 "ungram" "lo"
"3457" "postV1" 38 "gug" 3 "d" 11 "the" "rt" 489 "ungram" "lo"
"3458" "postV1" 38 "gug" 11 "d" 11 "the" "rt" 537 "ungram" "lo"
"3459" "postV1" 38 "gug" 7 "d" 11 "the" "rt" 489 "ungram" "lo"
"3460" "postV1" 38 "gug" 10 "c" 11 "the" "rt" 585 "ungram" "hi"
"3461" "postV1" 38 "gug" 15 "d" 11 "the" "rt" 378 "ungram" "lo"
"3462" "postV1" 38 "gug" 6 "c" 11 "the" "rt" 874 "ungram" "hi"
"3463" "postV1" 38 "gug" 2 "c" 11 "the" "rt" 417 "ungram" "hi"
"3464" "postV1" 38 "gug" 14 "c" 11 "the" "rt" 473 "ungram" "hi"
"3465" "postV1" 39 "gug" 5 "c" 11 "the" "rt" 457 "ungram" "hi"
"3466" "postV1" 39 "gug" 9 "c" 11 "the" "rt" 362 "ungram" "hi"
"3467" "postV1" 39 "gug" 10 "d" 11 "the" "rt" 369 "ungram" "lo"
"3468" "postV1" 39 "gug" 6 "d" 11 "the" "rt" 377 "ungram" "lo"
"3469" "postV1" 39 "gug" 14 "d" 11 "the" "rt" 361 "ungram" "lo"
"3470" "postV1" 39 "gug" 1 "c" 11 "the" "rt" 417 "ungram" "hi"
"3471" "postV1" 39 "gug" 2 "d" 11 "the" "rt" 585 "ungram" "lo"
"3472" "postV1" 39 "gug" 13 "c" 11 "the" "rt" 305 "ungram" "hi"
"3473" "postV1" 4 "gug" 16 "c" 11 "the" "rt" 1242 "ungram" "hi"
"3474" "postV1" 4 "gug" 1 "d" 11 "the" "rt" 401 "ungram" "lo"
"3475" "postV1" 4 "gug" 4 "c" 11 "the" "rt" 513 "ungram" "hi"
"3476" "postV1" 4 "gug" 8 "c" 11 "the" "rt" 1729 "ungram" "hi"
"3477" "postV1" 4 "gug" 12 "c" 11 "the" "rt" 473 "ungram" "hi"
"3478" "postV1" 4 "gug" 5 "d" 11 "the" "rt" 385 "ungram" "lo"
"3479" "postV1" 4 "gug" 13 "d" 11 "the" "rt" 594 "ungram" "lo"
