"subj" "group" "sent" "pos" "condfill" "raw" "wl" "res"
"3281" "s31" "sent7" "g3" "pos4" "M" 1446 10 390.0851
"3291" "s31" "sent13" "g3" "pos4" "K" 720 5 -59.17208
"3301" "s31" "sent17" "g3" "pos4" "M" 1375 9 374.4337
"3311" "s31" "sent27" "g3" "pos4" "K" 825 4 101.1765
"3321" "s31" "sent38" "g3" "pos4" "M" 741 10 -314.9149
"3331" "s31" "sent41" "g3" "pos4" "K" 3005 6 2170.479
"3341" "s31" "sent49" "g3" "pos4" "M" 753 12 -413.612
"3351" "s31" "sent53" "g3" "pos4" "K" 496 9 -504.5663
"3361" "s31" "sent62" "g3" "pos4" "K" 734 9 -266.5663
"3371" "s31" "sent66" "g3" "pos4" "M" 2273 5 1493.828
"3381" "s31" "sent69" "g3" "pos4" "K" 974 5 194.8279
"3391" "s31" "sent71" "g3" "pos4" "M" 866 9 -134.5663
"3401" "s32" "sent7" "g3" "pos4" "M" 1862 10 742.6854
"3411" "s32" "sent13" "g3" "pos4" "K" 2185 5 1322.115
"3421" "s32" "sent17" "g3" "pos4" "M" 1062 9 -6.028694
"3431" "s32" "sent27" "g3" "pos4" "K" 717 4 -94.59912
"3441" "s32" "sent38" "g3" "pos4" "M" 1079 10 -40.31461
"3451" "s32" "sent41" "g3" "pos4" "K" 755 6 -159.171
"3461" "s32" "sent49" "g3" "pos4" "M" 847 12 -374.8864
"3471" "s32" "sent53" "g3" "pos4" "K" 1605 9 536.9713
"3481" "s32" "sent62" "g3" "pos4" "K" 922 9 -146.0287
"3491" "s32" "sent66" "g3" "pos4" "M" 12 5 -850.885
"3501" "s32" "sent69" "g3" "pos4" "K" 517 5 -345.885
"3511" "s32" "sent71" "g3" "pos4" "M" 595 9 -473.0287
"3521" "s33" "sent7" "g3" "pos4" "M" 792 10 -207.0383
"3531" "s33" "sent13" "g3" "pos4" "K" 1707 5 991.9466
"3541" "s33" "sent17" "g3" "pos4" "M" 803 9 -139.2413
"3551" "s33" "sent27" "g3" "pos4" "K" 540 4 -118.2565
"3561" "s33" "sent38" "g3" "pos4" "M" 723 10 -276.0383
"3571" "s33" "sent41" "g3" "pos4" "K" 872 6 100.1496
"3581" "s33" "sent49" "g3" "pos4" "M" 1644 12 531.3678
"3591" "s33" "sent53" "g3" "pos4" "K" 588 9 -354.2413
"3601" "s33" "sent62" "g3" "pos4" "K" 614 9 -328.2413
"3611" "s33" "sent66" "g3" "pos4" "M" 940 5 224.9466
"3621" "s33" "sent69" "g3" "pos4" "K" 462 5 -253.0534
"3631" "s33" "sent71" "g3" "pos4" "M" 444 9 -498.2413
"3641" "s34" "sent3" "g4" "pos4" "M" 2787 4 1181.383
"3651" "s34" "sent9" "g4" "pos4" "K" 10282 4 8676.383
"3661" "s34" "sent20" "g4" "pos4" "M" 3641 13 1422.369
"3671" "s34" "sent23" "g4" "pos4" "K" 4083 9 2136.82
"3681" "s34" "sent30" "g4" "pos4" "M" 2160 4 554.3826
"3691" "s34" "sent33" "g4" "pos4" "K" 9672 9 7725.82
"3701" "s34" "sent56" "g4" "pos4" "K" 531 4 -1074.617
"3711" "s34" "sent59" "g4" "pos4" "M" 384 5 -1289.73
"3721" "s34" "sent76" "g4" "pos4" "M" 398 5 -1275.73
"3731" "s35" "sent3" "g4" "pos4" "M" 1573 4 719.5223
"3741" "s35" "sent9" "g4" "pos4" "K" 1171 4 317.5223
"3751" "s35" "sent20" "g4" "pos4" "M" 3121 13 1649.616
"3761" "s35" "sent23" "g4" "pos4" "K" 1430 9 233.2413
"3771" "s35" "sent30" "g4" "pos4" "M" 644 4 -209.4777
"3781" "s35" "sent33" "g4" "pos4" "K" 711 9 -485.7587
"3791" "s35" "sent56" "g4" "pos4" "K" 1254 4 400.5223
"3801" "s35" "sent59" "g4" "pos4" "M" 765 5 -157.1339
"3811" "s35" "sent76" "g4" "pos4" "M" 444 5 -478.1339
"3821" "s36" "sent3" "g4" "pos4" "M" 869 4 136.7258
"3831" "s36" "sent9" "g4" "pos4" "K" 639 4 -93.27419
"3841" "s36" "sent20" "g4" "pos4" "M" 954 13 -59.2612
"3851" "s36" "sent23" "g4" "pos4" "K" 1913 9 1024.622
"3861" "s36" "sent30" "g4" "pos4" "M" 611 4 -121.2742
"3871" "s36" "sent33" "g4" "pos4" "K" 801 9 -87.37808
"3881" "s36" "sent56" "g4" "pos4" "K" 484 4 -248.2742
"3891" "s36" "sent59" "g4" "pos4" "M" 2544 5 1780.505
"3901" "s36" "sent76" "g4" "pos4" "M" 473 5 -290.495
"3911" "s37" "sent3" "g4" "pos4" "M" 2856 4 1944.268
"3921" "s37" "sent9" "g4" "pos4" "K" 2722 4 1810.268
"3931" "s37" "sent20" "g4" "pos4" "M" 1449 13 44.31431
"3941" "s37" "sent23" "g4" "pos4" "K" 922 9 -263.5953
"3951" "s37" "sent30" "g4" "pos4" "M" 1053 4 141.2676
"3961" "s37" "sent33" "g4" "pos4" "K" 1783 9 597.4047
"3971" "s37" "sent56" "g4" "pos4" "K" 3094 4 2182.268
"3981" "s37" "sent59" "g4" "pos4" "M" 1787 5 820.495
"3991" "s37" "sent76" "g4" "pos4" "M" 4135 5 3168.495
"4001" "s38" "sent3" "g4" "pos4" "M" 1787 4 1110.708
"4011" "s38" "sent9" "g4" "pos4" "K" 1917 4 1240.708
"4021" "s38" "sent20" "g4" "pos4" "M" 5520 13 4018.719
"4031" "s38" "sent23" "g4" "pos4" "K" 6434 9 5299.381
"4041" "s38" "sent30" "g4" "pos4" "M" 421 4 -255.2922
"4051" "s38" "sent33" "g4" "pos4" "K" 3554 9 2419.381
"4061" "s38" "sent56" "g4" "pos4" "K" 580 4 -96.2922
"4071" "s38" "sent59" "g4" "pos4" "M" 978 5 210.0424
"4081" "s38" "sent76" "g4" "pos4" "M" 600 5 -167.9576
"4091" "s39" "sent3" "g4" "pos4" "M" 1765 4 8499.804
"4101" "s39" "sent9" "g4" "pos4" "K" 3726 4 10460.8
"4111" "s39" "sent20" "g4" "pos4" "M" 999 13 -71596.75
"4121" "s39" "sent23" "g4" "pos4" "K" 1352 9 -35985.72
"4131" "s39" "sent30" "g4" "pos4" "M" 361 4 7095.804
"4141" "s39" "sent33" "g4" "pos4" "K" 770 9 -36567.72
"4151" "s39" "sent56" "g4" "pos4" "K" 1235 4 7969.804
"4161" "s39" "sent59" "g4" "pos4" "M" 548 5 -1531.702
"4171" "s39" "sent76" "g4" "pos4" "M" 717 5 -1362.702
"4181" "s40" "sent3" "g4" "pos4" "M" 851 4 230.1667
"4191" "s40" "sent9" "g4" "pos4" "K" 676 4 55.16673
"4201" "s40" "sent20" "g4" "pos4" "M" 711 13 0.9808175
"4211" "s40" "sent23" "g4" "pos4" "K" 639 9 -31.381
"4221" "s40" "sent30" "g4" "pos4" "M" 18 4 -602.8333
"4231" "s40" "sent33" "g4" "pos4" "K" 17 9 -653.381
"4241" "s40" "sent56" "g4" "pos4" "K" 609 4 -11.83327
"4251" "s40" "sent59" "g4" "pos4" "M" 727 5 96.25718
"4261" "s40" "sent76" "g4" "pos4" "M" 740 5 109.2572
"4271" "s41" "sent3" "g4" "pos4" "M" 486 4 -228.266
"4281" "s41" "sent9" "g4" "pos4" "K" 858 4 143.734
"4291" "s41" "sent20" "g4" "pos4" "M" 1495 13 481.5481
"4301" "s41" "sent23" "g4" "pos4" "K" 551 9 -329.4804
"4311" "s41" "sent30" "g4" "pos4" "M" 569 4 -145.266
"4321" "s41" "sent33" "g4" "pos4" "K" 516 9 -364.4804
"4331" "s41" "sent56" "g4" "pos4" "K" 401 4 -313.266
"4341" "s41" "sent59" "g4" "pos4" "M" 2178 5 1430.491
"4351" "s41" "sent76" "g4" "pos4" "M" 500 5 -247.5089
"4361" "s42" "sent3" "g4" "pos4" "M" 773 4 -13.46314
"4371" "s42" "sent9" "g4" "pos4" "K" 2423 4 1636.537
"4381" "s42" "sent20" "g4" "pos4" "M" 495 13 -768.6847
"4391" "s42" "sent23" "g4" "pos4" "K" 1860 9 808.4137
"4401" "s42" "sent30" "g4" "pos4" "M" 779 4 -7.463136
"4411" "s42" "sent33" "g4" "pos4" "K" 2074 9 1022.414
"4421" "s42" "sent56" "g4" "pos4" "K" 513 4 -273.4631
"4431" "s42" "sent59" "g4" "pos4" "M" 941 5 101.5122
"4441" "s42" "sent76" "g4" "pos4" "M" 1254 5 414.5122
"4451" "s43" "sent3" "g4" "pos4" "M" 3124 4 1883.571
"4461" "s43" "sent9" "g4" "pos4" "K" 1549 4 308.5713
"4471" "s43" "sent20" "g4" "pos4" "M" 1291 13 -444.1487
"4481" "s43" "sent23" "g4" "pos4" "K" 597 9 -918.2732
"4491" "s43" "sent30" "g4" "pos4" "M" 496 4 -744.4287
"4501" "s43" "sent33" "g4" "pos4" "K" 5653 9 4137.727
"4511" "s43" "sent56" "g4" "pos4" "K" 659 4 -581.4287
"4521" "s43" "sent59" "g4" "pos4" "M" 538 5 -757.3976
"4531" "s43" "sent76" "g4" "pos4" "M" 2900 5 1604.602
"4541" "s44" "sent3" "g4" "pos4" "M" 1203 4 -9.316069
"4551" "s44" "sent9" "g4" "pos4" "K" 2100 4 887.6839
"4561" "s44" "sent20" "g4" "pos4" "M" 2516 13 505.3672
"4571" "s44" "sent23" "g4" "pos4" "K" 4651 9 2995.175
"4581" "s44" "sent30" "g4" "pos4" "M" 1324 4 111.6839
"4591" "s44" "sent33" "g4" "pos4" "K" 1491 9 -164.8254
"4601" "s44" "sent56" "g4" "pos4" "K" 765 4 -447.3161
"4611" "s44" "sent59" "g4" "pos4" "M" 600 5 -701.0179
"4621" "s44" "sent76" "g4" "pos4" "M" 786 5 -515.0179
