"subj" "group" "sent" "pos" "condfill" "raw" "wl" "NminusOne" "res"
"3851" "s10" "gp1" "sent13" "pos4" "M" 1093 5 1167 -255.8741477
"3861" "s10" "gp1" "sent27" "pos4" "M" 751 8 1574 1043.0667506
"3871" "s10" "gp1" "sent41" "pos4" "M" 1098 8 1791 -533.0455229
"3881" "s10" "gp1" "sent53" "pos4" "M" 664 5 866 -227.6714559
"3891" "s10" "gp1" "sent62" "pos4" "M" 767 4 622 -202.8196435
"3901" "s10" "gp1" "sent69" "pos4" "M" 587 5 1181 -188.4164585
"3911" "s11" "gp1" "sent13" "pos4" "M" 1735 5 8644 -418.9026658
"3921" "s11" "gp1" "sent27" "pos4" "M" 1453 8 1369 2150.0857404
"3931" "s11" "gp1" "sent41" "pos4" "M" 1223 8 1262 2163.1073955
"3941" "s11" "gp1" "sent53" "pos4" "M" 1200 5 2854 -93.000547
"3951" "s11" "gp1" "sent62" "pos4" "M" 653 4 2499 -357.712967
"3961" "s11" "gp1" "sent69" "pos4" "M" 984 5 966 -223.8936041
"3971" "s12" "gp1" "sent13" "pos4" "M" 1194 5 433 713.3866251
"3981" "s12" "gp1" "sent27" "pos4" "M" 532 8 371 -338.6814427
"3991" "s12" "gp1" "sent41" "pos4" "M" 596 8 5297 -274.3237924
"4001" "s12" "gp1" "sent53" "pos4" "M" 466 5 1106 -494.4320045
"4011" "s12" "gp1" "sent62" "pos4" "M" 1602 4 724 -411.7708488
"4021" "s12" "gp1" "sent69" "pos4" "M" 360 5 641 -434.5990889
"4031" "s13" "gp1" "sent13" "pos4" "M" 477 5 973 1691.417081
"4041" "s13" "gp1" "sent27" "pos4" "M" 571 8 956 -381.723782
"4051" "s13" "gp1" "sent41" "pos4" "M" 753 8 1349 -549.2720501
"4061" "s13" "gp1" "sent53" "pos4" "M" 690 5 993 -138.7543936
"4071" "s13" "gp1" "sent62" "pos4" "M" 527 4 644 -595.4485115
"4081" "s13" "gp1" "sent69" "pos4" "M" 1353 5 1954 -565.1708384
"4091" "s14" "gp1" "sent13" "pos4" "M" 2198 5 933 49.9773881
"4101" "s14" "gp1" "sent27" "pos4" "M" 837 8 1257 -432.9497129
"4111" "s14" "gp1" "sent41" "pos4" "M" 1528 8 964 -373.1308239
"4121" "s14" "gp1" "sent53" "pos4" "M" 604 5 722 -185.7002227
"4131" "s14" "gp1" "sent62" "pos4" "M" 1285 4 2830 -528.2766738
"4141" "s14" "gp1" "sent69" "pos4" "M" 605 5 978 -1393.9030093
"4151" "s15" "gp1" "sent13" "pos4" "M" 601 5 322 218.4665763
"4161" "s15" "gp1" "sent27" "pos4" "M" 757 8 192 56.2103971
"4171" "s15" "gp1" "sent41" "pos4" "M" 562 8 296 -159.9425828
"4181" "s15" "gp1" "sent53" "pos4" "M" 456 5 333 -256.3119868
"4191" "s15" "gp1" "sent62" "pos4" "M" 359 4 525 50.4080412
"4201" "s15" "gp1" "sent69" "pos4" "M" 541 5 413 4734.5256562
"4211" "s16" "gp2" "sent9" "pos4" "M" 603 5 604 51.9412325
"4221" "s16" "gp2" "sent23" "pos4" "M" 759 8 383 -94.7192393
"4231" "s16" "gp2" "sent33" "pos4" "M" 848 5 498 169.8337152
"4241" "s16" "gp2" "sent56" "pos4" "M" 812 4 410 18.1666415
"4251" "s16" "gp2" "sent64" "pos4" "M" 856 4 341 -86.5532478
"4261" "s16" "gp2" "sent73" "pos4" "M" 524 5 635 -145.5805986
"4271" "s17" "gp2" "sent9" "pos4" "M" 520 5 2777 -96.6692532
"4281" "s17" "gp2" "sent23" "pos4" "M" 562 8 877 73.416572
"4291" "s17" "gp2" "sent33" "pos4" "M" 4502 5 1100 151.8554073
"4301" "s17" "gp2" "sent56" "pos4" "M" 1612 4 2255 -69.8248703
"4311" "s17" "gp2" "sent64" "pos4" "M" 462 4 2810 127.4392072
"4321" "s17" "gp2" "sent73" "pos4" "M" 622 5 663 -37.5796555
"4331" "s18" "gp2" "sent9" "pos4" "M" 704 5 1413 93.9767935
"4341" "s18" "gp2" "sent23" "pos4" "M" 762 8 1423 290.9796229
"4351" "s18" "gp2" "sent33" "pos4" "M" 1272 5 523 -93.5941894
"4361" "s18" "gp2" "sent56" "pos4" "M" 1717 4 866 -134.9694479
"4371" "s18" "gp2" "sent64" "pos4" "M" 356 4 1350 -124.9986851
"4381" "s18" "gp2" "sent73" "pos4" "M" 417 5 324 -105.0694201
"4391" "s19" "gp2" "sent9" "pos4" "M" 527 5 604 319.9494426
"4401" "s19" "gp2" "sent23" "pos4" "M" 341 8 375 131.9560445
"4411" "s19" "gp2" "sent33" "pos4" "M" 813 5 301 -72.9883106
"4421" "s19" "gp2" "sent56" "pos4" "M" 401 4 310 -106.9732204
"4431" "s19" "gp2" "sent64" "pos4" "M" 345 4 321 -151.0071733
"4441" "s19" "gp2" "sent73" "pos4" "M" 451 5 410 -108.9873675
"4451" "s20" "gp2" "sent9" "pos4" "M" 654 5 1167 -163.5864898
"4461" "s20" "gp2" "sent23" "pos4" "M" 503 8 1124 -325.1092102
"4471" "s20" "gp2" "sent33" "pos4" "M" 1362 5 796 687.982587
"4481" "s20" "gp2" "sent56" "pos4" "M" 1131 4 2021 165.0072406
"4491" "s20" "gp2" "sent64" "pos4" "M" 510 4 396 20.2190645
"4501" "s20" "gp2" "sent73" "pos4" "M" 574 5 395 -25.4257613
"4511" "s21" "gp2" "sent9" "pos4" "M" 1432 5 3322 133.0461545
"4521" "s21" "gp2" "sent23" "pos4" "M" 1428 8 3581 -45.1467939
"4531" "s21" "gp2" "sent33" "pos4" "M" 1713 5 852 -271.8789687
"4541" "s21" "gp2" "sent56" "pos4" "M" 2240 4 772 -371.1213917
"4551" "s21" "gp2" "sent64" "pos4" "M" 790 4 721 -49.6922564
"4561" "s21" "gp2" "sent73" "pos4" "M" 641 5 2383 21.4329671
"4571" "s22" "gp2" "sent9" "pos4" "M" 637 5 886 -170.0604843
"4581" "s22" "gp2" "sent23" "pos4" "M" 879 8 561 -188.4291701
"4591" "s22" "gp2" "sent33" "pos4" "M" 315 5 810 -321.1245097
"4601" "s22" "gp2" "sent56" "pos4" "M" 754 4 222 53.6278706
"4611" "s22" "gp2" "sent64" "pos4" "M" 552 4 502 643.6817932
"4621" "s22" "gp2" "sent73" "pos4" "M" 503 5 941 -116.9321428
"4631" "s23" "gp2" "sent9" "pos4" "M" 899 5 2002 446.7847325
"4641" "s23" "gp2" "sent23" "pos4" "M" 684 8 4745 317.187884
"4651" "s23" "gp2" "sent33" "pos4" "M" 1033 5 2178 -191.8914409
"4661" "s23" "gp2" "sent56" "pos4" "M" 738 4 2500 -239.4058465
"4671" "s23" "gp2" "sent64" "pos4" "M" 1002 4 1649 35.9475398
"4681" "s23" "gp2" "sent73" "pos4" "M" 703 5 894 -45.1133676
"4691" "s24" "gp2" "sent9" "pos4" "M" 867 5 2259 -84.3508953
"4701" "s24" "gp2" "sent23" "pos4" "M" 653 8 3333 113.513957
"4711" "s24" "gp2" "sent33" "pos4" "M" 640 5 2283 -208.8397046
"4721" "s24" "gp2" "sent56" "pos4" "M" 514 4 1179 -142.9134736
"4731" "s24" "gp2" "sent64" "pos4" "M" 622 4 954 -299.8469024
"4741" "s24" "gp2" "sent73" "pos4" "M" 455 5 1089 -210.6849687
"4751" "s25" "gp2" "sent9" "pos4" "M" 834 5 1177 238.5485497
"4761" "s25" "gp2" "sent23" "pos4" "M" 854 8 935 -191.0668129
"4771" "s25" "gp2" "sent33" "pos4" "M" 775 5 1558 -124.4946374
"4781" "s25" "gp2" "sent56" "pos4" "M" 821 4 602 -280.6983617
"4791" "s25" "gp2" "sent64" "pos4" "M" 610 4 696 100.5311459
"4801" "s25" "gp2" "sent73" "pos4" "M" 862 5 955 -296.6825694
"4811" "s26" "gp3" "sent7" "pos4" "M" 920 4 2181 -46.4060788
"4821" "s26" "gp3" "sent17" "pos4" "M" 941 7 2495 255.0797225
"4831" "s26" "gp3" "sent38" "pos4" "M" 5317 3 2603 156.2762489
"4841" "s26" "gp3" "sent49" "pos4" "M" 711 6 629 -189.1665801
"4851" "s26" "gp3" "sent66" "pos4" "M" 270 6 1694 621.3116294
"4861" "s26" "gp3" "sent71" "pos4" "M" 504 13 1397 -262.9974485
"4871" "s27" "gp3" "sent7" "pos4" "M" 2261 4 837 513.3222292
"4881" "s27" "gp3" "sent17" "pos4" "M" 736 7 4329 305.6676902
"4891" "s27" "gp3" "sent38" "pos4" "M" 911 3 784 222.4237869
"4901" "s27" "gp3" "sent49" "pos4" "M" 525 6 3632 29.3284243
"4911" "s27" "gp3" "sent66" "pos4" "M" 2094 6 2974 -42.0640197
"4921" "s27" "gp3" "sent71" "pos4" "M" 1320 13 801 -175.7909311
"4931" "s28" "gp3" "sent7" "pos4" "M" 2641 4 2021 944.417418
"4941" "s28" "gp3" "sent17" "pos4" "M" 1617 7 927 -99.6263266
"4951" "s28" "gp3" "sent38" "pos4" "M" 671 3 1315 -249.5964758
"4961" "s28" "gp3" "sent49" "pos4" "M" 373 6 991 -301.4842078
"4971" "s28" "gp3" "sent66" "pos4" "M" 587 6 717 -439.6688032
"4981" "s28" "gp3" "sent71" "pos4" "M" 779 13 539 463.5520794
"4991" "s29" "gp3" "sent7" "pos4" "M" 519 4 2012 -235.0181578
"5001" "s29" "gp3" "sent17" "pos4" "M" 827 7 2922 -315.9950446
"5011" "s29" "gp3" "sent38" "pos4" "M" 428 3 1551 179.1760546
"5021" "s29" "gp3" "sent49" "pos4" "M" 484 6 1500 -207.8431582
"5031" "s29" "gp3" "sent66" "pos4" "M" 368 6 422 86.3483464
"5041" "s29" "gp3" "sent71" "pos4" "M" 468 13 555 -443.2175927
"5051" "s30" "gp3" "sent7" "pos4" "M" 1766 4 1784 180.9788334
"5061" "s30" "gp3" "sent17" "pos4" "M" 2403 7 1617 215.5655756
"5071" "s30" "gp3" "sent38" "pos4" "M" 743 3 1616 -91.0379188
"5081" "s30" "gp3" "sent49" "pos4" "M" 2315 6 1496 -45.184959
"5091" "s30" "gp3" "sent66" "pos4" "M" 1605 6 867 -334.2678491
"5101" "s30" "gp3" "sent71" "pos4" "M" 1417 13 927 -136.9420053
"5111" "s31" "gp3" "sent7" "pos4" "M" 2024 4 30 334.5194456
"5121" "s31" "gp3" "sent17" "pos4" "M" 737 7 606 183.8828446
"5131" "s31" "gp3" "sent38" "pos4" "M" 631 3 1678 -238.6598308
"5141" "s31" "gp3" "sent49" "pos4" "M" 666 6 862 951.5316739
"5151" "s31" "gp3" "sent66" "pos4" "M" 685 6 862 -142.0649113
"5161" "s31" "gp3" "sent71" "pos4" "M" 604 13 585 -259.3650305
"5171" "s32" "gp3" "sent7" "pos4" "M" 507 4 674 -90.5134956
"5181" "s32" "gp3" "sent17" "pos4" "M" 680 7 501 175.9326176
"5191" "s32" "gp3" "sent38" "pos4" "M" 527 3 667 -280.7574068
"5201" "s32" "gp3" "sent49" "pos4" "M" 789 6 820 129.7849749
"5211" "s32" "gp3" "sent66" "pos4" "M" 478 6 581 31.9250666
"5221" "s32" "gp3" "sent71" "pos4" "M" 703 13 689 312.2480299
"5231" "s33" "gp3" "sent7" "pos4" "M" 950 4 1044 136.6140202
"5241" "s33" "gp3" "sent17" "pos4" "M" 1301 7 1711 153.4665147
"5251" "s33" "gp3" "sent38" "pos4" "M" 641 3 2945 116.5961449
"5261" "s33" "gp3" "sent49" "pos4" "M" 826 6 1306 -180.0800955
"5271" "s33" "gp3" "sent66" "pos4" "M" 981 6 1661 -18.3346055
"5281" "s33" "gp3" "sent71" "pos4" "M" 812 13 870 24.3568742
"5291" "s34" "gp3" "sent7" "pos4" "M" 255 4 296 137.2697493
"5301" "s34" "gp3" "sent17" "pos4" "M" 798 7 275 -98.6705292
"5311" "s34" "gp3" "sent38" "pos4" "M" 608 3 954 -243.5483127
"5321" "s34" "gp3" "sent49" "pos4" "M" 1619 6 623 -106.8986793
"5331" "s34" "gp3" "sent66" "pos4" "M" 262 6 285 -124.798045
"5341" "s34" "gp3" "sent71" "pos4" "M" 254 13 246 -276.9017272
"5351" "s35" "gp3" "sent7" "pos4" "M" 937 4 644 98.8939564
"5361" "s35" "gp3" "sent17" "pos4" "M" 1856 7 688 411.6344216
"5371" "s35" "gp3" "sent38" "pos4" "M" 524 3 1194 -76.5937286
"5381" "s35" "gp3" "sent49" "pos4" "M" 609 6 755 152.971416
"5391" "s35" "gp3" "sent66" "pos4" "M" 502 6 578 -150.176364
"5401" "s35" "gp3" "sent71" "pos4" "M" 789 13 770 -234.4207969
"5411" "s36" "gp3" "sent7" "pos4" "M" 480 4 3232 240.0227531
"5421" "s36" "gp3" "sent17" "pos4" "M" 1137 7 1458 -55.8737863
"5431" "s36" "gp3" "sent38" "pos4" "M" 454 3 2621 -108.6332367
"5441" "s36" "gp3" "sent49" "pos4" "M" 1242 6 2723 -137.4843871
"5451" "s36" "gp3" "sent66" "pos4" "M" 2476 6 875 -61.677813
"5461" "s36" "gp3" "sent71" "pos4" "M" 3257 13 947 -62.0133956
"5471" "s37" "gp3" "sent7" "pos4" "M" 831 4 1567 101.6577422
"5481" "s37" "gp3" "sent17" "pos4" "M" 1103 7 696 -99.3313101
"5491" "s37" "gp3" "sent38" "pos4" "M" 673 3 539 -142.3809266
"5501" "s37" "gp3" "sent49" "pos4" "M" 1596 6 586 -188.1059083
"5511" "s37" "gp3" "sent66" "pos4" "M" 444 6 599 -128.792194
"5521" "s37" "gp3" "sent71" "pos4" "M" 337 13 464 129.6359014
"5531" "s38" "gp3" "sent7" "pos4" "M" 478 4 348 95.1354813
"5541" "s38" "gp3" "sent17" "pos4" "M" 388 7 468 58.6973056
"5551" "s38" "gp3" "sent38" "pos4" "M" 245 3 329 36.5846048
"5561" "s38" "gp3" "sent49" "pos4" "M" 9 6 283 -107.1706454
"5571" "s38" "gp3" "sent66" "pos4" "M" 433 6 412 -62.0529044
"5581" "s38" "gp3" "sent71" "pos4" "M" 270 13 583 25.4710639
"5591" "s39" "gp3" "sent7" "pos4" "M" 593 4 557 260.6401015
"5601" "s39" "gp3" "sent17" "pos4" "M" 1032 7 679 -20.5028678
"5611" "s39" "gp3" "sent38" "pos4" "M" 466 3 527 15.9664437
"5621" "s39" "gp3" "sent49" "pos4" "M" 475 6 440 -56.2783061
"5631" "s39" "gp3" "sent66" "pos4" "M" 445 6 446 144.8066464
"5641" "s39" "gp3" "sent71" "pos4" "M" 414 13 488 121.6796377
"5651" "s40" "gp4" "sent3" "pos4" "M" 1048 4 3391 937.7488838
"5661" "s40" "gp4" "sent20" "pos4" "M" 2134 12 3455 53.3039615
"5671" "s40" "gp4" "sent30" "pos4" "M" 2187 4 1547 -262.5202492
"5681" "s40" "gp4" "sent44" "pos4" "M" 883 4 3175 -361.4104219
"5691" "s40" "gp4" "sent59" "pos4" "M" 848 5 3616 -166.8918014
"5701" "s40" "gp4" "sent76" "pos4" "M" 591 4 937 -107.8025035
"5711" "s41" "gp4" "sent3" "pos4" "M" 478 4 614 -300.3692355
"5721" "s41" "gp4" "sent20" "pos4" "M" 896 12 401 709.1181853
"5731" "s41" "gp4" "sent30" "pos4" "M" 378 4 936 -450.5821655
"5741" "s41" "gp4" "sent44" "pos4" "M" 721 4 396 -100.7263269
"5751" "s41" "gp4" "sent59" "pos4" "M" 998 5 867 -269.0727482
"5761" "s41" "gp4" "sent76" "pos4" "M" 516 4 2524 -367.1219987
"5771" "s42" "gp4" "sent3" "pos4" "M" 321 4 373 1030.4181626
"5781" "s42" "gp4" "sent20" "pos4" "M" 1846 12 369 686.0555857
"5791" "s42" "gp4" "sent30" "pos4" "M" 366 4 243 -365.5248508
"5801" "s42" "gp4" "sent44" "pos4" "M" 372 4 344 265.4161397
"5811" "s42" "gp4" "sent59" "pos4" "M" 264 5 374 -355.1866213
"5821" "s42" "gp4" "sent76" "pos4" "M" 328 4 1009 -25.0347237
"5831" "s43" "gp4" "sent3" "pos4" "M" 544 4 507 -131.5597408
"5841" "s43" "gp4" "sent20" "pos4" "M" 899 12 459 601.6912137
"5851" "s43" "gp4" "sent30" "pos4" "M" 478 4 825 -239.5097066
"5861" "s43" "gp4" "sent44" "pos4" "M" 503 4 914 -235.1276117
"5871" "s43" "gp4" "sent59" "pos4" "M" 540 5 485 -213.7347465
"5881" "s43" "gp4" "sent76" "pos4" "M" 561 4 494 -331.57668
"5891" "s44" "gp4" "sent3" "pos4" "M" 597 4 3249 -380.0862914
"5901" "s44" "gp4" "sent20" "pos4" "M" 3307 12 4291 -274.1916091
"5911" "s44" "gp4" "sent30" "pos4" "M" 3115 4 2776 -684.24778
"5921" "s44" "gp4" "sent44" "pos4" "M" 631 4 1092 -513.9518409
"5931" "s44" "gp4" "sent59" "pos4" "M" 487 5 1984 547.1508015
"5941" "s44" "gp4" "sent76" "pos4" "M" 425 4 537 -202.4709838
"5951" "s45" "gp4" "sent3" "pos4" "M" 1624 4 5062 -318.8674706
"5961" "s45" "gp4" "sent20" "pos4" "M" 799 12 288 -38.6284765
"5971" "s45" "gp4" "sent30" "pos4" "M" 671 4 923 -912.3629908
"5981" "s45" "gp4" "sent44" "pos4" "M" 557 4 796 -194.9583186
"5991" "s45" "gp4" "sent59" "pos4" "M" 800 5 337 1706.8849628
"6001" "s45" "gp4" "sent76" "pos4" "M" 5557 4 862 391.0460644
"6011" "s46" "gp4" "sent3" "pos4" "M" 727 4 357 154.7918265
"6021" "s46" "gp4" "sent20" "pos4" "M" 539 12 350 210.1675594
"6031" "s46" "gp4" "sent30" "pos4" "M" 334 4 291 -201.5614448
"6041" "s46" "gp4" "sent44" "pos4" "M" 300 4 275 -1.4648932
"6051" "s46" "gp4" "sent59" "pos4" "M" 256 5 311 -206.0971522
"6061" "s46" "gp4" "sent76" "pos4" "M" 298 4 290 -298.3786217
"6071" "s47" "gp4" "sent3" "pos4" "M" 1328 4 967 942.7683973
"6081" "s47" "gp4" "sent20" "pos4" "M" 1229 12 605 1261.1656582
"6091" "s47" "gp4" "sent30" "pos4" "M" 690 4 959 -480.7859692
"6101" "s47" "gp4" "sent44" "pos4" "M" 685 4 456 64.0056837
"6111" "s47" "gp4" "sent59" "pos4" "M" 953 5 543 -148.5193564
"6121" "s47" "gp4" "sent76" "pos4" "M" 817 4 1193 -421.4077545
"6131" "s48" "gp4" "sent3" "pos4" "M" 1115 4 1061 1063.9113015
"6141" "s48" "gp4" "sent20" "pos4" "M" 898 12 955 -481.8813212
"6151" "s48" "gp4" "sent30" "pos4" "M" 804 4 833 -598.3514078
"6161" "s48" "gp4" "sent44" "pos4" "M" 602 4 732 -256.2284872
"6171" "s48" "gp4" "sent59" "pos4" "M" 518 5 589 6.9886963
"6181" "s48" "gp4" "sent76" "pos4" "M" 358 4 291 -146.5416838
"6191" "s49" "gp4" "sent3" "pos4" "M" 1056 4 1516 -354.6466863
"6201" "s49" "gp4" "sent20" "pos4" "M" 904 12 1039 -152.1620654
"6211" "s49" "gp4" "sent30" "pos4" "M" 481 4 879 -166.2459386
"6221" "s49" "gp4" "sent44" "pos4" "M" 1671 4 812 809.092588
"6231" "s49" "gp4" "sent59" "pos4" "M" 576 5 321 -493.1554704
"6241" "s49" "gp4" "sent76" "pos4" "M" 459 4 426 -70.7763187
"6251" "s50" "gp4" "sent3" "pos4" "M" 1051 4 1496 -176.8442574
"6261" "s50" "gp4" "sent20" "pos4" "M" 1360 12 1760 -221.062491
"6271" "s50" "gp4" "sent30" "pos4" "M" 877 4 1391 -1.8553471
"6281" "s50" "gp4" "sent44" "pos4" "M" 1092 4 2419 -643.9441818
"6291" "s50" "gp4" "sent59" "pos4" "M" 771 5 3679 -398.8662035
"6301" "s50" "gp4" "sent76" "pos4" "M" 709 4 2109 68.4965469
"6311" "s51" "gp4" "sent3" "pos4" "M" 691 4 1072 -342.7107137
"6321" "s51" "gp4" "sent20" "pos4" "M" 402 12 726 768.937509
"6331" "s51" "gp4" "sent30" "pos4" "M" 429 4 309 -251.7440996
"6341" "s51" "gp4" "sent44" "pos4" "M" 363 4 584 -234.3917389
"6351" "s51" "gp4" "sent59" "pos4" "M" 557 5 272 1306.8706204
"6361" "s51" "gp4" "sent76" "pos4" "M" 545 4 762 967.1111503
"6371" "s52" "gp4" "sent3" "pos4" "M" 652 4 1066 -305.5050714
"6381" "s52" "gp4" "sent20" "pos4" "M" 1405 12 1369 29.772917
"6391" "s52" "gp4" "sent30" "pos4" "M" 555 4 1234 -142.0219646
"6401" "s52" "gp4" "sent44" "pos4" "M" 544 4 998 138.2259866
"6411" "s52" "gp4" "sent59" "pos4" "M" 568 5 1038 -266.5976141
"6421" "s52" "gp4" "sent76" "pos4" "M" 460 4 1189 -181.8895362
"6431" "s53" "gp4" "sent3" "pos4" "M" 1563 4 942 1019.5151171
"6441" "s53" "gp4" "sent20" "pos4" "M" 2014 12 1439 9.0633656
"6451" "s53" "gp4" "sent30" "pos4" "M" 307 4 1570 -34.4080832
"6461" "s53" "gp4" "sent44" "pos4" "M" 613 4 675 -128.0007938
"6471" "s53" "gp4" "sent59" "pos4" "M" 512 5 1093 -361.7287244
"6481" "s53" "gp4" "sent76" "pos4" "M" 408 4 1726 -192.0474008
"6491" "s54" "gp4" "sent3" "pos4" "M" 617 4 868 263.3621892
"6501" "s54" "gp4" "sent20" "pos4" "M" 1750 12 1141 200.1797153
"6511" "s54" "gp4" "sent30" "pos4" "M" 724 4 1073 -72.7387286
"6521" "s54" "gp4" "sent44" "pos4" "M" 790 4 1695 -109.4789639
"6531" "s54" "gp4" "sent59" "pos4" "M" 2306 5 1372 495.2358353
"6541" "s54" "gp4" "sent76" "pos4" "M" 2003 4 1842 136.9859192
"6551" "s55" "gp4" "sent3" "pos4" "M" 842 4 926 32.3763031
"6561" "s55" "gp4" "sent20" "pos4" "M" 979 12 987 163.4805037
"6571" "s55" "gp4" "sent30" "pos4" "M" 693 4 845 -108.7948486
"6581" "s55" "gp4" "sent44" "pos4" "M" 690 4 831 -110.4417143
"6591" "s55" "gp4" "sent59" "pos4" "M" 577 5 1293 -268.0951457
"6601" "s55" "gp4" "sent76" "pos4" "M" 588 4 769 -206.4492624
