verb subject item condition rt sentencetype
V3 30 13 a  280.0 gram
V3 30  9 a  672.0 gram
V3 30 16 a  457.0 gram
V3 31  4 a  369.0 gram
V3 31 15 a  689.0 gram
V3 31  7 a  392.0 gram
V3 31  3 a  432.0 gram
V3 31 12 a  521.0 gram
V3 31  8 a  720.0 gram
V3 31 11 a  328.0 gram
V3 31 16 a  384.0 gram
V3 32  3 a 1304.0 gram
V3 32 10 a 1177.0 gram
V3 32  6 a  512.0 gram
V3 32  2 a  481.0 gram
V3 32 15 a  400.0 gram
V3 32 14 a  656.0 gram
V3 32 11 a  776.0 gram
V3 32  7 a  552.0 gram
V3 33  5 a  432.0 gram
V3 33  2 a  385.0 gram
V3 33  9 a  457.0 gram
V3 33  1 a 1536.0 gram
V3 33 10 a  464.0 gram
V3 33  6 a  672.0 gram
V3 33 14 a 1112.0 gram
V3 33 13 a 1088.0 gram
V3 34  1 a  631.0 gram
V3 34 13 a 1472.0 gram
V3 34  9 a  553.0 gram
V3 34  4 a  369.0 gram
V3 34  8 a 1376.0 gram
V3 34 12 a  327.0 gram
V3 34 16 a  609.0 gram
V3 34  5 a  496.0 gram
V3 35  8 a  393.0 gram
V3 35  7 a  448.0 gram
V3 35 15 a  977.0 gram
V3 35 11 a  536.0 gram
V3 35 16 a  425.0 gram
V3 35  4 a  329.0 gram
V3 35  3 a  432.0 gram
V3 35 12 a  297.0 gram
V3 36 11 a  536.0 gram
V3 36 15 a  896.0 gram
V3 36 14 a  536.0 gram
V3 36  3 a  864.0 gram
V3 36  6 a  736.0 gram
V3 36  7 a  888.0 gram
V3 36 10 a 1465.0 gram
V3 36  2 a  921.0 gram
V3 37 10 a 1240.0 gram
V3 37 14 a  617.0 gram
V3 37  6 a  696.0 gram
V3 37  9 a  744.0 gram
V3 37  2 a  625.0 gram
V3 37  1 a  488.0 gram
V3 37 13 a 1064.0 gram
V3 37  5 a  304.0 gram
V3 38  8 a  560.0 gram
V3 38 16 a  408.0 gram
V3 38  5 a  648.0 gram
V3 38 12 a  353.0 gram
V3 38 13 a  528.0 gram
V3 38  9 a  353.0 gram
V3 38  4 a  401.0 gram
V3 38  1 a  353.0 gram
V3 39  4 a 1017.0 gram
V3 39 15 a 1920.0 gram
V3 39  8 a 1800.0 gram
V3 39  3 a 1640.0 gram
V3 39 12 a  921.0 gram
V3 39 11 a  824.0 gram
V3 39 16 a 1417.0 gram
V3 39  7 a  543.0 gram
V3  4  3 a  800.0 gram
V3  4 14 a  512.0 gram
V3  4  6 a  576.0 gram
V3  4  7 a  424.0 gram
V3  4  2 a  409.0 gram
V3  4 11 a  400.0 gram
V3  4 10 a  521.0 gram
V3  4 15 a  352.0 gram
V3 40 15 a 1280.0 gram
V3 40 14 a 1128.0 gram
V3 40  6 a 1288.0 gram
V3 40 11 a  848.0 gram
V3 40  7 a  888.0 gram
V3 40 10 a  392.0 gram
V3 40  2 a  568.0 gram
V3 40  3 a  496.0 gram
V3 41  1 a 1288.0 gram
V3 41  9 a  560.0 gram
V3 41 14 a  616.0 gram
V3 41 10 a  696.0 gram
V3 41 13 a  896.0 gram
V3 41  6 a  704.0 gram
V3 41  2 a  497.0 gram
V3 41  5 a  608.0 gram
V3 42  8 a  552.0 gram
V3 42 12 a  544.0 gram
V3 42  1 a 1088.0 gram
V3 42  9 a  632.0 gram
V3 42  4 a  425.0 gram
V3 42 16 a  929.0 gram
V3 42  5 a  976.0 gram
V3 42 13 a  920.0 gram
V3 43  3 a  472.0 gram
V3 43 15 a 1544.0 gram
V3 43  8 a  550.0 gram
V3 43  4 a 1249.0 gram
V3 43  7 a  776.0 gram
V3 43 16 a  433.0 gram
V3 43 11 a 1368.0 gram
V3 43 12 a 1097.0 gram
V3 45  6 a  344.0 gram
V3 45 13 a  320.0 gram
V3 45  9 a  312.0 gram
V3 45  1 a  248.0 gram
V3 45  2 a  337.0 gram
V3 45 14 a  856.0 gram
V3 45  5 a  504.0 gram
V3 45 10 a  297.0 gram
V3 46  5 a  360.0 gram
V3 46  1 a  391.0 gram
V3 46  8 a  488.0 gram
V3 46 13 a  352.0 gram
V3 46 12 a  417.0 gram
V3 46  9 a  425.0 gram
V3 46 16 a  553.0 gram
V3 46  4 a  449.0 gram
V3 47 15 a  848.0 gram
V3 47  4 a  625.0 gram
V3 47  7 a  784.0 gram
V3 47 12 a  817.0 gram
V3 47 16 a 1272.0 gram
V3 47 11 a 1032.0 gram
V3 47  3 a  448.0 gram
V3 47  8 a  465.0 gram
V3 48  6 a  336.0 gram
V3 48 15 a  440.0 gram
V3 48  3 a  448.0 gram
V3 48  2 a  425.0 gram
V3 48 10 a  384.0 gram
V3 48 11 a  400.0 gram
V3 48 14 a  440.0 gram
V3 48  7 a  350.0 gram
V3  5  5 a  272.0 gram
V3  5 10 a  480.0 gram
V3  5 13 a  696.0 gram
V3  5  6 a  201.0 gram
V3  5  1 a  233.0 gram
V3  5  9 a  321.0 gram
V3  5  2 a  169.0 gram
V3  5 14 a  169.0 gram
V3  6 13 a  936.0 gram
V3  6  1 a  584.0 gram
V3  6 16 a  585.0 gram
V3  6  8 a  928.0 gram
V3  6  4 a  233.0 gram
V3  6  9 a  785.0 gram
V3  6 12 a  320.0 gram
V3  6  5 a  376.0 gram
V3  7 11 a  432.0 gram
V3  7 16 a  464.0 gram
V3  7  7 a  448.0 gram
V3  7  8 a  352.0 gram
V3  7 15 a  400.0 gram
V3  7  3 a  416.0 gram
V3  7  4 a  289.0 gram
V3  7 12 a  321.0 gram
V3  8  3 a  472.0 gram
V3  8  6 a  336.0 gram
V3  8 15 a  585.0 gram
V3  8 14 a  384.0 gram
V3  8  2 a  257.0 gram
V3  8 11 a  361.0 gram
V3  8 10 a  305.0 gram
V3  8  7 a  376.0 gram
V3  9  1 a  288.0 gram
V3  9  2 a 1431.0 gram
V3  9 14 a  689.0 gram
V3  9 10 a  617.0 gram
V3  9  6 a 1336.0 gram
V3  9  9 a  353.0 gram
V3  9  5 a  392.0 gram
V3  9 13 a  792.0 gram
V3 36  4 b  377.0 ungram
V3 36  1 b  504.0 ungram
V3 36 12 b  209.0 ungram
V3 36  5 b  208.0 ungram
V3 36 16 b  329.0 ungram
V3 36  8 b  185.0 ungram
V3 36 13 b  233.0 ungram
V3 36  9 b  297.0 ungram
V3 10 11 b  481.0 ungram
V3 10 15 b  297.0 ungram
V3 10 14 b  289.0 ungram
V3 10  6 b  481.0 ungram
V3 10 10 b  281.0 ungram
V3 10  7 b  361.0 ungram
V3 10  3 b  393.0 ungram
V3 10  2 b  265.0 ungram
V3 11 10 b  736.0 ungram
V3 11 14 b 1056.0 ungram
V3 11  6 b  688.0 ungram
V3 11  1 b  560.0 ungram
V3 11 13 b  521.0 ungram
V3 11  9 b  488.0 ungram
V3 11  2 b  521.0 ungram
V3 11  5 b  616.0 ungram
V3 12  4 b  601.0 ungram
V3 12  8 b  489.0 ungram
V3 12  5 b  424.0 ungram
V3 12 12 b  368.0 ungram
V3 12 16 b  345.0 ungram
V3 12  9 b  416.0 ungram
V3 12  1 b  296.0 ungram
V3 12 13 b  417.0 ungram
V3 13 11 b  257.0 ungram
V3 13  4 b  321.0 ungram
V3 13 16 b  336.0 ungram
V3 13  7 b  225.0 ungram
V3 13 12 b  289.0 ungram
V3 13  8 b  305.0 ungram
V3 13 15 b  361.0 ungram
V3 13  3 b  449.0 ungram
V3 14  3 b 1064.0 ungram
V3 14 11 b  537.0 ungram
V3 14 14 b  472.0 ungram
V3 14  6 b  809.0 ungram
V3 14  7 b  457.0 ungram
V3 14 15 b  473.0 ungram
V3 14  2 b  439.0 ungram
V3 14 10 b  520.0 ungram
V3 15  1 b  448.0 ungram
V3 15  2 b  313.0 ungram
V3 15 14 b  328.0 ungram
V3 15 10 b 1215.0 ungram
V3 15 13 b  409.0 ungram
V3 15  6 b  361.0 ungram
V3 15  5 b  744.0 ungram
V3 15  9 b  257.0 ungram
V3 16  1 b  904.0 ungram
V3 16  5 b  593.0 ungram
V3 16  9 b  473.0 ungram
V3 16  8 b 1049.0 ungram
V3 16 12 b  505.0 ungram
V3 16 13 b  865.0 ungram
V3 16  4 b 1048.0 ungram
V3 16 16 b  609.0 ungram
V3 17  3 b  457.0 ungram
V3 17  7 b  473.0 ungram
V3 17 16 b  233.0 ungram
V3 17  8 b  225.0 ungram
V3 17  4 b  257.0 ungram
V3 17 11 b  217.0 ungram
V3 17 12 b  281.0 ungram
V3 17 15 b  297.0 ungram
V3 18  7 b  409.0 ungram
V3 18 15 b  377.0 ungram
V3 18  3 b  417.0 ungram
V3 18  6 b  761.0 ungram
V3 18 14 b  273.0 ungram
V3 18 10 b  241.0 ungram
V3 18 11 b  241.0 ungram
V3 18  2 b  257.0 ungram
V3 19 13 b  513.0 ungram
V3 19  2 b  257.0 ungram
V3 19  5 b  536.0 ungram
V3 19  9 b  433.0 ungram
V3 19  6 b  233.0 ungram
V3 19 14 b  569.0 ungram
V3 19  1 b  208.0 ungram
V3 19 10 b  249.0 ungram
V3  2  7 b  633.0 ungram
V3  2 14 b  536.0 ungram
V3  2  2 b  457.0 ungram
V3  2  3 b  296.0 ungram
V3  2 10 b  560.0 ungram
V3  2  6 b  289.0 ungram
V3  2 11 b  305.0 ungram
V3  2 15 b  201.0 ungram
V3 20  4 b  409.0 ungram
V3 20  9 b  505.0 ungram
V3 20  8 b  745.0 ungram
V3 20  1 b  504.0 ungram
V3 20 13 b  401.0 ungram
V3 20  5 b  256.0 ungram
V3 20 16 b  329.0 ungram
V3 20 12 b  177.0 ungram
V3 21  4 b  672.0 ungram
V3 21  7 b 1529.0 ungram
V3 21  3 b  432.0 ungram
V3 21 12 b  577.0 ungram
V3 21 15 b  393.0 ungram
V3 21 11 b  577.0 ungram
V3 21 16 b  593.0 ungram
V3 21  8 b  593.0 ungram
V3 22  2 b  337.0 ungram
V3 22 14 b  392.0 ungram
V3 22 15 b  329.0 ungram
V3 22  3 b  320.0 ungram
V3 22 10 b  328.0 ungram
V3 22  6 b  337.0 ungram
V3 22  7 b  273.0 ungram
V3 22 11 b  305.0 ungram
V3 23  1 b  616.0 ungram
V3 23  5 b  544.0 ungram
V3 23  9 b  593.0 ungram
V3 23 10 b  521.0 ungram
V3 23 13 b  825.0 ungram
V3 23 14 b  880.0 ungram
V3 23  2 b  417.0 ungram
V3 23  6 b  401.0 ungram
V3 24  9 b 1121.0 ungram
V3 24  8 b  856.0 ungram
V3 24  5 b 1376.0 ungram
V3 24 12 b 1673.0 ungram
V3 24  4 b  673.0 ungram
V3 24  1 b  744.0 ungram
V3 24 13 b 1464.0 ungram
V3 24 16 b  545.0 ungram
V3 25  8 b  785.0 ungram
V3 25  3 b  664.0 ungram
V3 25  4 b  840.0 ungram
V3 25 11 b  793.0 ungram
V3 25 16 b  320.0 ungram
V3 25 15 b  609.0 ungram
V3 25  7 b  601.0 ungram
V3 25 12 b  713.0 ungram
V3 26 11 b  336.0 ungram
V3 26 10 b  648.0 ungram
V3 26  3 b  512.0 ungram
V3 26  2 b  337.0 ungram
V3 26 15 b  505.0 ungram
V3 26  7 b  417.0 ungram
V3 26  6 b  472.0 ungram
V3 26 14 b  520.0 ungram
V3 27  9 b  569.0 ungram
V3 27  2 b  553.0 ungram
V3 27  5 b  648.0 ungram
V3 27  6 b 1887.0 ungram
V3 27 10 b  560.0 ungram
V3 27 14 b  464.0 ungram
V3 27 13 b  385.0 ungram
V3 27  1 b 1608.0 ungram
V3 28  1 b  304.0 ungram
V3 28 16 b  320.0 ungram
V3 28  5 b  249.0 ungram
V3 28 12 b  273.0 ungram
V3 28  4 b  376.0 ungram
V3 28  9 b  273.0 ungram
V3 28 13 b  305.0 ungram
V3 28  8 b  209.0 ungram
V3 29 11 b  393.0 ungram
V3 29  8 b  441.0 ungram
V3 29 12 b  273.0 ungram
V3 29 15 b  313.0 ungram
V3 29  7 b  393.0 ungram
V3 29 16 b  281.0 ungram
V3 29  3 b  320.0 ungram
V3 29  4 b  312.0 ungram
V3  3 13 b  425.0 ungram
V3  3  1 b 1088.0 ungram
V3  3  5 b  464.0 ungram
V3  3  6 b  344.0 ungram
V3  3  2 b  361.0 ungram
V3  3  9 b  625.0 ungram
V3  3 10 b  512.0 ungram
V3  3 14 b  456.0 ungram
V3 30  6 b  289.0 ungram
V3 30  3 b  400.0 ungram
V3 30 14 b  280.0 ungram
V3 30 15 b  417.0 ungram
V3 30  7 b  161.0 ungram
V3 30 10 b  280.0 ungram
V3 30  2 b  225.0 ungram
V3 30 11 b  497.0 ungram
V3 31  9 b  337.0 ungram
V3 31  1 b  528.0 ungram
V3 31  2 b  401.0 ungram
V3 31 13 b  417.0 ungram
V3 31 10 b  344.0 ungram
V3 31 14 b  304.0 ungram
V3 31  5 b  376.0 ungram
V3 31  6 b  353.0 ungram
V3 32  5 b 2056.0 ungram
V3 32  4 b  841.0 ungram
V3 32  1 b  560.0 ungram
V3 32 12 b  489.0 ungram
V3 32 13 b  577.0 ungram
V3 32 16 b  593.0 ungram
V3 32  8 b  345.0 ungram
V3 32  9 b  785.0 ungram
V3 33  3 b  560.0 ungram
V3 33 16 b  440.0 ungram
V3 33  7 b  401.0 ungram
V3 33  4 b  344.0 ungram
V3 33 12 b  337.0 ungram
V3 33 11 b  513.0 ungram
V3 33 15 b  417.0 ungram
V3 33  8 b  465.0 ungram
V3 34 14 b  481.0 ungram
V3 34  3 b  345.0 ungram
V3 34 15 b  369.0 ungram
V3 34 11 b  480.0 ungram
V3 34 10 b  432.0 ungram
V3 34  2 b  561.0 ungram
V3 34  6 b  329.0 ungram
V3 34  7 b  505.0 ungram
V3 35 13 b  425.0 ungram
V3 35  2 b  449.0 ungram
V3 35 10 b  952.0 ungram
V3 35  1 b  168.0 ungram
V3 35 14 b  432.0 ungram
V3 35  9 b  337.0 ungram
V3 35  6 b  265.0 ungram
V3 35  5 b  288.0 ungram
V3 36 13 b  777.0 ungram
V3 36 12 b  489.0 ungram
V3 36  1 b  505.0 ungram
V3 36  8 b  481.0 ungram
V3 36  4 b  608.0 ungram
V3 36  9 b  409.0 ungram
V3 36  5 b  448.0 ungram
V3 36 16 b  457.0 ungram
V3 37 12 b  753.0 ungram
V3 37 15 b  977.0 ungram
V3 37  4 b  513.0 ungram
V3 37  3 b  272.0 ungram
V3 37  8 b  529.0 ungram
V3 37 11 b  489.0 ungram
V3 37 16 b  601.0 ungram
V3 37  7 b  473.0 ungram
V3 38 15 b  369.0 ungram
V3 38 11 b  433.0 ungram
V3 38  2 b  377.0 ungram
V3 38  6 b  393.0 ungram
V3 38 14 b  456.0 ungram
V3 38  3 b  353.0 ungram
V3 38 10 b  464.0 ungram
V3 38  7 b  377.0 ungram
V3 39 13 b  537.0 ungram
V3 39  1 b  464.0 ungram
V3 39  6 b  473.0 ungram
V3 39  5 b  544.0 ungram
V3 39  2 b  481.0 ungram
V3 39 14 b  520.0 ungram
V3 39 10 b  504.0 ungram
V3 39  9 b  521.0 ungram
V3  4  4 b  457.0 ungram
V3  4 12 b  329.0 ungram
V3  4  8 b  465.0 ungram
V3  4 16 b  321.0 ungram
V3  4  9 b  353.0 ungram
V3  4  5 b  488.0 ungram
V3  4 13 b  393.0 ungram
V3  4  1 b  400.0 ungram
V3 40  8 b 1344.0 ungram
V3 40  1 b 1080.0 ungram
V3 40 13 b 1425.0 ungram
V3 40 16 b  601.0 ungram
V3 40  5 b 1584.0 ungram
V3 40  4 b  384.0 ungram
V3 40  9 b  537.0 ungram
V3 40 12 b  377.0 ungram
V3 41  8 b  544.0 ungram
V3 41 15 b  537.0 ungram
V3 41  7 b  720.0 ungram
V3 41 16 b 1049.0 ungram
V3 41  3 b  544.0 ungram
V3 41 11 b  409.0 ungram
V3 41 12 b  489.0 ungram
V3 41  4 b  512.0 ungram
V3 42  2 b  449.0 ungram
V3 42 15 b  433.0 ungram
V3 42 11 b  441.0 ungram
V3 42 14 b  408.0 ungram
V3 42 10 b 2728.0 ungram
V3 42  7 b 1257.0 ungram
V3 42  6 b  673.0 ungram
V3 42  3 b  768.0 ungram
V3 43  9 b  329.0 ungram
V3 43 13 b  393.0 ungram
V3 43 14 b  544.0 ungram
V3 43  1 b  440.0 ungram
V3 43  2 b  305.0 ungram
V3 43  5 b  520.0 ungram
V3 43 10 b  344.0 ungram
V3 43  6 b  385.0 ungram
V3 45 11 b  321.0 ungram
V3 45  7 b  328.0 ungram
V3 45  4 b  281.0 ungram
V3 45  3 b  249.0 ungram
V3 45 16 b  329.0 ungram
V3 45  8 b  296.0 ungram
V3 45 15 b  377.0 ungram
V3 45 12 b  321.0 ungram
V3 46 11 b  249.0 ungram
V3 46 14 b  504.0 ungram
V3 46 15 b  417.0 ungram
V3 46  2 b  385.0 ungram
V3 46 10 b  600.0 ungram
V3 46  7 b  720.0 ungram
V3 46  6 b  553.0 ungram
V3 46  3 b  848.0 ungram
V3 47 13 b  888.0 ungram
V3 47  6 b  497.0 ungram
V3 47 14 b  536.0 ungram
V3 47  9 b  536.0 ungram
V3 47  5 b  504.0 ungram
V3 47  1 b  464.0 ungram
V3 47  2 b  577.0 ungram
V3 47 10 b  416.0 ungram
V3 48  5 b  512.0 ungram
V3 48 16 b  425.0 ungram
V3 48  4 b  400.0 ungram
V3 48 12 b  361.0 ungram
V3 48  1 b  416.0 ungram
V3 48 13 b  393.0 ungram
V3 48  8 b  312.0 ungram
V3 48  9 b  376.0 ungram
V3  5  7 b  481.0 ungram
V3  5  8 b  696.0 ungram
V3  5 15 b  241.0 ungram
V3  5 12 b  233.0 ungram
V3  5 11 b  185.0 ungram
V3  5  3 b  161.0 ungram
V3  5 16 b  177.0 ungram
V3  5  4 b  177.0 ungram
V3  6 10 b 1185.0 ungram
V3  6 15 b 1697.0 ungram
V3  6 14 b  528.0 ungram
V3  6  7 b 2209.0 ungram
V3  6  3 b  201.0 ungram
V3  6  6 b  441.0 ungram
V3  6  2 b  281.0 ungram
V3  6 11 b  305.0 ungram
V3  7  9 b  449.0 ungram
V3  7  6 b  368.0 ungram
V3  7 13 b  329.0 ungram
V3  7 14 b  440.0 ungram
V3  7  1 b  352.0 ungram
V3  7 10 b  185.0 ungram
V3  7  2 b  177.0 ungram
V3  7  5 b  201.0 ungram
V3  8 12 b  369.0 ungram
V3  8  5 b  249.0 ungram
V3  8  1 b  216.0 ungram
V3  8 13 b  385.0 ungram
V3  8  8 b  257.0 ungram
V3  8  4 b  393.0 ungram
V3  8  9 b  265.0 ungram
V3  8 16 b  369.0 ungram
V3  9  7 b  409.0 ungram
V3  9  3 b  545.0 ungram
V3  9  8 b  601.0 ungram
V3  9 16 b  416.0 ungram
V3  9 11 b  401.0 ungram
V3  9  4 b  521.0 ungram
V3  9 12 b  537.0 ungram
V3  9 15 b  481.0 ungram
