"subj" "id" "cond" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT"
"7747" 35 22 "b" 5 0 0 0 0 0 0 0 1987 0 0 0 0 0 0
"7748" 35 22 "b" 6 362 1 0 1972 1972 1972 1972 3959 0 0 0 0 0 1972
"7749" 35 22 "b" 7 0 0 0 0 0 0 0 3959 0 0 0 0 0 0
"7750" 35 23 "a" 1 188 1 0 1218 1218 1218 1218 1218 0 0 0 0 0 1218
"7751" 35 23 "a" 2 250 1 250 250 250 250 250 1468 0 0 0 0 0 250
"7752" 35 23 "a" 3 212 1 212 212 212 212 212 1680 0 0 0 0 0 212
"7753" 35 23 "a" 4 181 1 181 181 181 181 181 1861 0 0 0 0 0 181
"7754" 35 23 "a" 5 0 0 0 0 0 0 0 1861 0 0 0 0 0 0
"7755" 35 23 "a" 6 284 1 0 2296 2296 2296 2296 4157 0 0 0 0 0 2296
"7756" 35 23 "a" 7 0 0 0 0 0 0 0 4157 0 0 0 0 0 0
"7757" 35 24 "d" 1 198 1 0 434 434 434 434 434 0 0 0 0 0 434
"7758" 35 24 "d" 2 195 1 195 195 195 195 195 629 0 0 0 0 0 195
"7759" 35 24 "d" 3 380 1 0 966 966 966 966 1595 0 0 0 0 0 966
"7760" 35 24 "d" 4 271 1 271 271 271 271 271 1866 0 0 0 0 0 271
"7761" 35 24 "d" 5 0 0 0 0 0 0 0 1866 0 0 0 0 0 0
"7762" 35 24 "d" 6 260 1 0 827 827 827 827 2693 0 0 0 0 0 827
"7763" 35 24 "d" 7 0 0 0 0 0 0 0 2693 0 0 0 0 0 0
"7764" 35 25 "c" 1 182 1 0 469 469 469 469 469 0 0 0 0 0 469
"7765" 35 25 "c" 2 179 1 179 179 179 179 179 648 0 0 0 0 0 179
"7766" 35 25 "c" 3 270 1 270 270 270 270 270 918 0 0 0 0 0 270
"7767" 35 25 "c" 4 0 0 0 0 0 0 0 918 0 0 0 0 0 0
"7768" 35 25 "c" 5 0 0 0 0 0 0 0 918 0 0 0 0 0 0
"7769" 35 25 "c" 6 219 1 0 1646 1646 1646 1646 2564 0 0 0 0 0 1646
"7770" 35 25 "c" 7 0 0 0 0 0 0 0 2564 0 0 0 0 0 0
"7771" 35 27 "b" 1 181 1 0 380 380 380 380 380 0 0 0 0 0 380
"7772" 35 27 "b" 2 237 1 237 237 237 237 237 617 0 0 0 0 0 237
"7773" 35 27 "b" 3 321 1 0 1117 1117 1117 1117 1734 0 0 0 0 0 1117
"7774" 35 27 "b" 4 0 0 0 0 0 0 0 1734 0 0 0 0 0 0
"7775" 35 27 "b" 5 0 0 0 0 0 0 0 1734 0 0 0 0 0 0
"7776" 35 27 "b" 6 408 1 0 1250 1250 1250 1250 2984 0 0 0 0 0 1250
"7777" 35 27 "b" 7 0 0 0 0 0 0 0 2984 0 0 0 0 0 0
"7778" 35 28 "a" 1 188 1 0 457 457 457 457 457 0 0 0 0 0 457
"7779" 35 28 "a" 2 215 1 215 215 215 215 215 672 0 0 0 0 0 215
"7780" 35 28 "a" 3 291 1 0 466 466 466 466 1138 0 0 0 0 0 466
"7781" 35 28 "a" 4 232 1 232 232 232 232 232 1370 0 0 0 0 0 232
"7782" 35 28 "a" 5 0 0 0 0 0 0 0 1370 0 0 0 0 0 0
"7783" 35 28 "a" 6 248 1 0 1795 1795 1795 1795 3165 0 0 0 0 0 1795
"7784" 35 28 "a" 7 0 0 0 0 0 0 0 3165 0 0 0 0 0 0
"7785" 35 29 "d" 1 181 1 181 181 181 181 181 181 0 0 0 0 0 181
"7786" 35 29 "d" 2 453 1 0 616 616 1434 616 797 818 0 818 0 0 151
"7787" 35 29 "d" 3 0 0 0 0 0 184 0 797 184 0 184 0 1 184
"7788" 35 29 "d" 4 336 1 0 1739 1739 1739 1739 2536 0 0 0 0 0 1739
"7789" 35 29 "d" 5 200 1 200 200 200 200 200 2736 0 0 0 0 0 200
"7790" 35 29 "d" 6 0 0 0 0 0 0 0 2736 0 0 0 0 0 0
"7791" 35 29 "d" 7 157 1 0 758 758 758 1760 4496 0 0 0 1 1 758
"7792" 35 30 "c" 1 196 1 196 196 196 196 196 196 0 0 0 0 0 196
"7793" 35 30 "c" 2 245 1 0 414 414 414 414 610 0 0 0 0 0 414
"7794" 35 30 "c" 3 334 1 0 1086 1086 1086 1086 1696 0 0 0 0 0 1086
"7795" 35 30 "c" 4 252 1 0 482 482 482 482 2178 0 0 0 0 0 482
"7796" 35 30 "c" 5 0 0 0 0 0 0 0 2178 0 0 0 0 0 0
"7797" 35 30 "c" 6 261 1 0 944 944 944 944 3122 0 0 0 0 0 944
"7798" 35 30 "c" 7 0 0 0 0 0 0 0 3122 0 0 0 0 0 0
"7799" 35 31 "b" 1 187 1 0 578 578 578 578 578 0 0 0 0 0 578
"7800" 35 31 "b" 2 188 1 188 188 188 188 188 766 0 0 0 0 0 188
"7801" 35 31 "b" 3 281 1 0 1076 1076 1076 1076 1842 0 0 0 0 0 1076
"7802" 35 31 "b" 4 0 0 0 0 0 0 0 1842 0 0 0 0 0 0
"7803" 35 31 "b" 5 253 1 253 253 253 253 253 2095 0 0 0 0 0 253
"7804" 35 31 "b" 6 259 1 0 1166 1166 1166 1166 3261 0 0 0 0 0 1166
"7805" 35 31 "b" 7 0 0 0 0 0 0 0 3261 0 0 0 0 0 0
"7806" 35 33 "a" 1 185 1 0 383 383 383 383 383 0 0 0 0 0 383
"7807" 35 33 "a" 2 228 1 228 228 228 228 228 611 0 0 0 0 0 228
"7808" 35 33 "a" 3 217 1 0 597 597 597 597 1208 0 0 0 0 0 597
"7809" 35 33 "a" 4 221 1 221 221 221 221 221 1429 0 0 0 0 0 221
"7810" 35 33 "a" 5 0 0 0 0 0 0 0 1429 0 0 0 0 0 0
"7811" 35 33 "a" 6 237 1 0 1249 1249 1249 1249 2678 0 0 0 0 0 1249
"7812" 35 33 "a" 7 0 0 0 0 0 0 0 2678 0 0 0 0 0 0
"7813" 35 34 "d" 1 192 1 0 355 355 355 355 355 0 0 0 0 0 355
"7814" 35 34 "d" 2 245 1 245 245 245 245 245 600 0 0 0 0 0 245
"7815" 35 34 "d" 3 230 1 0 1139 1139 1139 1139 1739 0 0 0 0 0 1139
"7816" 35 34 "d" 4 256 1 256 256 256 256 256 1995 0 0 0 0 0 256
"7817" 35 34 "d" 5 0 0 0 0 0 0 0 1995 0 0 0 0 0 0
"7818" 35 34 "d" 6 319 1 0 1424 1424 1424 1424 3419 0 0 0 0 0 1424
"7819" 35 34 "d" 7 0 0 0 0 0 0 0 3419 0 0 0 0 0 0
"7820" 35 35 "c" 1 180 1 0 623 623 623 623 623 0 0 0 0 0 623
"7821" 35 35 "c" 2 240 1 240 240 240 240 240 863 0 0 0 0 0 240
"7822" 35 35 "c" 3 374 1 0 634 634 634 634 1497 0 0 0 0 0 634
"7823" 35 35 "c" 4 392 1 392 392 392 392 392 1889 0 0 0 0 0 392
"7824" 35 35 "c" 5 0 0 0 0 0 0 0 1889 0 0 0 0 0 0
"7825" 35 35 "c" 6 281 1 0 959 959 959 959 2848 0 0 0 0 0 959
"7826" 35 35 "c" 7 0 0 0 0 0 0 0 2848 0 0 0 0 0 0
"7827" 35 36 "b" 1 192 1 0 362 362 362 362 362 0 0 0 0 0 362
"7828" 35 36 "b" 2 267 1 267 267 267 267 267 629 0 0 0 0 0 267
"7829" 35 36 "b" 3 161 1 0 836 836 836 836 1465 0 0 0 0 0 836
"7830" 35 36 "b" 4 0 0 0 0 0 0 0 1465 0 0 0 0 0 0
"7831" 35 36 "b" 5 0 0 0 0 0 0 0 1465 0 0 0 0 0 0
"7832" 35 36 "b" 6 261 1 0 1057 1057 1057 1057 2522 0 0 0 0 0 1057
"7833" 35 36 "b" 7 0 0 0 0 0 0 0 2522 0 0 0 0 0 0
"7834" 36 1 "a" 1 13 1 0 13 13 223 13 13 210 0 210 0 0 210
"7835" 36 1 "a" 2 123 1 0 123 399 399 609 622 276 276 0 1 1 276
"7836" 36 1 "a" 3 428 1 428 428 428 428 428 1050 0 0 0 0 0 428
"7837" 36 1 "a" 4 213 1 213 213 213 213 213 1263 0 0 0 0 0 213
"7838" 36 1 "a" 5 0 0 0 0 0 0 0 1263 0 0 0 0 0 0
"7839" 36 1 "a" 6 177 1 0 1462 1462 1462 1462 2725 0 0 0 0 0 1462
"7840" 36 1 "a" 7 0 0 0 0 0 0 0 2725 0 0 0 0 0 0
"7841" 36 2 "d" 1 166 1 0 312 312 312 312 312 0 0 0 0 0 312
"7842" 36 2 "d" 2 304 1 304 304 304 304 304 616 0 0 0 0 0 304
"7843" 36 2 "d" 3 283 1 0 825 825 825 825 1441 0 0 0 0 0 825
"7844" 36 2 "d" 4 202 1 202 202 202 202 202 1643 0 0 0 0 0 202
"7845" 36 2 "d" 5 201 1 201 201 201 201 201 1844 0 0 0 0 0 201
"7846" 36 2 "d" 6 242 1 0 848 848 848 848 2692 0 0 0 0 0 848
"7847" 36 2 "d" 7 0 0 0 0 0 0 0 2692 0 0 0 0 0 0
"7848" 36 3 "c" 1 166 1 166 166 166 166 166 166 0 0 0 0 0 166
"7849" 36 3 "c" 2 0 0 0 0 0 463 0 166 463 0 463 0 0 463
"7850" 36 3 "c" 3 153 1 0 153 386 386 849 1015 233 233 0 1 1 233
"7851" 36 3 "c" 4 181 1 181 181 181 181 181 1196 0 0 0 0 0 181
"7852" 36 3 "c" 5 261 1 261 261 261 261 261 1457 0 0 0 0 0 261
"7853" 36 3 "c" 6 296 1 0 915 915 915 915 2372 0 0 0 0 0 915
"7854" 36 3 "c" 7 0 0 0 0 0 0 0 2372 0 0 0 0 0 0
"7855" 36 4 "b" 1 173 1 0 343 343 343 343 343 0 0 0 0 0 343
"7856" 36 4 "b" 2 221 1 0 221 221 694 221 564 473 0 473 0 0 473
"7857" 36 4 "b" 3 241 1 0 997 997 1839 997 1561 842 0 842 0 0 842
"7858" 36 4 "b" 4 279 1 0 279 279 476 279 1840 197 0 197 0 0 197
"7859" 36 4 "b" 5 0 0 0 0 0 0 0 1840 0 0 0 0 0 0
"7860" 36 4 "b" 6 215 1 0 1084 1501 1501 3013 4853 417 417 0 1 1 417
"7861" 36 4 "b" 7 0 0 0 0 0 0 0 4853 0 0 0 0 0 0
"7862" 36 6 "a" 1 84 1 0 342 342 342 342 342 0 0 0 0 0 342
"7863" 36 6 "a" 2 185 1 185 185 185 185 185 527 0 0 0 0 0 185
"7864" 36 6 "a" 3 154 1 154 154 154 154 154 681 0 0 0 0 0 154
"7865" 36 6 "a" 4 243 1 243 243 243 243 243 924 0 0 0 0 0 243
"7866" 36 6 "a" 5 0 0 0 0 0 0 0 924 0 0 0 0 0 0
"7867" 36 6 "a" 6 224 1 224 224 224 224 224 1148 0 0 0 0 0 224
"7868" 36 6 "a" 7 255 1 0 549 549 549 549 1697 0 0 0 0 0 549
"7869" 36 7 "d" 1 90 1 0 386 386 386 386 386 0 0 0 0 0 386
"7870" 36 7 "d" 2 183 1 183 183 183 183 183 569 0 0 0 0 0 183
"7871" 36 7 "d" 3 274 1 0 1315 1315 1315 1315 1884 0 0 0 0 0 1315
"7872" 36 7 "d" 4 236 1 0 520 520 520 520 2404 0 0 0 0 0 520
"7873" 36 7 "d" 5 0 0 0 0 0 0 0 2404 0 0 0 0 0 0
"7874" 36 7 "d" 6 173 1 0 1809 1809 1809 1809 4213 0 0 0 0 0 1809
"7875" 36 7 "d" 7 0 0 0 0 0 0 0 4213 0 0 0 0 0 0
"7876" 36 8 "c" 1 182 1 0 350 350 350 350 350 0 0 0 0 0 350
"7877" 36 8 "c" 2 188 1 0 396 396 396 396 746 0 0 0 0 0 396
"7878" 36 8 "c" 3 212 1 212 212 212 212 212 958 0 0 0 0 0 212
"7879" 36 8 "c" 4 246 1 246 246 246 246 246 1204 0 0 0 0 0 246
"7880" 36 8 "c" 5 0 0 0 0 0 0 0 1204 0 0 0 0 0 0
"7881" 36 8 "c" 6 277 1 0 1661 1661 1661 1661 2865 0 0 0 0 0 1661
"7882" 36 8 "c" 7 0 0 0 0 0 0 0 2865 0 0 0 0 0 0
"7883" 36 10 "b" 1 90 1 90 90 90 90 90 90 0 0 0 0 0 90
"7884" 36 10 "b" 2 207 1 207 207 207 207 207 297 0 0 0 0 0 207
"7885" 36 10 "b" 3 145 1 0 1512 1512 1512 1512 1809 0 0 0 0 0 1512
"7886" 36 10 "b" 4 0 0 0 0 0 0 0 1809 0 0 0 0 0 0
"7887" 36 10 "b" 5 222 1 222 222 222 222 222 2031 0 0 0 0 0 222
"7888" 36 10 "b" 6 209 1 0 1569 1569 1569 1569 3600 0 0 0 0 0 1569
"7889" 36 10 "b" 7 0 0 0 0 0 0 0 3600 0 0 0 0 0 0
"7890" 36 11 "a" 1 195 1 195 195 195 195 195 195 0 0 0 0 0 195
"7891" 36 11 "a" 2 201 1 0 382 382 382 382 577 0 0 0 0 0 382
"7892" 36 11 "a" 3 211 1 0 384 384 384 384 961 0 0 0 0 0 384
"7893" 36 11 "a" 4 0 0 0 0 0 0 0 961 0 0 0 0 0 0
"7894" 36 11 "a" 5 190 1 190 190 190 190 190 1151 0 0 0 0 0 190
"7895" 36 11 "a" 6 272 1 0 1276 1276 1276 1276 2427 0 0 0 0 0 1276
"7896" 36 11 "a" 7 0 0 0 0 0 0 0 2427 0 0 0 0 0 0
"7897" 36 12 "d" 1 185 1 0 340 340 340 340 340 0 0 0 0 0 340
"7898" 36 12 "d" 2 203 1 0 203 203 360 203 543 157 0 157 0 0 157
"7899" 36 12 "d" 3 194 1 0 445 1284 1284 1441 1984 839 839 0 1 1 839
"7900" 36 12 "d" 4 230 1 230 230 230 230 230 2214 0 0 0 0 0 230
"7901" 36 12 "d" 5 0 0 0 0 0 0 0 2214 0 0 0 0 0 0
"7902" 36 12 "d" 6 163 1 0 1105 1105 1105 1105 3319 0 0 0 0 0 1105
"7903" 36 12 "d" 7 0 0 0 0 0 0 0 3319 0 0 0 0 0 0
"7904" 36 13 "c" 1 164 1 164 164 164 164 164 164 0 0 0 0 0 164
"7905" 36 13 "c" 2 276 1 276 276 276 276 276 440 0 0 0 0 0 276
"7906" 36 13 "c" 3 191 1 191 191 191 191 191 631 0 0 0 0 0 191
"7907" 36 13 "c" 4 272 1 0 608 608 608 608 1239 0 0 0 0 0 608
"7908" 36 13 "c" 5 0 0 0 0 0 0 0 1239 0 0 0 0 0 0
"7909" 36 13 "c" 6 249 1 0 875 875 875 875 2114 0 0 0 0 0 875
"7910" 36 13 "c" 7 0 0 0 0 0 0 0 2114 0 0 0 0 0 0
"7911" 36 14 "b" 1 184 1 0 327 327 327 327 327 0 0 0 0 0 327
"7912" 36 14 "b" 2 291 1 291 291 291 291 291 618 0 0 0 0 0 291
"7913" 36 14 "b" 3 208 1 0 895 895 895 895 1513 0 0 0 0 0 895
"7914" 36 14 "b" 4 0 0 0 0 0 0 0 1513 0 0 0 0 0 0
"7915" 36 14 "b" 5 232 1 232 232 232 232 232 1745 0 0 0 0 0 232
"7916" 36 14 "b" 6 187 1 0 1179 1179 1179 1179 2924 0 0 0 0 0 1179
"7917" 36 14 "b" 7 0 0 0 0 0 0 0 2924 0 0 0 0 0 0
"7918" 36 15 "a" 1 187 1 0 422 422 422 422 422 0 0 0 0 0 422
"7919" 36 15 "a" 2 198 1 0 362 362 362 362 784 0 0 0 0 0 362
"7920" 36 15 "a" 3 218 1 218 218 218 218 218 1002 0 0 0 0 0 218
"7921" 36 15 "a" 4 0 0 0 0 0 0 0 1002 0 0 0 0 0 0
"7922" 36 15 "a" 5 213 1 0 996 996 996 996 1998 0 0 0 0 0 996
"7923" 36 15 "a" 6 0 0 0 0 0 0 0 1998 0 0 0 0 0 0
"7924" 36 15 "a" 7 0 0 0 0 0 0 0 1998 0 0 0 0 0 0
"7925" 36 16 "d" 1 183 1 0 393 393 393 393 393 0 0 0 0 0 393
"7926" 36 16 "d" 2 189 1 189 189 189 189 189 582 0 0 0 0 0 189
"7927" 36 16 "d" 3 307 1 0 605 605 605 605 1187 0 0 0 0 0 605
"7928" 36 16 "d" 4 224 1 224 224 224 224 224 1411 0 0 0 0 0 224
"7929" 36 16 "d" 5 176 1 176 176 176 176 176 1587 0 0 0 0 0 176
"7930" 36 16 "d" 6 317 1 0 1656 1656 1656 1656 3243 0 0 0 0 0 1656
"7931" 36 16 "d" 7 0 0 0 0 0 0 0 3243 0 0 0 0 0 0
"7932" 36 17 "c" 1 69 1 0 326 326 326 326 326 0 0 0 0 0 326
"7933" 36 17 "c" 2 310 1 310 310 310 310 310 636 0 0 0 0 0 310
"7934" 36 17 "c" 3 0 0 0 0 0 0 0 636 0 0 0 0 0 0
"7935" 36 17 "c" 4 232 1 0 403 403 403 403 1039 0 0 0 0 0 403
"7936" 36 17 "c" 5 0 0 0 0 0 0 0 1039 0 0 0 0 0 0
"7937" 36 17 "c" 6 257 1 0 1177 1177 1177 1177 2216 0 0 0 0 0 1177
"7938" 36 17 "c" 7 0 0 0 0 0 0 0 2216 0 0 0 0 0 0
"7939" 36 18 "b" 1 178 1 0 365 365 365 365 365 0 0 0 0 0 365
"7940" 36 18 "b" 2 274 1 274 274 274 274 274 639 0 0 0 0 0 274
"7941" 36 18 "b" 3 274 1 0 1499 1499 1499 1499 2138 0 0 0 0 0 1499
"7942" 36 18 "b" 4 237 1 237 237 237 237 237 2375 0 0 0 0 0 237
"7943" 36 18 "b" 5 210 1 210 210 210 210 210 2585 0 0 0 0 0 210
"7944" 36 18 "b" 6 222 1 0 937 937 937 937 3522 0 0 0 0 0 937
"7945" 36 18 "b" 7 0 0 0 0 0 0 0 3522 0 0 0 0 0 0
"7946" 36 19 "a" 1 161 1 0 413 413 413 413 413 0 0 0 0 0 413
"7947" 36 19 "a" 2 240 1 240 240 240 240 240 653 0 0 0 0 0 240
"7948" 36 19 "a" 3 151 1 0 362 362 362 362 1015 0 0 0 0 0 362
"7949" 36 19 "a" 4 0 0 0 0 0 0 0 1015 0 0 0 0 0 0
"7950" 36 19 "a" 5 200 1 200 200 200 200 200 1215 0 0 0 0 0 200
"7951" 36 19 "a" 6 298 1 0 1021 1021 1021 1021 2236 0 0 0 0 0 1021
"7952" 36 19 "a" 7 0 0 0 0 0 0 0 2236 0 0 0 0 0 0
"7953" 36 20 "d" 1 62 1 0 62 62 218 62 62 156 0 156 0 0 156
"7954" 36 20 "d" 2 129 1 0 129 349 349 505 567 220 220 0 1 1 220
"7955" 36 20 "d" 3 181 1 0 608 608 608 608 1175 0 0 0 0 0 608
"7956" 36 20 "d" 4 176 1 176 176 176 176 176 1351 0 0 0 0 0 176
"7957" 36 20 "d" 5 0 0 0 0 0 0 0 1351 0 0 0 0 0 0
"7958" 36 20 "d" 6 195 1 0 1380 1380 1380 1380 2731 0 0 0 0 0 1380
"7959" 36 20 "d" 7 0 0 0 0 0 0 0 2731 0 0 0 0 0 0
"7960" 36 21 "c" 1 142 1 0 142 142 279 142 142 137 0 137 0 0 137
"7961" 36 21 "c" 2 136 1 0 136 524 524 661 803 388 388 0 1 1 388
"7962" 36 21 "c" 3 165 1 0 365 365 365 365 1168 0 0 0 0 0 365
"7963" 36 21 "c" 4 0 0 0 0 0 0 0 1168 0 0 0 0 0 0
"7964" 36 21 "c" 5 285 1 285 285 285 285 285 1453 0 0 0 0 0 285
"7965" 36 21 "c" 6 272 1 0 1039 1039 1039 1039 2492 0 0 0 0 0 1039
"7966" 36 21 "c" 7 0 0 0 0 0 0 0 2492 0 0 0 0 0 0
"7967" 36 22 "b" 1 165 1 0 346 346 346 346 346 0 0 0 0 0 346
"7968" 36 22 "b" 2 193 1 193 193 193 193 193 539 0 0 0 0 0 193
"7969" 36 22 "b" 3 271 1 0 1049 1049 1049 1049 1588 0 0 0 0 0 1049
"7970" 36 22 "b" 4 171 1 171 171 171 171 171 1759 0 0 0 0 0 171
"7971" 36 22 "b" 5 0 0 0 0 0 0 0 1759 0 0 0 0 0 0
"7972" 36 22 "b" 6 197 1 0 1388 1388 1388 1388 3147 0 0 0 0 0 1388
"7973" 36 22 "b" 7 0 0 0 0 0 0 0 3147 0 0 0 0 0 0
"7974" 36 23 "a" 1 176 1 0 656 656 656 656 656 0 0 0 0 0 656
"7975" 36 23 "a" 2 207 1 207 207 207 207 207 863 0 0 0 0 0 207
"7976" 36 23 "a" 3 202 1 202 202 202 202 202 1065 0 0 0 0 0 202
"7977" 36 23 "a" 4 181 1 181 181 181 181 181 1246 0 0 0 0 0 181
"7978" 36 23 "a" 5 0 0 0 0 0 0 0 1246 0 0 0 0 0 0
"7979" 36 23 "a" 6 213 1 0 2526 2526 2526 2526 3772 0 0 0 0 0 2526
"7980" 36 23 "a" 7 0 0 0 0 0 0 0 3772 0 0 0 0 0 0
"7981" 36 24 "d" 1 188 1 0 401 401 401 401 401 0 0 0 0 0 401
"7982" 36 24 "d" 2 170 1 170 170 170 170 170 571 0 0 0 0 0 170
"7983" 36 24 "d" 3 204 1 0 631 631 631 631 1202 0 0 0 0 0 631
"7984" 36 24 "d" 4 397 1 397 397 397 397 397 1599 0 0 0 0 0 397
"7985" 36 24 "d" 5 0 0 0 0 0 0 0 1599 0 0 0 0 0 0
"7986" 36 24 "d" 6 391 1 0 1598 1598 1598 1598 3197 0 0 0 0 0 1598
"7987" 36 24 "d" 7 0 0 0 0 0 0 0 3197 0 0 0 0 0 0
"7988" 36 25 "c" 1 187 1 187 187 187 187 187 187 0 0 0 0 0 187
"7989" 36 25 "c" 2 183 1 0 376 376 376 376 563 0 0 0 0 0 376
"7990" 36 25 "c" 3 238 1 238 238 238 238 238 801 0 0 0 0 0 238
"7991" 36 25 "c" 4 0 0 0 0 0 0 0 801 0 0 0 0 0 0
"7992" 36 25 "c" 5 189 1 189 189 189 189 189 990 0 0 0 0 0 189
"7993" 36 25 "c" 6 281 1 0 1821 1821 1821 1821 2811 0 0 0 0 0 1821
"7994" 36 25 "c" 7 0 0 0 0 0 0 0 2811 0 0 0 0 0 0
"7995" 36 27 "b" 1 189 1 0 352 352 352 352 352 0 0 0 0 0 352
"7996" 36 27 "b" 2 170 1 170 170 170 170 170 522 0 0 0 0 0 170
"7997" 36 27 "b" 3 227 1 0 661 661 661 661 1183 0 0 0 0 0 661
"7998" 36 27 "b" 4 0 0 0 0 0 0 0 1183 0 0 0 0 0 0
"7999" 36 27 "b" 5 0 0 0 0 0 0 0 1183 0 0 0 0 0 0
"8000" 36 27 "b" 6 437 1 0 1517 1517 1517 1517 2700 0 0 0 0 0 1517
"8001" 36 27 "b" 7 0 0 0 0 0 0 0 2700 0 0 0 0 0 0
"8002" 36 28 "a" 1 167 1 0 317 317 317 317 317 0 0 0 0 0 317
"8003" 36 28 "a" 2 173 1 173 173 173 173 173 490 0 0 0 0 0 173
"8004" 36 28 "a" 3 250 1 0 521 521 521 521 1011 0 0 0 0 0 521
"8005" 36 28 "a" 4 0 0 0 0 0 0 0 1011 0 0 0 0 0 0
"8006" 36 28 "a" 5 0 0 0 0 0 0 0 1011 0 0 0 0 0 0
"8007" 36 28 "a" 6 173 1 0 1765 1765 1765 1765 2776 0 0 0 0 0 1765
"8008" 36 28 "a" 7 0 0 0 0 0 0 0 2776 0 0 0 0 0 0
"8009" 36 29 "d" 1 185 1 185 185 185 185 185 185 0 0 0 0 0 185
"8010" 36 29 "d" 2 184 1 0 430 430 430 430 615 0 0 0 0 0 430
"8011" 36 29 "d" 3 0 0 0 0 0 0 0 615 0 0 0 0 0 0
"8012" 36 29 "d" 4 244 1 0 918 918 918 918 1533 0 0 0 0 0 918
"8013" 36 29 "d" 5 554 1 554 554 554 554 554 2087 0 0 0 0 0 554
"8014" 36 29 "d" 6 265 1 265 265 265 265 265 2352 0 0 0 0 0 265
"8015" 36 29 "d" 7 324 1 0 914 914 914 914 3266 0 0 0 0 0 914
"8016" 36 30 "c" 1 189 1 189 189 189 189 189 189 0 0 0 0 0 189
"8017" 36 30 "c" 2 196 1 0 349 349 349 349 538 0 0 0 0 0 349
"8018" 36 30 "c" 3 199 1 0 450 450 450 450 988 0 0 0 0 0 450
"8019" 36 30 "c" 4 385 1 385 385 385 385 385 1373 0 0 0 0 0 385
"8020" 36 30 "c" 5 0 0 0 0 0 0 0 1373 0 0 0 0 0 0
"8021" 36 30 "c" 6 216 1 0 606 606 606 606 1979 0 0 0 0 0 606
"8022" 36 30 "c" 7 0 0 0 0 0 0 0 1979 0 0 0 0 0 0
"8023" 36 31 "b" 1 147 1 147 147 147 147 147 147 0 0 0 0 0 147
"8024" 36 31 "b" 2 192 1 0 384 384 384 384 531 0 0 0 0 0 384
"8025" 36 31 "b" 3 189 1 0 765 765 765 765 1296 0 0 0 0 0 765
"8026" 36 31 "b" 4 201 1 201 201 201 201 201 1497 0 0 0 0 0 201
"8027" 36 31 "b" 5 0 0 0 0 0 0 0 1497 0 0 0 0 0 0
"8028" 36 31 "b" 6 196 1 0 1999 1999 1999 1999 3496 0 0 0 0 0 1999
"8029" 36 31 "b" 7 0 0 0 0 0 0 0 3496 0 0 0 0 0 0
"8030" 36 33 "a" 1 232 1 0 392 392 392 392 392 0 0 0 0 0 392
"8031" 36 33 "a" 2 203 1 203 203 203 203 203 595 0 0 0 0 0 203
"8032" 36 33 "a" 3 264 1 0 513 513 513 513 1108 0 0 0 0 0 513
"8033" 36 33 "a" 4 0 0 0 0 0 0 0 1108 0 0 0 0 0 0
"8034" 36 33 "a" 5 555 1 555 555 555 555 555 1663 0 0 0 0 0 555
"8035" 36 33 "a" 6 209 1 0 1204 1204 1204 1204 2867 0 0 0 0 0 1204
"8036" 36 33 "a" 7 0 0 0 0 0 0 0 2867 0 0 0 0 0 0
"8037" 36 34 "d" 1 187 1 0 331 331 331 331 331 0 0 0 0 0 331
"8038" 36 34 "d" 2 201 1 201 201 201 201 201 532 0 0 0 0 0 201
"8039" 36 34 "d" 3 189 1 0 1258 1258 1258 1258 1790 0 0 0 0 0 1258
"8040" 36 34 "d" 4 266 1 266 266 266 266 266 2056 0 0 0 0 0 266
"8041" 36 34 "d" 5 0 0 0 0 0 0 0 2056 0 0 0 0 0 0
"8042" 36 34 "d" 6 226 1 0 1472 1472 1472 1472 3528 0 0 0 0 0 1472
"8043" 36 34 "d" 7 0 0 0 0 0 0 0 3528 0 0 0 0 0 0
"8044" 36 35 "c" 1 192 1 0 404 404 686 404 404 282 0 282 0 0 282
"8045" 36 35 "c" 2 202 1 0 202 202 484 202 606 282 0 282 0 0 282
"8046" 36 35 "c" 3 199 1 0 1216 1882 1882 2446 3052 666 666 0 1 1 666
"8047" 36 35 "c" 4 187 1 187 187 187 187 187 3239 0 0 0 0 0 187
"8048" 36 35 "c" 5 0 0 0 0 0 0 0 3239 0 0 0 0 0 0
"8049" 36 35 "c" 6 217 1 0 998 998 998 998 4237 0 0 0 0 0 998
"8050" 36 35 "c" 7 0 0 0 0 0 0 0 4237 0 0 0 0 0 0
"8051" 36 36 "b" 1 183 1 0 331 331 331 331 331 0 0 0 0 0 331
"8052" 36 36 "b" 2 258 1 258 258 258 258 258 589 0 0 0 0 0 258
"8053" 36 36 "b" 3 260 1 0 1022 1022 1022 1022 1611 0 0 0 0 0 1022
"8054" 36 36 "b" 4 0 0 0 0 0 0 0 1611 0 0 0 0 0 0
"8055" 36 36 "b" 5 260 1 260 260 260 260 260 1871 0 0 0 0 0 260
"8056" 36 36 "b" 6 268 1 0 771 771 771 771 2642 0 0 0 0 0 771
"8057" 36 36 "b" 7 0 0 0 0 0 0 0 2642 0 0 0 0 0 0
"8058" 37 1 "d" 1 250 1 0 591 591 591 591 591 0 0 0 0 0 591
"8059" 37 1 "d" 2 194 1 194 194 194 194 194 785 0 0 0 0 0 194
