-Pre-test	LatSq-list	subj-ID	item-ID	cond	nominal	verb	target	synonym	gram	condition
2	1	A-A	30	b	hads	dashtan	0	0	1	1
2	1	E-K	30	b	hads	dashtan	0	0	1	1
2	1	F-A	30	b	hads	dashtan	0	0	1	1
2	1	M-A	30	b	hads	dashtan	0	0	1	1
2	1	M-KH	30	b	hads	dashtan	0	0	1	1
2	2	A-H	30	a	hads	zadan	1	1	1	-1
2	2	A-R	30	a	hads	zadan	1	1	1	-1
2	2	F-E	30	a	hads	zadan	1	1	1	-1
2	2	J	30	a	hads	zadan	1	1	1	-1
2	2	M-B	30	a	hads	zadan	1	1	1	-1
2	2	M-M	30	a	hads	zadan	1	1	1	-1
2	2	N-B	30	a	hads	zadan	1	1	1	-1
2	1	D-M	30	b	hads	zadan	1	1	1	1
2	1	R	30	b	hads	zadan	1	1	1	1
2	1	Z-A	30	b	hads	zadan	1	1	1	1
2	3	M-A-S	31	a	ghezavat	dashtan	0	0	1	-1
2	2	F-E	31	b	ghezavat	dashtan	0	0	1	1
2	3	A-J	31	a	ghezavat	kardan	1	1	1	-1
2	3	D-J	31	a	ghezavat	kardan	1	1	1	-1
2	3	M-M-S	31	a	ghezavat	kardan	1	1	1	-1
2	3	M-M-2	31	a	ghezavat	kardan	1	1	1	-1
2	3	M-P	31	a	ghezavat	kardan	1	1	1	-1
2	3	P-A	31	a	ghezavat	kardan	1	1	1	-1
2	3	Z-M	31	a	ghezavat	kardan	1	1	1	-1
2	2	A-H	31	b	ghezavat	kardan	1	1	1	1
2	2	A-R	31	b	ghezavat	kardan	1	1	1	1
2	2	J	31	b	ghezavat	kardan	1	1	1	1
2	2	M-B	31	b	ghezavat	kardan	1	1	1	1
2	2	M-M	31	b	ghezavat	kardan	1	1	1	1
2	2	N-B	31	b	ghezavat	kardan	1	1	1	1
2	2	R-R	31	b	ghezavat	kardan	1	1	1	1
2	3	M-M-2	32	b	hes	bazgu-kardan	0	0	1	1
2	4	D-S	32	a	hes	dashtan	0	0	1	-1
2	4	H-S	32	a	hes	dashtan	0	0	1	-1
2	4	M-H	32	a	hes	dashtan	0	0	1	-1
2	4	M-T	32	a	hes	dashtan	0	0	1	-1
2	4	M-V	32	a	hes	kardan	1	1	1	-1
2	4	O-M	32	a	hes	kardan	1	1	1	-1
2	4	S-M	32	a	hes	kardan	1	1	1	-1
2	3	A-J	32	b	hes	kardan	1	1	1	1
2	3	D-J	32	b	hes	kardan	1	1	1	1
2	3	M-A-S	32	b	hes	kardan	1	1	1	1
2	3	M-M-S	32	b	hes	dashtan	0	0	1	1
2	3	M-P	32	b	hes	dashtan	0	0	1	1
2	3	P-A	32	b	hes	dashtan	0	0	1	1
2	4	M-S	32	a	hes	peida-kardan	0	0	1	-1
2	3	Z-M	32	b	hes	peida-kardan	0	0	1	1
2	1	D-M	33	a	estedlal	dadan	0	0	0	-1
2	1	A-A	33	a	estedlal	dashtan	0	0	1	-1
2	1	F-A	33	a	estedlal	dashtan	0	0	1	-1
2	1	M-KH	33	a	estedlal	dashtan	0	0	1	-1
2	1	R	33	a	estedlal	dashtan	0	0	1	-1
2	1	Z-A	33	a	estedlal	dashtan	0	0	1	-1
2	4	H-S	33	b	estedlal	dashtan	0	0	1	1
2	4	M-S	33	b	estedlal	dashtan	0	0	1	1
2	4	M-T	33	b	estedlal	dashtan	0	0	1	1
2	4	D-S	33	b	estedlal	erae-kardan	0	1	1	1
2	1	M-A	33	a	estedlal	goftan	0	0	0	-1
2	1	E-K	33	a	estedlal	kardan	1	1	1	-1
2	4	M-H	33	b	estedlal	kardan	1	1	1	1
2	4	M-V	33	b	estedlal	kardan	1	1	1	1
2	4	O-M	33	b	estedlal	kardan	1	1	1	1
2	4	S-M	33	b	estedlal	kardan	1	1	1	1
2	1	F-A	34	b	eshtebah	ghezavat-kardan	0	0	0	1
2	2	A-H	34	a	eshtebah	kardan	1	1	1	-1
2	2	A-R	34	a	eshtebah	kardan	1	1	1	-1
2	2	J	34	a	eshtebah	kardan	1	1	1	-1
2	2	M-B	34	a	eshtebah	kardan	1	1	1	-1
2	2	N-B	34	a	eshtebah	kardan	1	1	1	-1
2	2	R-R	34	a	eshtebah	kardan	1	1	1	-1
2	1	A-A	34	b	eshtebah	kardan	1	1	1	1
2	1	D-M	34	b	eshtebah	kardan	1	1	1	1
2	1	E-K	34	b	eshtebah	kardan	1	1	1	1
2	1	M-A	34	b	eshtebah	kardan	1	1	1	1
2	1	M-KH	34	b	eshtebah	kardan	1	1	1	1
2	1	R	34	b	eshtebah	kardan	1	1	1	1
2	1	Z-A	34	b	eshtebah	kardan	1	1	1	1
2	2	F-E	34	a	eshtebah	mortakeb-shodan	0	1	1	-1
2	2	M-M	34	a	eshtebah	mortakeb-shodan	0	1	1	-1
2	2	R-R	35	b	tasmim	dashtan	0	0	1	1
2	3	A-J	35	a	tasmim	gereftan	1	1	1	-1
2	3	D-J	35	a	tasmim	gereftan	1	1	1	-1
2	3	M-A-S	35	a	tasmim	gereftan	1	1	1	-1
2	3	M-M-S	35	a	tasmim	gereftan	1	1	1	-1
2	3	M-M-2	35	a	tasmim	gereftan	1	1	1	-1
2	3	M-P	35	a	tasmim	gereftan	1	1	1	-1
2	3	P-A	35	a	tasmim	gereftan	1	1	1	-1
2	3	Z-M	35	a	tasmim	gereftan	1	1	1	-1
2	2	A-H	35	b	tasmim	gereftan	1	1	1	1
2	2	A-R	35	b	tasmim	gereftan	1	1	1	1
2	2	F-E	35	b	tasmim	gereftan	1	1	1	1
2	2	J	35	b	tasmim	gereftan	1	1	1	1
2	2	M-B	35	b	tasmim	gereftan	1	1	1	1
2	2	M-M	35	b	tasmim	gereftan	1	1	1	1
2	2	N-B	35	b	tasmim	gereftan	1	1	1	1
2	3	M-P	36	b	eteraf	baian-kardan	0	0	1	1
2	3	Z-M	36	b	eteraf	baian-kardan	0	0	1	1
2	4	M-S	36	a	eteraf	erae-kardan	0	0	0	-1
2	4	D-S	36	a	eteraf	kardan	1	1	1	-1
2	4	H-S	36	a	eteraf	kardan	1	1	1	-1
2	4	M-H	36	a	eteraf	kardan	1	1	1	-1
2	4	M-T	36	a	eteraf	kardan	1	1	1	-1
2	4	M-V	36	a	eteraf	kardan	1	1	1	-1
2	4	O-M	36	a	eteraf	kardan	1	1	1	-1
2	4	S-M	36	a	eteraf	kardan	1	1	1	-1
2	3	A-J	36	b	eteraf	kardan	1	1	1	1
2	3	D-J	36	b	eteraf	kardan	1	1	1	1
2	3	M-A-S	36	b	eteraf	kardan	1	1	1	1
2	3	M-M-S	36	b	eteraf	kardan	1	1	1	1
2	3	M-M-2	36	b	eteraf	kardan	1	1	1	1
2	3	P-A	36	b	eteraf	kardan	1	1	1	1
