"subject" "trial" "experiment" "item" "condition" "accuracy" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "FPRC" "TRC" "LPRT"
42 74 "gug" 8 "a" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
42 74 "gug" 8 "a" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
42 74 "gug" 8 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 7 "gug" 4 "b" 1 1 112 1 0 112 112 1300 112 112 1188 0 1188 0 0 444
43 7 "gug" 4 "b" 1 2 0 0 0 48 48 452 48 160 404 0 404 0 0 300
43 7 "gug" 4 "b" 1 3 184 1 0 184 420 1008 680 840 824 236 588 1 4 64
43 7 "gug" 4 "b" 1 4 132 1 0 132 132 476 908 1748 344 0 344 1 2 204
43 7 "gug" 4 "b" 1 5 68 1 0 68 68 824 68 1816 756 0 756 0 1 320
43 7 "gug" 4 "b" 1 9 220 1 0 220 220 1900 220 2036 1680 0 1680 0 2 108
43 7 "gug" 4 "b" 1 10 112 1 0 184 184 1036 392 2428 852 0 852 1 4 112
43 7 "gug" 4 "b" 1 11 84 1 0 264 264 1716 264 2692 1452 0 1452 0 3 364
43 7 "gug" 4 "b" 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 7 "gug" 4 "b" 1 13 212 1 0 212 428 428 6496 9188 216 216 0 3 3 124
43 7 "gug" 4 "b" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 7 "gug" 4 "b" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 11 "gug" 8 "b" 0 1 104 1 0 104 104 1160 104 104 1056 0 1056 0 0 284
43 11 "gug" 8 "b" 0 2 256 1 0 256 256 860 256 360 604 0 604 0 0 112
43 11 "gug" 8 "b" 0 3 196 1 0 196 248 1028 572 932 832 52 780 1 3 156
43 11 "gug" 8 "b" 0 4 0 0 0 164 164 820 164 1096 656 0 656 0 1 336
43 11 "gug" 8 "b" 0 5 180 1 0 180 296 600 460 1556 420 116 304 1 2 128
43 11 "gug" 8 "b" 0 9 324 1 0 324 324 1180 324 1880 856 0 856 0 3 248
43 11 "gug" 8 "b" 0 10 212 1 0 212 212 976 264 2144 764 0 764 1 3 404
43 11 "gug" 8 "b" 0 11 212 1 0 400 664 1132 2148 4292 732 264 468 1 3 88
43 11 "gug" 8 "b" 0 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 11 "gug" 8 "b" 0 13 200 1 0 200 476 476 4104 8396 276 276 0 2 2 60
43 11 "gug" 8 "b" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 11 "gug" 8 "b" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 14 "gug" 10 "d" 1 1 140 1 0 140 140 2460 140 140 2320 0 2320 0 0 208
43 14 "gug" 10 "d" 1 2 212 1 0 212 212 628 428 568 416 0 416 1 1 144
43 14 "gug" 10 "d" 1 3 0 0 0 64 64 996 292 860 932 0 932 1 4 164
43 14 "gug" 10 "d" 1 4 352 1 0 352 488 740 1188 2048 388 136 252 2 3 112
43 14 "gug" 10 "d" 1 5 160 1 0 280 280 1288 280 2328 1008 0 1008 0 3 156
43 14 "gug" 10 "d" 1 9 280 1 0 280 280 676 280 2608 396 0 396 0 2 80
43 14 "gug" 10 "d" 1 10 160 1 0 160 160 280 284 2892 120 0 120 1 1 120
43 14 "gug" 10 "d" 1 11 168 1 0 168 168 1084 168 3060 916 0 916 0 3 112
43 14 "gug" 10 "d" 1 12 0 0 228 228 228 228 2552 5612 0 0 0 1 1 228
43 14 "gug" 10 "d" 1 13 116 1 0 116 768 768 6380 11992 652 652 0 3 3 336
43 14 "gug" 10 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 14 "gug" 10 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 17 "gug" 13 "c" 1 1 136 1 0 136 136 2572 136 136 2436 0 2436 0 0 96
43 17 "gug" 13 "c" 1 2 160 1 0 160 160 892 420 556 732 0 732 1 3 152
43 17 "gug" 13 "c" 1 3 168 1 0 348 488 2468 992 1548 2120 140 1980 1 7 264
43 17 "gug" 13 "c" 1 4 228 1 0 228 228 808 228 1776 580 0 580 0 2 140
43 17 "gug" 13 "c" 1 5 136 1 0 136 136 1696 136 1912 1560 0 1560 0 7 172
43 17 "gug" 13 "c" 1 9 116 1 0 164 556 1140 3708 5620 976 392 584 3 4 468
43 17 "gug" 13 "c" 1 10 228 1 0 228 544 912 1996 7616 684 316 368 1 2 140
43 17 "gug" 13 "c" 1 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 17 "gug" 13 "c" 1 12 140 1 0 320 420 420 3292 10908 100 100 0 2 2 100
43 17 "gug" 13 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 17 "gug" 13 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 17 "gug" 13 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 21 "gug" 3 "a" 1 1 144 1 0 144 144 1264 144 144 1120 0 1120 0 0 296
43 21 "gug" 3 "a" 1 2 0 0 0 152 152 812 152 296 660 0 660 0 1 200
43 21 "gug" 3 "a" 1 3 196 1 0 196 396 1588 552 848 1392 200 1192 1 5 140
43 21 "gug" 3 "a" 1 4 0 0 0 160 308 308 628 1476 148 148 0 1 1 148
43 21 "gug" 3 "a" 1 5 92 1 0 220 220 976 220 1696 756 0 756 0 1 128
43 21 "gug" 3 "a" 1 9 272 1 0 272 516 1176 2284 3980 904 244 660 1 3 116
43 21 "gug" 3 "a" 1 10 160 1 0 160 160 920 160 4140 760 0 760 0 1 568
43 21 "gug" 3 "a" 1 11 148 1 0 148 148 996 148 4288 848 0 848 0 2 228
43 21 "gug" 3 "a" 1 12 156 1 0 156 620 1064 1100 5388 908 464 444 1 2 220
43 21 "gug" 3 "a" 1 13 140 1 140 140 140 140 140 5528 0 0 0 0 0 140
43 21 "gug" 3 "a" 1 14 172 1 0 172 668 668 5164 10692 496 496 0 3 3 228
43 21 "gug" 3 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 24 "gug" 11 "a" 1 1 152 1 0 152 152 1320 152 152 1168 0 1168 0 0 300
43 24 "gug" 11 "a" 1 2 0 0 0 176 176 332 400 552 156 0 156 1 2 156
43 24 "gug" 11 "a" 1 3 184 1 0 184 348 2236 512 1064 2052 164 1888 1 4 332
43 24 "gug" 11 "a" 1 4 268 1 0 268 268 492 268 1332 224 0 224 0 1 192
43 24 "gug" 11 "a" 1 5 136 1 0 240 880 1652 1592 2924 1412 640 772 2 2 224
43 24 "gug" 11 "a" 1 9 0 0 0 116 116 1072 116 3040 956 0 956 0 2 268
43 24 "gug" 11 "a" 1 10 180 1 0 180 180 1620 180 3220 1440 0 1440 0 6 152
43 24 "gug" 11 "a" 1 11 168 1 0 168 420 1484 860 4080 1316 252 1064 1 4 220
43 24 "gug" 11 "a" 1 12 120 1 0 120 596 1028 1100 5180 908 476 432 1 2 88
43 24 "gug" 11 "a" 1 13 0 0 0 132 188 188 2508 7688 56 56 0 2 2 56
43 24 "gug" 11 "a" 1 14 92 1 0 92 304 304 7064 14752 212 212 0 2 2 212
43 24 "gug" 11 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 28 "gug" 1 "c" 1 1 256 1 0 820 820 2376 820 820 1556 0 1556 0 0 408
43 28 "gug" 1 "c" 1 2 0 0 0 96 96 624 96 916 528 0 528 0 1 172
43 28 "gug" 1 "c" 1 3 212 1 0 416 416 1764 416 1332 1348 0 1348 0 4 192
43 28 "gug" 1 "c" 1 4 64 1 0 64 64 972 64 1396 908 0 908 0 2 224
43 28 "gug" 1 "c" 1 5 296 1 0 296 456 1940 980 2376 1644 160 1484 1 5 184
43 28 "gug" 1 "c" 1 9 220 1 0 220 220 384 220 2596 164 0 164 0 0 164
43 28 "gug" 1 "c" 1 10 164 1 0 164 568 1224 1192 3788 1060 404 656 1 3 256
43 28 "gug" 1 "c" 1 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 28 "gug" 1 "c" 1 12 312 1 0 312 1628 1628 7220 11008 1316 1316 0 2 2 1316
43 28 "gug" 1 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 28 "gug" 1 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 28 "gug" 1 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 30 "gug" 9 "c" 1 1 180 1 0 520 520 1780 520 520 1260 0 1260 0 0 280
43 30 "gug" 9 "c" 1 2 0 0 0 176 176 728 176 696 552 0 552 0 0 148
43 30 "gug" 9 "c" 1 3 228 1 0 228 768 1980 1568 2264 1752 540 1212 2 4 292
43 30 "gug" 9 "c" 1 4 164 1 0 164 164 436 164 2428 272 0 272 0 0 272
43 30 "gug" 9 "c" 1 5 308 1 0 308 308 1288 308 2736 980 0 980 0 2 148
43 30 "gug" 9 "c" 1 9 184 1 0 224 224 456 224 2960 232 0 232 0 2 120
43 30 "gug" 9 "c" 1 10 228 1 0 364 364 1076 364 3324 712 0 712 0 0 64
43 30 "gug" 9 "c" 1 11 0 0 156 156 156 156 220 3544 0 0 0 1 1 156
43 30 "gug" 9 "c" 1 12 204 1 0 204 924 924 5676 9220 720 720 0 3 3 112
43 30 "gug" 9 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 30 "gug" 9 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 30 "gug" 9 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 34 "gug" 15 "a" 1 1 152 1 0 380 380 1696 380 380 1316 0 1316 0 0 124
43 34 "gug" 15 "a" 1 2 232 1 0 232 232 1092 416 796 860 0 860 1 1 148
43 34 "gug" 15 "a" 1 3 296 1 0 296 296 1764 528 1324 1468 0 1468 1 6 164
43 34 "gug" 15 "a" 1 4 188 1 0 188 188 692 188 1512 504 0 504 0 1 328
43 34 "gug" 15 "a" 1 5 148 1 0 148 148 1628 148 1660 1480 0 1480 0 3 168
43 34 "gug" 15 "a" 1 9 280 1 0 280 356 1480 1132 2792 1200 76 1124 2 5 116
43 34 "gug" 15 "a" 1 10 168 1 0 324 324 1248 324 3116 924 0 924 0 1 208
43 34 "gug" 15 "a" 1 11 92 1 0 92 192 640 940 4056 548 100 448 1 3 216
43 34 "gug" 15 "a" 1 12 216 1 216 216 216 216 5236 9292 0 0 0 1 1 216
43 34 "gug" 15 "a" 1 13 132 1 132 132 132 132 1296 10588 0 0 0 1 1 132
43 34 "gug" 15 "a" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 34 "gug" 15 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 40 "gug" 6 "d" 1 1 148 1 0 268 268 1552 268 268 1284 0 1284 0 0 308
43 40 "gug" 6 "d" 1 2 164 1 0 164 164 516 324 592 352 0 352 1 2 220
43 40 "gug" 6 "d" 1 3 272 1 0 272 272 396 272 864 124 0 124 0 1 124
43 40 "gug" 6 "d" 1 4 276 1 0 276 276 436 468 1332 160 0 160 1 1 160
43 40 "gug" 6 "d" 1 5 152 1 0 152 152 284 152 1484 132 0 132 0 0 132
43 40 "gug" 6 "d" 1 9 272 1 0 272 272 620 272 1756 348 0 348 0 0 260
43 40 "gug" 6 "d" 1 10 148 1 0 148 304 456 392 2148 308 156 152 1 2 152
43 40 "gug" 6 "d" 1 11 152 1 0 152 152 400 152 2300 248 0 248 0 0 248
43 40 "gug" 6 "d" 1 12 116 1 0 116 116 264 1412 3712 148 0 148 1 1 148
43 40 "gug" 6 "d" 1 13 144 1 0 144 456 456 1668 5380 312 312 0 2 2 312
43 40 "gug" 6 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 40 "gug" 6 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 51 "gug" 5 "c" 1 1 72 1 0 72 72 936 72 72 864 0 864 0 0 508
43 51 "gug" 5 "c" 1 2 0 0 164 164 164 164 164 236 0 0 0 0 0 164
43 51 "gug" 5 "c" 1 3 0 0 0 112 112 632 276 512 520 0 520 1 1 232
43 51 "gug" 5 "c" 1 4 216 1 0 216 464 624 740 1252 408 248 160 1 2 160
43 51 "gug" 5 "c" 1 5 168 1 0 168 168 564 168 1420 396 0 396 0 0 244
43 51 "gug" 5 "c" 1 9 312 1 0 312 528 528 968 2388 216 216 0 1 1 216
43 51 "gug" 5 "c" 1 10 212 1 0 212 212 460 212 2600 248 0 248 0 0 248
43 51 "gug" 5 "c" 1 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 51 "gug" 5 "c" 1 12 132 1 0 132 132 260 132 2732 128 0 128 0 1 128
43 51 "gug" 5 "c" 1 13 88 1 0 88 680 680 2556 5288 592 592 0 2 2 252
43 51 "gug" 5 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 51 "gug" 5 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 57 "gug" 16 "b" 0 1 112 1 0 112 112 884 112 112 772 0 772 0 0 156
43 57 "gug" 16 "b" 0 2 0 0 0 160 160 696 368 480 536 0 536 1 2 116
43 57 "gug" 16 "b" 0 3 320 1 0 320 320 1216 688 1168 896 0 896 1 3 84
43 57 "gug" 16 "b" 0 4 160 1 160 160 160 160 160 1328 0 0 0 0 0 160
43 57 "gug" 16 "b" 0 5 176 1 0 176 176 1048 176 1504 872 0 872 0 1 296
43 57 "gug" 16 "b" 0 9 188 1 0 188 188 732 188 1692 544 0 544 0 1 164
43 57 "gug" 16 "b" 0 10 108 1 0 108 284 1804 1452 3144 1696 176 1520 1 4 368
43 57 "gug" 16 "b" 0 11 140 1 0 140 772 1672 1916 5060 1532 632 900 2 2 316
43 57 "gug" 16 "b" 0 12 0 0 0 292 452 452 1416 6476 160 160 0 2 2 160
43 57 "gug" 16 "b" 0 13 268 1 0 268 428 428 4400 10876 160 160 0 2 2 160
43 57 "gug" 16 "b" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 57 "gug" 16 "b" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 65 "gug" 7 "a" 0 1 180 1 0 180 180 1196 180 180 1016 0 1016 0 0 128
43 65 "gug" 7 "a" 0 2 236 1 236 236 236 236 236 416 0 0 0 0 0 236
43 65 "gug" 7 "a" 0 3 284 1 0 284 432 1368 852 1268 1084 148 936 1 2 756
43 65 "gug" 7 "a" 0 4 232 1 232 232 232 232 232 1500 0 0 0 0 0 232
43 65 "gug" 7 "a" 0 5 0 0 0 80 80 368 412 1912 288 0 288 1 1 288
43 65 "gug" 7 "a" 0 9 312 1 0 448 508 864 920 2832 416 60 356 1 1 356
43 65 "gug" 7 "a" 0 10 152 1 0 152 152 308 152 2984 156 0 156 0 0 156
43 65 "gug" 7 "a" 0 11 208 1 0 208 208 1356 208 3192 1148 0 1148 0 1 124
43 65 "gug" 7 "a" 0 12 0 0 216 216 216 216 624 3816 0 0 0 1 1 216
43 65 "gug" 7 "a" 0 13 140 1 0 140 460 460 3824 7640 320 320 0 2 2 236
43 65 "gug" 7 "a" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 65 "gug" 7 "a" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 68 "gug" 2 "d" 1 1 0 0 0 200 200 884 200 200 684 0 684 0 0 144
43 68 "gug" 2 "d" 1 2 112 1 112 112 112 112 312 512 0 0 0 1 1 112
43 68 "gug" 2 "d" 1 3 0 0 0 208 208 324 208 720 116 0 116 0 1 116
43 68 "gug" 2 "d" 1 4 188 1 0 188 188 360 188 908 172 0 172 0 1 172
43 68 "gug" 2 "d" 1 5 148 1 0 148 148 400 148 1056 252 0 252 0 0 252
43 68 "gug" 2 "d" 1 9 64 1 0 64 64 676 64 1120 612 0 612 0 0 260
43 68 "gug" 2 "d" 1 10 180 1 0 180 180 1056 180 1300 876 0 876 0 1 148
43 68 "gug" 2 "d" 1 11 140 1 140 140 140 140 560 1860 0 0 0 1 1 140
43 68 "gug" 2 "d" 1 12 192 1 0 192 2104 2104 4604 6464 1912 1912 0 3 3 48
43 68 "gug" 2 "d" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 68 "gug" 2 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 68 "gug" 2 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 72 "gug" 12 "b" 1 1 0 0 0 360 360 596 360 360 236 0 236 0 0 236
43 72 "gug" 12 "b" 1 2 0 0 0 172 172 324 172 532 152 0 152 0 0 152
43 72 "gug" 12 "b" 1 3 160 1 0 356 356 548 528 1060 192 0 192 1 2 192
43 72 "gug" 12 "b" 1 4 192 1 0 192 192 628 192 1252 436 0 436 0 1 184
43 72 "gug" 12 "b" 1 5 0 0 0 232 232 812 232 1484 580 0 580 0 2 232
43 72 "gug" 12 "b" 1 9 128 1 0 128 128 780 128 1612 652 0 652 0 1 60
43 72 "gug" 12 "b" 1 10 304 1 0 516 516 1352 516 2128 836 0 836 0 3 156
43 72 "gug" 12 "b" 1 11 140 1 0 140 784 784 4460 6588 644 644 0 3 3 208
43 72 "gug" 12 "b" 1 12 176 1 176 176 176 176 176 6764 0 0 0 0 0 176
43 72 "gug" 12 "b" 1 13 160 1 0 368 368 368 368 7132 0 0 0 0 0 368
43 72 "gug" 12 "b" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 72 "gug" 12 "b" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 76 "gug" 14 "d" 1 1 100 1 0 100 100 1232 100 100 1132 0 1132 0 0 324
43 76 "gug" 14 "d" 1 2 0 0 0 92 92 856 92 192 764 0 764 0 1 216
43 76 "gug" 14 "d" 1 3 348 1 0 348 348 708 684 876 360 0 360 1 2 172
43 76 "gug" 14 "d" 1 4 248 1 0 248 248 512 248 1124 264 0 264 0 1 128
43 76 "gug" 14 "d" 1 5 104 1 0 104 224 464 680 1804 360 120 240 1 1 240
43 76 "gug" 14 "d" 1 9 160 1 0 616 616 944 616 2420 328 0 328 0 1 236
43 76 "gug" 14 "d" 1 10 0 0 0 184 328 328 1168 3588 144 144 0 1 1 144
43 76 "gug" 14 "d" 1 11 212 1 0 328 328 616 328 3916 288 0 288 0 0 288
43 76 "gug" 14 "d" 1 12 52 1 52 52 52 52 3056 6972 0 0 0 1 1 52
43 76 "gug" 14 "d" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 76 "gug" 14 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43 76 "gug" 14 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 7 "gug" 12 "c" 1 1 0 0 0 388 388 824 388 388 436 0 436 0 0 436
44 7 "gug" 12 "c" 1 2 0 0 0 188 188 644 188 576 456 0 456 0 1 260
44 7 "gug" 12 "c" 1 3 168 1 0 168 720 924 1296 1872 756 552 204 2 2 204
44 7 "gug" 12 "c" 1 4 204 1 0 204 204 1276 204 2076 1072 0 1072 0 0 428
44 7 "gug" 12 "c" 1 5 248 1 0 248 1000 1324 1644 3720 1076 752 324 2 2 324
44 7 "gug" 12 "c" 1 9 0 0 260 260 260 260 260 3980 0 0 0 0 0 260
44 7 "gug" 12 "c" 1 10 196 1 0 328 816 1020 1076 5056 692 488 204 1 1 204
44 7 "gug" 12 "c" 1 11 208 1 0 208 208 492 208 5264 284 0 284 0 0 284
44 7 "gug" 12 "c" 1 12 352 1 0 352 524 524 2860 8124 172 172 0 1 1 172
44 7 "gug" 12 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 7 "gug" 12 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 7 "gug" 12 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 11 "gug" 4 "c" 1 1 0 0 0 244 244 992 244 244 748 0 748 0 0 136
44 11 "gug" 4 "c" 1 2 184 1 0 184 380 1416 624 868 1232 196 1036 1 1 232
44 11 "gug" 4 "c" 1 3 200 1 0 200 200 2088 200 1068 1888 0 1888 0 4 284
44 11 "gug" 4 "c" 1 4 232 1 0 232 232 1844 232 1300 1612 0 1612 0 2 204
44 11 "gug" 4 "c" 1 5 208 1 0 208 408 1988 560 1860 1780 200 1580 1 3 304
44 11 "gug" 4 "c" 1 9 0 0 0 332 560 888 2032 3892 556 228 328 1 3 184
44 11 "gug" 4 "c" 1 10 180 1 0 180 180 784 180 4072 604 0 604 0 0 288
44 11 "gug" 4 "c" 1 11 200 1 0 200 200 428 516 4588 228 0 228 1 2 228
44 11 "gug" 4 "c" 1 12 284 1 284 284 284 284 8400 12988 0 0 0 1 1 284
44 11 "gug" 4 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 11 "gug" 4 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 11 "gug" 4 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 15 "gug" 16 "c" 1 1 120 1 0 120 120 2048 120 120 1928 0 1928 0 0 388
44 15 "gug" 16 "c" 1 2 208 1 0 208 208 908 208 328 700 0 700 0 2 160
44 15 "gug" 16 "c" 1 3 224 1 0 224 380 1100 1020 1348 876 156 720 1 1 164
44 15 "gug" 16 "c" 1 4 0 0 0 472 472 716 592 1940 244 0 244 1 1 244
44 15 "gug" 16 "c" 1 5 188 1 0 188 432 1260 1024 2964 1072 244 828 1 2 356
44 15 "gug" 16 "c" 1 9 288 1 0 288 288 1392 288 3252 1104 0 1104 0 2 112
44 15 "gug" 16 "c" 1 10 132 1 0 332 332 1376 332 3584 1044 0 1044 0 3 308
44 15 "gug" 16 "c" 1 11 0 0 220 220 220 220 220 3804 0 0 0 0 0 220
44 15 "gug" 16 "c" 1 12 128 1 0 128 360 360 6388 10192 232 232 0 2 2 232
44 15 "gug" 16 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 15 "gug" 16 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 15 "gug" 16 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 18 "gug" 11 "b" 1 1 0 0 0 892 892 1680 892 892 788 0 788 0 0 372
44 18 "gug" 11 "b" 1 2 288 1 0 288 568 1624 1580 2472 1336 280 1056 2 4 252
44 18 "gug" 11 "b" 1 3 436 1 0 436 704 1872 848 3320 1436 268 1168 1 2 100
44 18 "gug" 11 "b" 1 4 112 1 0 112 396 1192 868 4188 1080 284 796 1 2 192
44 18 "gug" 11 "b" 1 5 252 1 0 252 512 1348 1520 5708 1096 260 836 1 1 220
44 18 "gug" 11 "b" 1 9 196 1 0 196 196 564 196 5904 368 0 368 0 1 192
44 18 "gug" 11 "b" 1 10 296 1 0 296 296 812 296 6200 516 0 516 0 0 516
44 18 "gug" 11 "b" 1 11 0 0 0 160 160 936 160 6360 776 0 776 0 1 356
44 18 "gug" 11 "b" 1 12 264 1 0 264 264 1672 424 6784 1408 0 1408 1 4 292
44 18 "gug" 11 "b" 1 13 180 1 0 180 180 828 180 6964 648 0 648 0 0 436
44 18 "gug" 11 "b" 1 14 436 1 0 436 532 532 5324 12288 96 96 0 2 2 96
44 18 "gug" 11 "b" 1 15 176 1 176 176 176 176 2000 14288 0 0 0 1 1 176
44 24 "gug" 6 "a" 1 1 216 1 0 388 388 388 388 388 0 0 0 0 0 388
44 24 "gug" 6 "a" 1 2 144 1 0 144 144 592 144 532 448 0 448 0 0 324
44 24 "gug" 6 "a" 1 3 236 1 0 536 536 1736 660 1192 1200 0 1200 1 2 140
44 24 "gug" 6 "a" 1 4 292 1 0 292 292 868 292 1484 576 0 576 0 0 208
44 24 "gug" 6 "a" 1 5 228 1 0 228 424 1140 1420 2904 912 196 716 1 2 356
44 24 "gug" 6 "a" 1 9 148 1 0 148 148 980 148 3052 832 0 832 0 1 344
44 24 "gug" 6 "a" 1 10 204 1 0 204 204 1748 204 3256 1544 0 1544 0 1 132
44 24 "gug" 6 "a" 1 11 128 1 0 128 1244 2828 4084 7340 2700 1116 1584 5 8 408
44 24 "gug" 6 "a" 1 12 0 0 0 164 164 1380 164 7504 1216 0 1216 0 2 260
44 24 "gug" 6 "a" 1 13 196 1 0 196 820 820 5140 12644 624 624 0 4 4 228
44 24 "gug" 6 "a" 1 14 148 1 0 312 312 312 312 12956 0 0 0 0 0 312
44 24 "gug" 6 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 29 "gug" 3 "b" 1 1 300 1 0 300 300 1332 300 300 1032 0 1032 0 0 212
44 29 "gug" 3 "b" 1 2 272 1 0 272 272 836 272 572 564 0 564 0 0 320
44 29 "gug" 3 "b" 1 3 236 1 0 392 392 1200 392 964 808 0 808 0 1 384
44 29 "gug" 3 "b" 1 4 0 0 0 268 268 760 268 1232 492 0 492 0 1 304
44 29 "gug" 3 "b" 1 5 276 1 0 276 484 1144 752 1984 868 208 660 1 2 316
44 29 "gug" 3 "b" 1 9 0 0 0 144 144 732 144 2128 588 0 588 0 0 272
44 29 "gug" 3 "b" 1 10 220 1 0 220 220 944 220 2348 724 0 724 0 0 292
44 29 "gug" 3 "b" 1 11 396 1 0 396 396 1680 540 2888 1284 0 1284 1 3 420
44 29 "gug" 3 "b" 1 12 224 1 0 628 628 1784 628 3516 1156 0 1156 0 2 320
44 29 "gug" 3 "b" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 29 "gug" 3 "b" 1 14 216 1 0 216 972 972 8280 11796 756 756 0 4 4 224
44 29 "gug" 3 "b" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 35 "gug" 9 "d" 1 1 0 0 0 232 232 1608 232 232 1376 0 1376 0 0 224
44 35 "gug" 9 "d" 1 2 0 0 0 216 216 1852 216 448 1636 0 1636 0 2 264
44 35 "gug" 9 "d" 1 3 224 1 0 224 224 3212 224 672 2988 0 2988 0 5 276
44 35 "gug" 9 "d" 1 4 0 0 0 308 308 1564 308 980 1256 0 1256 0 1 224
44 35 "gug" 9 "d" 1 5 0 0 0 480 480 2284 480 1460 1804 0 1804 0 4 196
44 35 "gug" 9 "d" 1 9 440 1 0 440 756 2696 2328 3788 2256 316 1940 1 6 188
44 35 "gug" 9 "d" 1 10 348 1 0 348 348 1604 348 4136 1256 0 1256 0 1 160
44 35 "gug" 9 "d" 1 11 0 0 0 188 188 328 364 4500 140 0 140 1 2 140
44 35 "gug" 9 "d" 1 12 232 1 0 232 564 564 12812 17312 332 332 0 3 3 212
44 35 "gug" 9 "d" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 35 "gug" 9 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 35 "gug" 9 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
44 41 "gug" 5 "d" 1 1 188 1 0 188 188 1288 188 188 1100 0 1100 0 0 464
44 41 "gug" 5 "d" 1 2 200 1 0 200 200 1100 200 388 900 0 900 0 1 96
44 41 "gug" 5 "d" 1 3 332 1 0 332 332 1644 332 720 1312 0 1312 0 3 388
44 41 "gug" 5 "d" 1 4 0 0 0 268 268 1728 484 1204 1460 0 1460 1 3 348
44 41 "gug" 5 "d" 1 5 208 1 0 208 516 1396 1132 2336 1188 308 880 2 3 392
