utt	subject	gender	StartTime	EndTime	Item	WorldBet	TargetConsonant	TargetVowel	Burst	VOT	VowelEnd	Notes	msVOT	msVowel	logVOT	logVowel	vOff	vOn
e9gt01mw_enrw121	e9gt01mw	m	153.522527587962	154.159331325678	kchn5	khI.tSIxn	kh	I	153.57913961736	153.632571028411	153.701919006919	NA	53.4314110515197	122.779389559128	3.97839879497001	4.81038916416037	NA	NA
e9gt01mw_enrw121	e9gt01mw	m	156.472481659886	157.109285397601	dzrt5	dE.z&rt	d	E	156.557340848271	156.575583900227	156.698222789116	NA	18.2430519559205	140.881940844821	2.90378429279416	4.94792224067469	NA	NA
e9gt01mw_enrw121	e9gt01mw	m	159.379351860186	160.034703279582	keyx3	khi	kh	i	159.524371931576	159.62765457294	159.954441109777	NA	103.282641364387	430.069178201336	4.6374693210021	6.06394607528587	NA	NA
e9gt01mw_enrw121	e9gt01mw	m	163.095846565634	163.75119798503	toad3	thod	th	o	163.13467571684	163.223980239715	163.568351184445	NA	89.3045228747553	433.675467605241	4.49205213469345	6.07229648388576	NA	NA
e9gt01mw_enrw121	e9gt01mw	m	166.113808903849	166.843351049969	taco3	thA.ko	th	A	166.175767423749	166.227238284203	166.326502918107	NA	51.4708604532075	150.735494357747	3.94101583109259	5.01552660781169	NA	NA
e9gt01mw_enrw121	e9gt01mw	m	174.97593946491	175.606560642065	qwel2	kwhe.&l	kwh	e	175.008126891103	175.099179004935	175.374772629773	NA	91.0521138324327	366.645738669746	4.51143202207582	5.9043960921342	NA	NA
e9gt01mw_enrw121	e9gt01mw	m	178.092919748176	178.939930544943	tste3	thest	th	e	178.24512964671	178.342144082858	178.507775110044	NA	97.0144361481005	262.64546333374	4.57485979369893	5.57080507458276	NA	NA
e9gt01mw_enrw121	e9gt01mw	m	181.061130673652	181.840133304255	tuth3	thuT	th	u	181.14270099238	181.241404635928	181.435426170468	NA	98.7036435481059	292.725178087835	4.59212186113909	5.67923421011392	NA	NA
e9gt01mw_enrw121	e9gt01mw	m	186.707166130439	187.418160594878	cpid4	kjhu.pIxd	kjh	u	186.762522067	186.859123286996	186.993229024943	NA	96.6012199961312	230.706957943482	4.57059137049826	5.44114832486136	NA	NA
e9gt01mw_enrw122	e9gt01mw	m	20.0789106626936	20.8653916088777	dphn3	dAl.fIxn	d	A	20.1333936062035	20.1506160241875	20.2565325520927	NA	17.222417984005	123.138945889295	2.84621190633162	4.81331335918408	NA	NA
