Pre-test LatSq-list subj-ID item-ID cond verb
2 2 F-E 19 b kardan
2 2 N-B 19 b kardan
2 1 A-A 19 c dadan
2 1 F-A 19 c dadan
2 1 M-KH 19 c dadan
2 1 R 19 c dadan
2 1 M-A 19 c erja-dadan
2 1 D-M 19 c hedie-dadan
2 1 Z-A 19 c hedie-dadan
2 1 E-K 19 c neshan-dadan
2 4 H-S 19 d dadan
2 4 M-T 19 d dadan
2 4 D-S 19 d hedie-dadan
2 4 M-S 19 d hedie-dadan
2 4 M-V 19 d hedie-dadan
2 4 O-M 19 d hedie-dadan
2 4 S-M 19 d hedie-dadan
2 4 M-H 19 d kado-dadan
2 4 M-T 20 a dadan
2 4 S-M 20 a dadan
2 4 D-S 20 a kardan
2 4 H-S 20 a kardan
2 4 M-H 20 a kardan
2 4 M-S 20 a kardan
2 4 O-M 20 a kardan
2 4 M-V 20 a moarefi-kardan
2 3 A-J 20 b dadan
2 3 M-A 20 b dadan
2 3 P-A 20 b erae-dadan
2 3 D-J 20 b kardan
2 3 M-M- 20 b kardan
2 3 M-M-2 20 b kardan
2 3 M-P 20 b kardan
2 3 Z-M 20 b kardan
2 2 A-H 20 c dadan
2 2 A-R 20 c dadan
2 2 F-E 20 c dadan
2 2 J 20 c dadan
2 2 M-B 20 c dadan
2 2 M-M 20 c dadan
2 2 N-B 20 c dadan
2 2 R-R 20 c dadan
2 1 D-M 20 d dadan
2 1 E-K 20 d dadan
2 1 F-A 20 d dadan
2 1 M-A 20 d dadan
2 1 R 20 d dadan
2 1 Z-A 20 d dadan
2 1 A-A 20 d neveshtan
2 1 M-KH 20 d sepordan
2 1 A-A 21 a dadan
2 1 D-M 21 a dadan
2 1 E-K 21 a dadan
2 1 F-A 21 a dadan
2 1 M-A 21 a dadan
2 1 M-KH 21 a dadan
2 1 R 21 a dadan
2 1 Z-A 21 a dadan
2 4 D-S 21 b dadan
2 4 H-S 21 b dadan
2 4 M-H 21 b dadan
2 4 M-S 21 b dadan
2 4 M-T 21 b dadan
2 4 M-V 21 b dadan
2 4 O-M 21 b dadan
2 4 S-M 21 b dadan
2 3 A-J 21 c dadan
2 3 M-A 21 c dadan
2 3 M-M- 21 c dadan
2 3 M-M-2 21 c dadan
2 3 M-P 21 c dadan
2 3 P-A 21 c dadan
2 3 Z-M 21 c khorandan
2 3 D-J 21 c tosie-kardan
2 2 F-E 21 d dadan
2 2 J 21 d dadan
2 2 M-M 21 d dadan
2 2 N-B 21 d dadan
2 2 A-H 21 d tajviz-kardan
2 2 A-R 21 d tajviz-kardan
2 2 M-B 21 d tajviz-kardan
2 2 R-R 21 d tajviz-kardan
2 2 A-H 22 a dadan
2 2 J 22 a dadan
2 2 M-M 22 a dadan
2 2 M-B 22 a dashtan
2 2 R-R 22 a dashtan
2 2 A-R 22 a kardan
2 2 F-E 22 a kardan
2 2 N-B 22 a kardan
2 1 A-A 22 b dadan
2 1 M-A 22 b dadan
2 1 D-M 22 b kardan
2 1 E-K 22 b kardan
2 1 F-A 22 b kardan
2 1 M-KH 22 b kardan
2 1 R 22 b kardan
2 1 Z-A 22 b kardan
2 4 D-S 22 c dadan
2 4 H-S 22 c dadan
2 4 M-H 22 c dadan
2 4 M-T 22 c dadan
2 4 M-V 22 c dadan
2 4 O-M 22 c dadan
2 4 S-M 22 c dadan
2 4 M-S 22 c sepordan
2 3 A-J 22 d dadan
2 3 D-J 22 d dadan
2 3 M-A 22 d dadan
2 3 M-M-2 22 d dadan
2 3 P-A 22 d dadan
2 3 M-M- 22 d sepordan
2 3 M-P 22 d sepordan
2 3 Z-M 22 d sepordan
2 3 A-J 23 a dadan
2 3 D-J 23 a dadan
2 3 M-A 23 a dadan
2 3 M-M- 23 a dadan
2 3 M-M-2 23 a dadan
2 3 M-P 23 a dadan
2 3 P-A 23 a dadan
2 3 Z-M 23 a dadan
2 2 A-H 23 b dadan
2 2 A-R 23 b dadan
2 2 F-E 23 b dadan
2 2 J 23 b dadan
2 2 M-B 23 b dadan
2 2 M-M 23 b dadan
2 2 N-B 23 b dadan
2 2 R-R 23 b dadan
2 1 A-A 23 c dadan
2 1 D-M 23 c dadan
2 1 E-K 23 c dadan
2 1 F-A 23 c dadan
2 1 M-KH 23 c dadan
2 1 R 23 c dadan
2 1 Z-A 23 c dadan
2 1 M-A 23 c neshan-dadan
2 4 D-S 23 d dadan
2 4 H-S 23 d dadan
2 4 M-H 23 d dadan
2 4 M-S 23 d dadan
2 4 M-T 23 d dadan
2 4 M-V 23 d dadan
2 4 O-M 23 d dadan
2 4 S-M 23 d dadan
2 4 D-S 24 a dadan
2 4 H-S 24 a dadan
2 4 M-H 24 a dadan
2 4 M-S 24 a dadan
2 4 M-T 24 a dadan
2 4 M-V 24 a dadan
2 4 O-M 24 a dadan
2 4 S-M 24 a dadan
2 3 A-J 24 b dadan
2 3 D-J 24 b dadan
2 3 M-A 24 b dadan
2 3 M-M- 24 b dadan
2 3 M-M-2 24 b dadan
2 3 M-P 24 b dadan
2 3 P-A 24 b dadan
2 3 Z-M 24 b dadan
2 2 A-H 24 c dadan
2 2 F-E 24 c dadan
2 2 J 24 c dadan
2 2 M-B 24 c dadan
2 2 M-M 24 c dadan
2 2 N-B 24 c dadan
2 2 R-R 24 c dadan
2 2 A-R 24 c goftan
2 1 A-A 24 d dadan
2 1 D-M 24 d dadan
2 1 M-KH 24 d dadan
2 1 R 24 d dadan
2 1 Z-A 24 d dadan
2 1 M-A 24 d goftan
2 1 F-A 24 d hedie-dadan
2 1 E-K 24 d hedie-kardan
2 1 M-A 25 a dashtan
2 1 A-A 25 a goftan
2 1 D-M 25 a goftan
2 1 E-K 25 a goftan
2 1 F-A 25 a goftan
2 1 M-KH 25 a goftan
2 1 R 25 a goftan
2 1 Z-A 25 a goftan
2 4 D-S 25 b goftan
2 4 H-S 25 b goftan
2 4 M-H 25 b goftan
2 4 M-T 25 b goftan
2 4 M-V 25 b goftan
2 4 O-M 25 b goftan
2 4 S-M 25 b goftan
2 4 M-S 25 b yad-dadan
2 3 P-A 25 c dadan
2 3 A-J 25 c hedie-dadan
2 3 M-M-2 25 c hedie-dadan
2 3 M-P 25 c hedie-dadan
2 3 Z-M 25 c hedie-dadan
2 3 M-M- 25 c hedie-kardan
2 3 D-J 25 c neshan-dadan
2 3 M-A 25 c neshan-dadan
2 2 M-M 25 d bakhshidan
2 2 J 25 d dadan
2 2 M-B 25 d dadan
2 2 N-B 25 d dadan
2 2 A-R 25 d hedie-dadan
2 2 F-E 25 d hedie-dadan
2 2 R-R 25 d hedie-dadan
2 2 A-H 25 d hedie-kardan
2 2 A-H 26 a dashtan
2 2 A-R 26 a dashtan
2 2 F-E 26 a dashtan
2 2 M-B 26 a dashtan
2 2 M-M 26 a dashtan
2 2 N-B 26 a dashtan
2 2 R-R 26 a dashtan
2 2 J 26 a kardan
2 1 A-A 26 b dashtan
2 1 D-M 26 b dashtan
2 1 E-K 26 b dashtan
2 1 F-A 26 b dashtan
2 1 R 26 b dashtan
2 1 M-A 26 b kar-kardan
2 1 M-KH 26 b kardan
2 1 Z-A 26 b kardan
2 4 M-S 26 c ejra-kardan
2 4 M-V 26 c ejra-kardan
2 4 S-M 26 c ejra-kardan
2 4 D-S 26 c khandan
2 4 H-S 26 c khandan
2 4 M-T 26 c khandan
2 4 O-M 26 c khandan
2 4 M-H 26 c peida-kardan
2 3 A-J 26 d khandan
2 3 M-P 26 d khandan
2 3 P-A 26 d khandan
2 3 D-J 26 d neveshtan
2 3 M-A 26 d neveshtan
2 3 M-M- 26 d neveshtan
2 3 M-M-2 26 d neveshtan
2 3 Z-M 26 d neveshtan
2 3 A-J 27 a kardan
2 3 D-J 27 a kardan
2 3 M-A 27 a kardan
2 3 M-M- 27 a kardan
2 3 M-M-2 27 a kardan
2 3 M-P 27 a kardan
2 3 P-A 27 a kardan
2 3 Z-M 27 a kardan
2 2 M-B 27 b eradat-dashtan
2 2 A-H 27 b kardan
2 2 A-R 27 b kardan
2 2 F-E 27 b kardan
2 2 M-M 27 b kardan
2 2 N-B 27 b kardan
2 2 R-R 27 b kardan
2 2 J 27 b pishnehad-kardan
2 1 A-A 27 c goftan
2 1 D-M 27 c goftan
2 1 E-K 27 c goftan
2 1 F-A 27 c goftan
2 1 M-A 27 c goftan
2 1 M-KH 27 c goftan
2 1 R 27 c goftan
2 1 Z-A 27 c goftan
2 4 M-V 27 d dadan
2 4 D-S 27 d goftan
2 4 H-S 27 d goftan
2 4 M-H 27 d goftan
2 4 M-T 27 d goftan
2 4 O-M 27 d goftan
2 4 M-S 27 d nesar-kardan
2 4 S-M 27 d nesar-kardan
2 4 M-V 28 a dashtan
2 4 D-S 28 a kardan
2 4 H-S 28 a kardan
2 4 M-H 28 a kardan
2 4 M-S 28 a kardan
2 4 M-T 28 a kardan
2 4 O-M 28 a kardan
2 4 S-M 28 a kardan
2 3 A-J 28 b dashtan
2 3 D-J 28 b dashtan
2 3 M-A 28 b dashtan
2 3 M-M- 28 b dashtan
2 3 M-M-2 28 b kardan
2 3 M-P 28 b kardan
2 3 P-A 28 b kardan
2 3 Z-M 28 b kardan
2 2 F-E 28 c ejra-kardan
2 2 J 28 c kar-kardan
2 2 N-B 28 c sakhtan
2 2 A-H 28 c zadan
2 2 A-R 28 c zadan
2 2 M-B 28 c zadan
2 2 M-M 28 c zadan
2 2 R-R 28 c zadan
2 1 A-A 28 d khandan
2 1 D-M 28 d khandan
2 1 E-K 28 d tamrin-kardan
2 1 F-A 28 d tamrin-kardan
2 1 Z-A 28 d tamrin-kardan
2 1 M-KH 28 d zadan
2 1 R 28 d zadan
2 1 M-A 28 d zemzeme-kardan
2 1 A-A 29 a dashtan
2 1 M-A 29 a dashtan
2 1 M-KH 29 a dashtan
2 1 R 29 a dashtan
2 1 D-M 29 a zadan
2 1 E-K 29 a zadan
2 1 F-A 29 a zadan
2 1 Z-A 29 a zadan
2 4 M-H 29 b dashtan
2 4 M-T 29 b dashtan
2 4 S-M 29 b dashtan
2 4 D-S 29 b zadan
2 4 H-S 29 b zadan
2 4 M-S 29 b zadan
2 4 M-V 29 b zadan
2 4 O-M 29 b zadan
2 3 M-M- 29 c aghaz-kardan
2 3 Z-M 29 c dashtan
2 3 D-J 29 c kardan
2 3 A-J 29 c raftan
2 3 M-A 29 c raftan
2 3 M-M-2 29 c raftan
2 3 M-P 29 c raftan
2 3 P-A 29 c raftan
2 2 F-E 29 d dashtan
2 2 M-B 29 d dashtan
2 2 M-M 29 d dashtan
2 2 N-B 29 d dashtan
2 2 R-R 29 d dashtan
2 2 A-R 29 d raftan
2 2 A-H 29 d tartib-dadan
2 2 J 29 d tartib-dadan
2 2 R-R 30 a dashtan
2 2 A-H 30 a zadan
2 2 A-R 30 a zadan
2 2 F-E 30 a zadan
2 2 J 30 a zadan
2 2 M-B 30 a zadan
2 2 M-M 30 a zadan
2 2 N-B 30 a zadan
2 1 A-A 30 b dashtan
2 1 E-K 30 b dashtan
2 1 F-A 30 b dashtan
2 1 M-A 30 b dashtan
2 1 M-KH 30 b dashtan
2 1 D-M 30 b zadan
2 1 R 30 b zadan
2 1 Z-A 30 b zadan
2 4 H-S 30 c sakhtan
2 4 D-S 30 c shenidan
2 4 M-H 30 c shenidan
2 4 M-S 30 c shenidan
2 4 M-T 30 c shenidan
2 4 M-V 30 c shenidan
2 4 O-M 30 c shenidan
2 4 S-M 30 c shenidan
2 3 D-J 30 d danestan
2 3 A-J 30 d shenidan
2 3 M-A 30 d shenidan
2 3 M-M- 30 d shenidan
2 3 M-M-2 30 d shenidan
2 3 M-P 30 d shenidan
2 3 P-A 30 d shenidan
2 3 Z-M 30 d shenidan
2 3 M-A 31 a dashtan
2 3 A-J 31 a kardan
2 3 D-J 31 a kardan
2 3 M-M- 31 a kardan
2 3 M-M-2 31 a kardan
2 3 M-P 31 a kardan
2 3 P-A 31 a kardan
2 3 Z-M 31 a kardan
2 2 F-E 31 b dashtan
2 2 A-H 31 b kardan
2 2 A-R 31 b kardan
2 2 J 31 b kardan
2 2 M-B 31 b kardan
2 2 M-M 31 b kardan
2 2 N-B 31 b kardan
2 2 R-R 31 b kardan
2 1 A-A 31 c dadan
2 1 E-K 31 c dadan
2 1 D-M 31 c dashtan
2 1 F-A 31 c dashtan
2 1 Z-A 31 c dashtan
2 1 M-KH 31 c goftan
2 1 R 31 c neveshtan
2 1 M-A 31 c shenidan
2 4 D-S 31 d avardan
2 4 M-S 31 d dadan
2 4 M-T 31 d dashtan
2 4 O-M 31 d dashtan
2 4 S-M 31 d dashtan
2 4 H-S 31 d gereftan
2 4 M-H 31 d goftan
2 4 M-V 31 d shenidan
2 4 D-S 32 a dashtan
2 4 H-S 32 a dashtan
2 4 M-H 32 a dashtan
2 4 M-T 32 a dashtan
2 4 M-V 32 a dashtan
2 4 O-M 32 a dashtan
2 4 S-M 32 a dashtan
2 4 M-S 32 a peida-kardan
2 3 M-M-2 32 b bazgu-kardan
2 3 A-J 32 b dashtan
2 3 D-J 32 b dashtan
2 3 M-A 32 b dashtan
2 3 M-M- 32 b dashtan
2 3 M-P 32 b dashtan
2 3 P-A 32 b dashtan
2 3 Z-M 32 b peida-kardan
2 2 A-R 32 c fahmidan
2 2 A-H 32 c goftan
2 2 J 32 c goftan
2 2 M-B 32 c goftan
2 2 M-M 32 c goftan
2 2 N-B 32 c goftan
2 2 R-R 32 c goftan
2 2 F-E 32 c porsidan
2 1 E-K 32 d danestan
2 1 F-A 32 d danestan
2 1 M-KH 32 d danestan
2 1 M-A 32 d fash-kardan
2 1 A-A 32 d goftan
2 1 D-M 32 d goftan
2 1 Z-A 32 d goftan
2 1 R 32 d tarif-kardan
2 1 D-M 33 a dadan
2 1 A-A 33 a dashtan
2 1 F-A 33 a dashtan
2 1 M-KH 33 a dashtan
2 1 R 33 a dashtan
2 1 Z-A 33 a dashtan
2 1 M-A 33 a goftan
2 1 E-K 33 a kardan
2 4 H-S 33 b dashtan
2 4 M-S 33 b dashtan
2 4 M-T 33 b dashtan
2 4 D-S 33 b erae-dadan
2 4 M-H 33 b kardan
2 4 M-V 33 b kardan
2 4 O-M 33 b kardan
2 4 S-M 33 b kardan
2 3 M-A 33 c andishidan
2 3 M-M-2 33 c andishidan
2 3 M-M- 33 c dashtan
2 3 M-P 33 c dashtan
2 3 Z-M 33 c dashtan
2 3 A-J 33 c peida-kardan
2 3 D-J 33 c peida-kardan
2 3 P-A 33 c peida-kardan
2 2 A-H 33 d dashtan
2 2 A-R 33 d dashtan
2 2 M-M 33 d dashtan
2 2 N-B 33 d dashtan
2 2 R-R 33 d dashtan
2 2 F-E 33 d kardan
2 2 J 33 d kardan
2 2 M-B 33 d kardan
2 2 A-H 34 a kardan
2 2 A-R 34 a kardan
2 2 J 34 a kardan
2 2 M-B 34 a kardan
2 2 N-B 34 a kardan
2 2 R-R 34 a kardan
2 2 F-E 34 a mortakeb-shodan
2 2 M-M 34 a mortakeb-shodan
2 1 F-A 34 b ghezavat-kardan
2 1 A-A 34 b kardan
2 1 D-M 34 b kardan
2 1 E-K 34 b kardan
2 1 M-A 34 b kardan
2 1 M-KH 34 b kardan
2 1 R 34 b kardan
2 1 Z-A 34 b kardan
2 4 H-S 34 c goftan
2 4 M-T 34 c goftan
2 4 M-V 34 c goftan
2 4 S-M 34 c goftan
2 4 M-S 34 c kashf-kardan
2 4 D-S 34 c matrah-kardan
2 4 O-M 34 c onvan-kardan
2 4 M-H 34 c penhan-kardan
2 3 M-P 34 d be-yad-dashtan
2 3 A-J 34 d goftan
2 3 D-J 34 d goftan
2 3 M-A 34 d goftan
2 3 M-M-2 34 d goftan
2 3 P-A 34 d goftan
2 3 Z-M 34 d goftan
2 3 M-M- 34 d tarif-kardan
2 3 A-J 35 a gereftan
2 3 D-J 35 a gereftan
2 3 M-A 35 a gereftan
2 3 M-M- 35 a gereftan
2 3 M-M-2 35 a gereftan
2 3 M-P 35 a gereftan
2 3 P-A 35 a gereftan
2 3 Z-M 35 a gereftan
2 2 R-R 35 b dashtan
2 2 A-H 35 b gereftan
2 2 A-R 35 b gereftan
2 2 F-E 35 b gereftan
2 2 J 35 b gereftan
2 2 M-B 35 b gereftan
2 2 M-M 35 b gereftan
2 2 N-B 35 b gereftan
2 1 R 35 c baian-kardan
2 1 A-A 35 c goftan
2 1 D-M 35 c goftan
2 1 E-K 35 c goftan
2 1 F-A 35 c goftan
2 1 M-A 35 c goftan
2 1 M-KH 35 c goftan
2 1 Z-A 35 c goftan
2 4 M-H 35 d danestan
2 4 M-V 35 d danestan
2 4 H-S 35 d fahmidan
2 4 M-T 35 d goftan
2 4 M-S 35 d kashf-kardan
2 4 D-S 35 d matrah-kardan
2 4 O-M 35 d motevajeh-shodan
2 4 S-M 35 d shenidan
2 4 M-S 36 a erae-kardan
2 4 D-S 36 a kardan
2 4 H-S 36 a kardan
2 4 M-H 36 a kardan
2 4 M-T 36 a kardan
2 4 M-V 36 a kardan
2 4 O-M 36 a kardan
2 4 S-M 36 a kardan
2 3 M-P 36 b baian-kardan
2 3 Z-M 36 b baian-kardan
2 3 A-J 36 b kardan
2 3 D-J 36 b kardan
2 3 M-A 36 b kardan
2 3 M-M- 36 b kardan
2 3 M-M-2 36 b kardan
2 3 P-A 36 b kardan
2 2 N-B 36 c dadan
2 2 R-R 36 c dadan
2 2 A-H 36 c emza-kardan
2 2 F-E 36 c erae-kardan
2 2 M-B 36 c ghera'at-kardan
2 2 J 36 c khandan
2 2 M-M 36 c khandan
2 2 A-R 36 c tanzim-kardan
2 1 M-KH 36 d baian-kardan
2 1 Z-A 36 d emza-kardan
2 1 A-A 36 d erae-kardan
2 1 E-K 36 d erae-kardan
2 1 M-A 36 d ghera'at-kardan
2 1 R 36 d ghera'at-kardan
2 1 F-A 36 d khandan
2 1 D-M 36 d takmil-kardan
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
