"subject" "item" "condition" "RT" "correct" "roi" "expt"
"429" "e1_11" 14 "d" 482 "1" "de" "e1"
"430" "e1_11" 14 "d" 434 "1" "MainO" "e1"
"431" "e1_11" 14 "d" 379 "1" "MainV" "e1"
"432" "e1_11" 14 "d" 5592 "1" "RCV" "e1"
"433" "e1_11" 14 "d" 419 "1" "RCNP" "e1"
"434" "e1_11" 15 "a" 371 "1" "MainV" "e1"
"435" "e1_11" 15 "a" 244 "1" "de" "e1"
"436" "e1_11" 15 "a" 378 "1" "Adv" "e1"
"437" "e1_11" 15 "a" 291 "1" "headnoun" "e1"
"438" "e1_11" 15 "a" 299 "1" "MainO" "e1"
"439" "e1_11" 15 "a" 363 "1" "RCNP" "e1"
"440" "e1_11" 15 "a" 307 "1" "RCV" "e1"
"441" "e1_11" 16 "b" 530 "0" "Adv" "e1"
"442" "e1_11" 16 "b" 387 "0" "RCV" "e1"
"443" "e1_11" 16 "b" 338 "0" "MainV" "e1"
"444" "e1_11" 16 "b" 618 "0" "MainO" "e1"
"445" "e1_11" 16 "b" 363 "0" "CL" "e1"
"446" "e1_11" 16 "b" 1453 "0" "headnoun" "e1"
