"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int" "g" "i" "gxi" "lang" "method"
"90" "NP3" 11 "e1" 1 "c" 8 "peasant" "rt" 1466 "ungram" "hi" -1 1 -1 "english" "spr"
"96" "NP3" 11 "e1" 13 "c" 8 "worker" "rt" 1212 "ungram" "hi" -1 1 -1 "english" "spr"
"98" "NP3" 12 "e1" 4 "c" 8 "professor" "rt" 1571 "ungram" "hi" -1 1 -1 "english" "spr"
"100" "NP3" 12 "e1" 9 "d" 8 "bystander" "rt" 1570 "ungram" "lo" -1 -1 1 "english" "spr"
"102" "NP3" 12 "e1" 15 "b" 8 "peasant" "rt" 1955 "gram" "lo" 1 -1 -1 "english" "spr"
"104" "NP3" 12 "e1" 7 "b" 8 "stranger" "rt" 1610 "gram" "lo" 1 -1 -1 "english" "spr"
"106" "NP3" 12 "e1" 2 "a" 8 "sister" "rt" 1522 "gram" "hi" 1 1 1 "english" "spr"
"110" "NP3" 12 "e1" 6 "a" 8 "conductor" "rt" 1706 "gram" "hi" 1 1 1 "english" "spr"
"112" "NP3" 12 "e1" 13 "d" 8 "worker" "rt" 1626 "ungram" "lo" -1 -1 1 "english" "spr"
"114" "NP3" 12 "e1" 1 "d" 8 "peasant" "rt" 1444 "ungram" "lo" -1 -1 1 "english" "spr"
"116" "NP3" 12 "e1" 16 "c" 8 "friend" "rt" 1235 "ungram" "hi" -1 1 -1 "english" "spr"
"118" "NP3" 12 "e1" 5 "d" 8 "father" "rt" 1068 "ungram" "lo" -1 -1 1 "english" "spr"
"122" "NP3" 12 "e1" 8 "c" 8 "doctor" "rt" 1532 "ungram" "hi" -1 1 -1 "english" "spr"
"124" "NP3" 12 "e1" 10 "a" 8 "guard" "rt" 1275 "gram" "hi" 1 1 1 "english" "spr"
"128" "NP3" 12 "e1" 3 "b" 8 "foreman" "rt" 1492 "gram" "lo" 1 -1 -1 "english" "spr"
"130" "NP3" 8 "e1" 13 "d" 8 "worker" "rt" 595 "ungram" "lo" -1 -1 1 "english" "spr"
"136" "NP3" 8 "e1" 3 "b" 8 "foreman" "rt" 1052 "gram" "lo" 1 -1 -1 "english" "spr"
"138" "NP3" 8 "e1" 9 "d" 8 "bystander" "rt" 451 "ungram" "lo" -1 -1 1 "english" "spr"
"140" "NP3" 8 "e1" 16 "c" 8 "friend" "rt" 660 "ungram" "hi" -1 1 -1 "english" "spr"
"142" "NP3" 8 "e1" 12 "c" 8 "teacher" "rt" 396 "ungram" "hi" -1 1 -1 "english" "spr"
"144" "NP3" 8 "e1" 2 "a" 8 "sister" "rt" 347 "gram" "hi" 1 1 1 "english" "spr"
"146" "NP3" 8 "e1" 7 "b" 8 "stranger" "rt" 362 "gram" "lo" 1 -1 -1 "english" "spr"
"148" "NP3" 8 "e1" 5 "d" 8 "father" "rt" 820 "ungram" "lo" -1 -1 1 "english" "spr"
"150" "NP3" 8 "e1" 1 "d" 8 "peasant" "rt" 411 "ungram" "lo" -1 -1 1 "english" "spr"
"152" "NP3" 8 "e1" 15 "b" 8 "peasant" "rt" 403 "gram" "lo" 1 -1 -1 "english" "spr"
"154" "NP3" 8 "e1" 14 "a" 8 "spy" "rt" 1060 "gram" "hi" 1 1 1 "english" "spr"
"156" "NP3" 8 "e1" 8 "c" 8 "doctor" "rt" 675 "ungram" "hi" -1 1 -1 "english" "spr"
"158" "NP3" 8 "e1" 6 "a" 8 "conductor" "rt" 443 "gram" "hi" 1 1 1 "english" "spr"
"160" "NP3" 8 "e1" 4 "c" 8 "professor" "rt" 628 "ungram" "hi" -1 1 -1 "english" "spr"
"162" "NP3" 13 "e1" 12 "d" 8 "teacher" "rt" 1108 "ungram" "lo" -1 -1 1 "english" "spr"
"164" "NP3" 13 "e1" 3 "c" 8 "foreman" "rt" 1012 "ungram" "hi" -1 1 -1 "english" "spr"
"166" "NP3" 13 "e1" 10 "b" 8 "guard" "rt" 996 "gram" "lo" 1 -1 -1 "english" "spr"
"168" "NP3" 13 "e1" 13 "a" 8 "worker" "rt" 1148 "gram" "hi" 1 1 1 "english" "spr"
"170" "NP3" 13 "e1" 2 "b" 8 "sister" "rt" 1107 "gram" "lo" 1 -1 -1 "english" "spr"
"172" "NP3" 13 "e1" 7 "c" 8 "stranger" "rt" 1323 "ungram" "hi" -1 1 -1 "english" "spr"
"174" "NP3" 13 "e1" 6 "b" 8 "conductor" "rt" 1027 "gram" "lo" 1 -1 -1 "english" "spr"
"176" "NP3" 13 "e1" 15 "c" 8 "peasant" "rt" 1163 "ungram" "hi" -1 1 -1 "english" "spr"
"178" "NP3" 13 "e1" 5 "a" 8 "father" "rt" 908 "gram" "hi" 1 1 1 "english" "spr"
"180" "NP3" 13 "e1" 14 "b" 8 "spy" "rt" 1116 "gram" "lo" 1 -1 -1 "english" "spr"
"182" "NP3" 13 "e1" 4 "d" 8 "professor" "rt" 1012 "ungram" "lo" -1 -1 1 "english" "spr"
"184" "NP3" 13 "e1" 8 "d" 8 "doctor" "rt" 835 "ungram" "lo" -1 -1 1 "english" "spr"
"186" "NP3" 13 "e1" 16 "d" 8 "friend" "rt" 844 "ungram" "lo" -1 -1 1 "english" "spr"
"190" "NP3" 13 "e1" 9 "a" 8 "bystander" "rt" 980 "gram" "hi" 1 1 1 "english" "spr"
"192" "NP3" 13 "e1" 1 "a" 8 "peasant" "rt" 844 "gram" "hi" 1 1 1 "english" "spr"
"198" "NP3" 14 "e1" 8 "a" 8 "doctor" "rt" 1593 "gram" "hi" 1 1 1 "english" "spr"
"200" "NP3" 14 "e1" 15 "d" 8 "peasant" "rt" 979 "ungram" "lo" -1 -1 1 "english" "spr"
"202" "NP3" 14 "e1" 6 "c" 8 "conductor" "rt" 1067 "ungram" "hi" -1 1 -1 "english" "spr"
"204" "NP3" 14 "e1" 2 "c" 8 "sister" "rt" 1348 "ungram" "hi" -1 1 -1 "english" "spr"
"206" "NP3" 14 "e1" 5 "b" 8 "father" "rt" 1203 "gram" "lo" 1 -1 -1 "english" "spr"
"208" "NP3" 14 "e1" 14 "c" 8 "spy" "rt" 827 "ungram" "hi" -1 1 -1 "english" "spr"
"210" "NP3" 14 "e1" 4 "a" 8 "professor" "rt" 1067 "gram" "hi" 1 1 1 "english" "spr"
"212" "NP3" 14 "e1" 13 "b" 8 "worker" "rt" 787 "gram" "lo" 1 -1 -1 "english" "spr"
"214" "NP3" 14 "e1" 16 "a" 8 "friend" "rt" 1323 "gram" "hi" 1 1 1 "english" "spr"
"216" "NP3" 14 "e1" 9 "b" 8 "bystander" "rt" 1235 "gram" "lo" 1 -1 -1 "english" "spr"
"218" "NP3" 14 "e1" 7 "d" 8 "stranger" "rt" 963 "ungram" "lo" -1 -1 1 "english" "spr"
"220" "NP3" 14 "e1" 1 "b" 8 "peasant" "rt" 1092 "gram" "lo" 1 -1 -1 "english" "spr"
"222" "NP3" 14 "e1" 3 "d" 8 "foreman" "rt" 939 "ungram" "lo" -1 -1 1 "english" "spr"
"224" "NP3" 14 "e1" 10 "c" 8 "guard" "rt" 867 "ungram" "hi" -1 1 -1 "english" "spr"
"228" "NP3" 15 "e1" 15 "a" 8 "peasant" "rt" 891 "gram" "hi" 1 1 1 "english" "spr"
"230" "NP3" 15 "e1" 3 "a" 8 "foreman" "rt" 723 "gram" "hi" 1 1 1 "english" "spr"
"232" "NP3" 15 "e1" 9 "c" 8 "bystander" "rt" 1068 "ungram" "hi" -1 1 -1 "english" "spr"
"234" "NP3" 15 "e1" 7 "a" 8 "stranger" "rt" 763 "gram" "hi" 1 1 1 "english" "spr"
"236" "NP3" 15 "e1" 16 "b" 8 "friend" "rt" 835 "gram" "lo" 1 -1 -1 "english" "spr"
"238" "NP3" 15 "e1" 5 "c" 8 "father" "rt" 836 "ungram" "hi" -1 1 -1 "english" "spr"
"240" "NP3" 15 "e1" 13 "c" 8 "worker" "rt" 722 "ungram" "hi" -1 1 -1 "english" "spr"
"242" "NP3" 15 "e1" 8 "b" 8 "doctor" "rt" 692 "gram" "lo" 1 -1 -1 "english" "spr"
"244" "NP3" 15 "e1" 14 "d" 8 "spy" "rt" 747 "ungram" "lo" -1 -1 1 "english" "spr"
"246" "NP3" 15 "e1" 4 "b" 8 "professor" "rt" 1546 "gram" "lo" 1 -1 -1 "english" "spr"
"248" "NP3" 15 "e1" 10 "d" 8 "guard" "rt" 787 "ungram" "lo" -1 -1 1 "english" "spr"
"252" "NP3" 15 "e1" 12 "b" 8 "teacher" "rt" 836 "gram" "lo" 1 -1 -1 "english" "spr"
"254" "NP3" 15 "e1" 6 "d" 8 "conductor" "rt" 1355 "ungram" "lo" -1 -1 1 "english" "spr"
"258" "NP3" 16 "e1" 13 "d" 8 "worker" "rt" 1035 "ungram" "lo" -1 -1 1 "english" "spr"
"260" "NP3" 16 "e1" 12 "c" 8 "teacher" "rt" 772 "ungram" "hi" -1 1 -1 "english" "spr"
"262" "NP3" 16 "e1" 2 "a" 8 "sister" "rt" 1259 "gram" "hi" 1 1 1 "english" "spr"
"264" "NP3" 16 "e1" 7 "b" 8 "stranger" "rt" 907 "gram" "lo" 1 -1 -1 "english" "spr"
"272" "NP3" 16 "e1" 8 "c" 8 "doctor" "rt" 1228 "ungram" "hi" -1 1 -1 "english" "spr"
"274" "NP3" 16 "e1" 5 "d" 8 "father" "rt" 764 "ungram" "lo" -1 -1 1 "english" "spr"
"276" "NP3" 16 "e1" 16 "c" 8 "friend" "rt" 794 "ungram" "hi" -1 1 -1 "english" "spr"
"278" "NP3" 16 "e1" 9 "d" 8 "bystander" "rt" 1187 "ungram" "lo" -1 -1 1 "english" "spr"
"280" "NP3" 16 "e1" 4 "c" 8 "professor" "rt" 994 "ungram" "hi" -1 1 -1 "english" "spr"
"282" "NP3" 16 "e1" 15 "b" 8 "peasant" "rt" 996 "gram" "lo" 1 -1 -1 "english" "spr"
"284" "NP3" 16 "e1" 1 "d" 8 "peasant" "rt" 811 "ungram" "lo" -1 -1 1 "english" "spr"
"286" "NP3" 16 "e1" 10 "a" 8 "guard" "rt" 1059 "gram" "hi" 1 1 1 "english" "spr"
"288" "NP3" 16 "e1" 3 "b" 8 "foreman" "rt" 1699 "gram" "lo" 1 -1 -1 "english" "spr"
"290" "NP3" 17 "e1" 4 "d" 8 "professor" "rt" 1235 "ungram" "lo" -1 -1 1 "english" "spr"
"292" "NP3" 17 "e1" 5 "a" 8 "father" "rt" 1731 "gram" "hi" 1 1 1 "english" "spr"
"294" "NP3" 17 "e1" 16 "d" 8 "friend" "rt" 1667 "ungram" "lo" -1 -1 1 "english" "spr"
"298" "NP3" 17 "e1" 3 "c" 8 "foreman" "rt" 1508 "ungram" "hi" -1 1 -1 "english" "spr"
"300" "NP3" 17 "e1" 9 "a" 8 "bystander" "rt" 1538 "gram" "hi" 1 1 1 "english" "spr"
"304" "NP3" 17 "e1" 8 "d" 8 "doctor" "rt" 1315 "ungram" "lo" -1 -1 1 "english" "spr"
"306" "NP3" 17 "e1" 7 "c" 8 "stranger" "rt" 1059 "ungram" "hi" -1 1 -1 "english" "spr"
"308" "NP3" 17 "e1" 10 "b" 8 "guard" "rt" 1259 "gram" "lo" 1 -1 -1 "english" "spr"
"310" "NP3" 17 "e1" 13 "a" 8 "worker" "rt" 1627 "gram" "hi" 1 1 1 "english" "spr"
"312" "NP3" 17 "e1" 6 "b" 8 "conductor" "rt" 1658 "gram" "lo" 1 -1 -1 "english" "spr"
"314" "NP3" 17 "e1" 2 "b" 8 "sister" "rt" 1052 "gram" "lo" 1 -1 -1 "english" "spr"
"316" "NP3" 17 "e1" 15 "c" 8 "peasant" "rt" 1355 "ungram" "hi" -1 1 -1 "english" "spr"
"320" "NP3" 17 "e1" 12 "d" 8 "teacher" "rt" 1140 "ungram" "lo" -1 -1 1 "english" "spr"
"322" "NP3" 18 "e1" 6 "c" 8 "conductor" "rt" 1754 "ungram" "hi" -1 1 -1 "english" "spr"
"324" "NP3" 18 "e1" 5 "b" 8 "father" "rt" 731 "gram" "lo" 1 -1 -1 "english" "spr"
"328" "NP3" 18 "e1" 12 "a" 8 "teacher" "rt" 1012 "gram" "hi" 1 1 1 "english" "spr"
"330" "NP3" 18 "e1" 4 "a" 8 "professor" "rt" 1347 "gram" "hi" 1 1 1 "english" "spr"
"334" "NP3" 18 "e1" 1 "b" 8 "peasant" "rt" 787 "gram" "lo" 1 -1 -1 "english" "spr"
"336" "NP3" 18 "e1" 3 "d" 8 "foreman" "rt" 1411 "ungram" "lo" -1 -1 1 "english" "spr"
"340" "NP3" 18 "e1" 7 "d" 8 "stranger" "rt" 811 "ungram" "lo" -1 -1 1 "english" "spr"
"344" "NP3" 18 "e1" 13 "b" 8 "worker" "rt" 763 "gram" "lo" 1 -1 -1 "english" "spr"
"346" "NP3" 18 "e1" 16 "a" 8 "friend" "rt" 1356 "gram" "hi" 1 1 1 "english" "spr"
"348" "NP3" 18 "e1" 15 "d" 8 "peasant" "rt" 764 "ungram" "lo" -1 -1 1 "english" "spr"
"350" "NP3" 18 "e1" 2 "c" 8 "sister" "rt" 659 "ungram" "hi" -1 1 -1 "english" "spr"
"352" "NP3" 18 "e1" 14 "c" 8 "spy" "rt" 731 "ungram" "hi" -1 1 -1 "english" "spr"
"354" "NP3" 19 "e1" 9 "c" 8 "bystander" "rt" 1763 "ungram" "hi" -1 1 -1 "english" "spr"
"356" "NP3" 19 "e1" 10 "d" 8 "guard" "rt" 1707 "ungram" "lo" -1 -1 1 "english" "spr"
"358" "NP3" 19 "e1" 3 "a" 8 "foreman" "rt" 820 "gram" "hi" 1 1 1 "english" "spr"
"360" "NP3" 19 "e1" 13 "c" 8 "worker" "rt" 1115 "ungram" "hi" -1 1 -1 "english" "spr"
"370" "NP3" 19 "e1" 14 "d" 8 "spy" "rt" 1612 "ungram" "lo" -1 -1 1 "english" "spr"
"372" "NP3" 19 "e1" 8 "b" 8 "doctor" "rt" 972 "gram" "lo" 1 -1 -1 "english" "spr"
"374" "NP3" 19 "e1" 15 "a" 8 "peasant" "rt" 915 "gram" "hi" 1 1 1 "english" "spr"
"376" "NP3" 19 "e1" 16 "b" 8 "friend" "rt" 716 "gram" "lo" 1 -1 -1 "english" "spr"
"380" "NP3" 19 "e1" 7 "a" 8 "stranger" "rt" 1052 "gram" "hi" 1 1 1 "english" "spr"
"382" "NP3" 19 "e1" 12 "b" 8 "teacher" "rt" 994 "gram" "lo" 1 -1 -1 "english" "spr"
"384" "NP3" 19 "e1" 6 "d" 8 "conductor" "rt" 436 "ungram" "lo" -1 -1 1 "english" "spr"
"386" "NP3" 2 "e1" 4 "a" 8 "professor" "rt" 379 "gram" "hi" 1 1 1 "english" "spr"
"388" "NP3" 2 "e1" 5 "b" 8 "father" "rt" 475 "gram" "lo" 1 -1 -1 "english" "spr"
"390" "NP3" 2 "e1" 12 "a" 8 "teacher" "rt" 1411 "gram" "hi" 1 1 1 "english" "spr"
"392" "NP3" 2 "e1" 6 "c" 8 "conductor" "rt" 587 "ungram" "hi" -1 1 -1 "english" "spr"
"394" "NP3" 2 "e1" 2 "c" 8 "sister" "rt" 540 "ungram" "hi" -1 1 -1 "english" "spr"
"396" "NP3" 2 "e1" 3 "d" 8 "foreman" "rt" 476 "ungram" "lo" -1 -1 1 "english" "spr"
"398" "NP3" 2 "e1" 1 "b" 8 "peasant" "rt" 539 "gram" "lo" 1 -1 -1 "english" "spr"
"400" "NP3" 2 "e1" 14 "c" 8 "spy" "rt" 1108 "ungram" "hi" -1 1 -1 "english" "spr"
"402" "NP3" 2 "e1" 15 "d" 8 "peasant" "rt" 619 "ungram" "lo" -1 -1 1 "english" "spr"
"404" "NP3" 2 "e1" 9 "b" 8 "bystander" "rt" 427 "gram" "lo" 1 -1 -1 "english" "spr"
"406" "NP3" 2 "e1" 10 "c" 8 "guard" "rt" 540 "ungram" "hi" -1 1 -1 "english" "spr"
"408" "NP3" 2 "e1" 16 "a" 8 "friend" "rt" 498 "gram" "hi" 1 1 1 "english" "spr"
"410" "NP3" 2 "e1" 7 "d" 8 "stranger" "rt" 428 "ungram" "lo" -1 -1 1 "english" "spr"
"414" "NP3" 2 "e1" 8 "a" 8 "doctor" "rt" 378 "gram" "hi" 1 1 1 "english" "spr"
"416" "NP3" 2 "e1" 13 "b" 8 "worker" "rt" 611 "gram" "lo" 1 -1 -1 "english" "spr"
"420" "NP3" 20 "e1" 2 "a" 8 "sister" "rt" 748 "gram" "hi" 1 1 1 "english" "spr"
"422" "NP3" 20 "e1" 14 "a" 8 "spy" "rt" 1180 "gram" "hi" 1 1 1 "english" "spr"
"424" "NP3" 20 "e1" 13 "d" 8 "worker" "rt" 1020 "ungram" "lo" -1 -1 1 "english" "spr"
"426" "NP3" 20 "e1" 6 "a" 8 "conductor" "rt" 1251 "gram" "hi" 1 1 1 "english" "spr"
"428" "NP3" 20 "e1" 10 "a" 8 "guard" "rt" 1148 "gram" "hi" 1 1 1 "english" "spr"
"432" "NP3" 20 "e1" 7 "b" 8 "stranger" "rt" 1883 "gram" "lo" 1 -1 -1 "english" "spr"
"436" "NP3" 20 "e1" 5 "d" 8 "father" "rt" 1626 "ungram" "lo" -1 -1 1 "english" "spr"
"438" "NP3" 20 "e1" 16 "c" 8 "friend" "rt" 1643 "ungram" "hi" -1 1 -1 "english" "spr"
"440" "NP3" 20 "e1" 12 "c" 8 "teacher" "rt" 1699 "ungram" "hi" -1 1 -1 "english" "spr"
"442" "NP3" 20 "e1" 8 "c" 8 "doctor" "rt" 1323 "ungram" "hi" -1 1 -1 "english" "spr"
"444" "NP3" 20 "e1" 4 "c" 8 "professor" "rt" 755 "ungram" "hi" -1 1 -1 "english" "spr"
"446" "NP3" 20 "e1" 3 "b" 8 "foreman" "rt" 1107 "gram" "lo" 1 -1 -1 "english" "spr"
"448" "NP3" 20 "e1" 15 "b" 8 "peasant" "rt" 1107 "gram" "lo" 1 -1 -1 "english" "spr"
"450" "NP3" 21 "e1" 14 "b" 8 "spy" "rt" 764 "gram" "lo" 1 -1 -1 "english" "spr"
"452" "NP3" 21 "e1" 13 "a" 8 "worker" "rt" 787 "gram" "hi" 1 1 1 "english" "spr"
"454" "NP3" 21 "e1" 16 "d" 8 "friend" "rt" 588 "ungram" "lo" -1 -1 1 "english" "spr"
"456" "NP3" 21 "e1" 3 "c" 8 "foreman" "rt" 747 "ungram" "hi" -1 1 -1 "english" "spr"
"458" "NP3" 21 "e1" 12 "d" 8 "teacher" "rt" 444 "ungram" "lo" -1 -1 1 "english" "spr"
"460" "NP3" 21 "e1" 1 "a" 8 "peasant" "rt" 588 "gram" "hi" 1 1 1 "english" "spr"
"462" "NP3" 21 "e1" 10 "b" 8 "guard" "rt" 1219 "gram" "lo" 1 -1 -1 "english" "spr"
"464" "NP3" 21 "e1" 7 "c" 8 "stranger" "rt" 540 "ungram" "hi" -1 1 -1 "english" "spr"
"468" "NP3" 21 "e1" 2 "b" 8 "sister" "rt" 404 "gram" "lo" 1 -1 -1 "english" "spr"
"470" "NP3" 21 "e1" 5 "a" 8 "father" "rt" 660 "gram" "hi" 1 1 1 "english" "spr"
"472" "NP3" 21 "e1" 15 "c" 8 "peasant" "rt" 443 "ungram" "hi" -1 1 -1 "english" "spr"
"474" "NP3" 21 "e1" 6 "b" 8 "conductor" "rt" 731 "gram" "lo" 1 -1 -1 "english" "spr"
"476" "NP3" 21 "e1" 4 "d" 8 "professor" "rt" 388 "ungram" "lo" -1 -1 1 "english" "spr"
"478" "NP3" 21 "e1" 8 "d" 8 "doctor" "rt" 715 "ungram" "lo" -1 -1 1 "english" "spr"
"480" "NP3" 21 "e1" 9 "a" 8 "bystander" "rt" 587 "gram" "hi" 1 1 1 "english" "spr"
"486" "NP3" 22 "e1" 4 "a" 8 "professor" "rt" 1387 "gram" "hi" 1 1 1 "english" "spr"
"488" "NP3" 22 "e1" 2 "c" 8 "sister" "rt" 1258 "ungram" "hi" -1 1 -1 "english" "spr"
"490" "NP3" 22 "e1" 1 "b" 8 "peasant" "rt" 1786 "gram" "lo" 1 -1 -1 "english" "spr"
"492" "NP3" 22 "e1" 15 "d" 8 "peasant" "rt" 1275 "ungram" "lo" -1 -1 1 "english" "spr"
"494" "NP3" 22 "e1" 10 "c" 8 "guard" "rt" 1268 "ungram" "hi" -1 1 -1 "english" "spr"
"496" "NP3" 22 "e1" 9 "b" 8 "bystander" "rt" 1579 "gram" "lo" 1 -1 -1 "english" "spr"
"498" "NP3" 22 "e1" 13 "b" 8 "worker" "rt" 1034 "gram" "lo" 1 -1 -1 "english" "spr"
"500" "NP3" 22 "e1" 6 "c" 8 "conductor" "rt" 1027 "ungram" "hi" -1 1 -1 "english" "spr"
"502" "NP3" 22 "e1" 14 "c" 8 "spy" "rt" 1075 "ungram" "hi" -1 1 -1 "english" "spr"
"504" "NP3" 22 "e1" 5 "b" 8 "father" "rt" 1019 "gram" "lo" 1 -1 -1 "english" "spr"
"506" "NP3" 22 "e1" 7 "d" 8 "stranger" "rt" 883 "ungram" "lo" -1 -1 1 "english" "spr"
"508" "NP3" 22 "e1" 3 "d" 8 "foreman" "rt" 1036 "ungram" "lo" -1 -1 1 "english" "spr"
"512" "NP3" 22 "e1" 12 "a" 8 "teacher" "rt" 731 "gram" "hi" 1 1 1 "english" "spr"
"514" "NP3" 23 "e1" 7 "a" 8 "stranger" "rt" 1019 "gram" "hi" 1 1 1 "english" "spr"
"518" "NP3" 23 "e1" 14 "d" 8 "spy" "rt" 1179 "ungram" "lo" -1 -1 1 "english" "spr"
"520" "NP3" 23 "e1" 5 "c" 8 "father" "rt" 1004 "ungram" "hi" -1 1 -1 "english" "spr"
"522" "NP3" 23 "e1" 6 "d" 8 "conductor" "rt" 1187 "ungram" "lo" -1 -1 1 "english" "spr"
"524" "NP3" 23 "e1" 2 "d" 8 "sister" "rt" 956 "ungram" "lo" -1 -1 1 "english" "spr"
"526" "NP3" 23 "e1" 13 "c" 8 "worker" "rt" 955 "ungram" "hi" -1 1 -1 "english" "spr"
"528" "NP3" 23 "e1" 10 "d" 8 "guard" "rt" 1115 "ungram" "lo" -1 -1 1 "english" "spr"
"530" "NP3" 23 "e1" 1 "c" 8 "peasant" "rt" 771 "ungram" "hi" -1 1 -1 "english" "spr"
"536" "NP3" 23 "e1" 8 "b" 8 "doctor" "rt" 988 "gram" "lo" 1 -1 -1 "english" "spr"
"538" "NP3" 23 "e1" 12 "b" 8 "teacher" "rt" 883 "gram" "lo" 1 -1 -1 "english" "spr"
"544" "NP3" 23 "e1" 4 "b" 8 "professor" "rt" 475 "gram" "lo" 1 -1 -1 "english" "spr"
"546" "NP3" 24 "e1" 7 "b" 8 "stranger" "rt" 939 "gram" "lo" 1 -1 -1 "english" "spr"
"548" "NP3" 24 "e1" 8 "c" 8 "doctor" "rt" 1348 "ungram" "hi" -1 1 -1 "english" "spr"
"550" "NP3" 24 "e1" 13 "d" 8 "worker" "rt" 1172 "ungram" "lo" -1 -1 1 "english" "spr"
"552" "NP3" 24 "e1" 14 "a" 8 "spy" "rt" 987 "gram" "hi" 1 1 1 "english" "spr"
"554" "NP3" 24 "e1" 15 "b" 8 "peasant" "rt" 844 "gram" "lo" 1 -1 -1 "english" "spr"
"556" "NP3" 24 "e1" 6 "a" 8 "conductor" "rt" 995 "gram" "hi" 1 1 1 "english" "spr"
"558" "NP3" 24 "e1" 9 "d" 8 "bystander" "rt" 987 "ungram" "lo" -1 -1 1 "english" "spr"
"560" "NP3" 24 "e1" 4 "c" 8 "professor" "rt" 843 "ungram" "hi" -1 1 -1 "english" "spr"
