"subject" "participant" "id" "cond" "trial" "response" "GIVEN_ANSWER" "resp" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT" "dist" "pred" "pred.dist" "nopred.dist"
"2913" "13" "aa3" 33 "a" 92 6 6 1 1 209 1 0 480 480 480 480 480 0 0 0 0 0 480 -1 -1 -1 0
"2920" "13" "aa3" 8 "c" 96 7 7 1 1 174 1 174 174 174 174 174 174 0 0 0 0 0 174 -1 1 0 -1
"2927" "14" "am" 6 "c" 4 7 7 1 1 206 1 0 389 389 818 389 389 429 0 429 0 0 429 -1 1 0 -1
"2934" "14" "am" 13 "a" 6 6 6 1 1 202 1 202 202 202 202 202 202 0 0 0 0 0 202 -1 -1 -1 0
"2941" "14" "am" 12 "b" 9 7 7 1 1 71 1 71 71 71 71 71 71 0 0 0 0 0 71 1 -1 0 0
"2948" "14" "am" 28 "c" 13 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 1 -1
"2955" "14" "am" 14 "d" 17 7 7 1 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211 1 1 0 1
"2962" "14" "am" 10 "d" 19 7 7 1 1 45 1 45 45 45 45 45 45 0 0 0 0 0 45 1 1 0 1
"2969" "14" "am" 20 "b" 21 7 7 1 1 223 1 223 223 223 223 223 223 0 0 0 0 0 223 1 -1 0 0
"2976" "14" "am" 11 "c" 27 6 7 0 1 256 1 256 256 256 256 256 256 0 0 0 0 0 256 -1 1 0 -1
"2983" "14" "am" 17 "a" 29 6 6 1 1 210 1 210 210 210 210 210 210 0 0 0 0 0 210 -1 -1 -1 0
"2990" "14" "am" 21 "a" 31 6 6 1 1 196 1 0 349 349 349 349 349 0 0 0 0 0 349 -1 -1 -1 0
"2997" "14" "am" 31 "d" 33 6 6 1 1 231 1 231 231 231 231 231 231 0 0 0 0 0 231 1 1 1 1
"3004" "14" "am" 29 "b" 36 6 6 1 1 195 1 195 195 195 195 195 195 0 0 0 0 0 195 1 -1 0 0
"3011" "14" "am" 27 "d" 39 6 6 1 1 212 1 212 212 212 212 212 212 0 0 0 0 0 212 1 1 0 1
"3018" "14" "am" 4 "d" 41 6 6 1 1 18 1 0 18 18 176 18 18 158 0 158 0 0 158 1 1 0 1
"3025" "14" "am" 34 "b" 43 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"3032" "14" "am" 15 "c" 46 6 6 1 1 201 1 0 440 440 440 440 440 0 0 0 0 0 440 -1 1 0 -1
"3039" "14" "am" 3 "a" 51 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"3046" "14" "am" 24 "b" 60 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"3053" "14" "am" 23 "c" 62 6 6 1 1 208 1 0 538 538 650 538 538 112 0 112 0 0 112 -1 1 0 -1
"3060" "14" "am" 2 "b" 64 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"3067" "14" "am" 30 "a" 66 7 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"3074" "14" "am" 25 "a" 70 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"3081" "14" "am" 19 "c" 73 6 6 1 1 195 1 0 195 195 363 195 195 168 0 168 0 0 168 -1 1 1 -1
"3088" "14" "am" 16 "b" 75 7 7 1 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211 1 -1 1 0
"3095" "14" "am" 7 "b" 77 6 6 1 1 79 1 79 79 79 79 79 79 0 0 0 0 0 79 1 -1 0 0
"3102" "14" "am" 22 "d" 80 7 7 1 1 230 1 230 230 230 230 230 230 0 0 0 0 0 230 1 1 0 1
"3109" "14" "am" 36 "d" 83 7 6 0 1 199 1 199 199 199 199 199 199 0 0 0 0 0 199 1 1 1 1
"3116" "14" "am" 1 "c" 85 6 7 0 1 191 1 191 191 191 191 191 191 0 0 0 0 0 191 -1 1 0 -1
"3123" "14" "am" 35 "a" 87 6 6 1 1 206 1 206 206 206 206 206 206 0 0 0 0 0 206 -1 -1 -1 0
"3130" "14" "am" 18 "d" 90 7 7 1 1 0 0 0 0 0 169 0 0 169 0 169 0 0 169 1 1 0 1
"3137" "14" "am" 33 "c" 92 6 6 1 1 188 1 188 188 188 188 188 188 0 0 0 0 0 188 -1 1 0 -1
"3144" "14" "am" 8 "a" 96 7 7 1 1 181 1 181 181 181 181 181 181 0 0 0 0 0 181 -1 -1 -1 0
"3151" "15" "at" 6 "d" 4 7 7 1 1 208 1 0 866 866 1514 866 866 648 0 648 0 0 284 1 1 0 1
"3158" "15" "at" 13 "b" 6 6 6 1 1 208 1 208 208 208 208 208 208 0 0 0 0 0 208 1 -1 1 0
"3165" "15" "at" 12 "c" 9 7 7 1 1 185 1 185 185 185 185 185 185 0 0 0 0 0 185 -1 1 1 -1
"3172" "15" "at" 28 "d" 13 7 7 1 1 219 1 0 378 378 378 378 378 0 0 0 0 0 378 1 1 0 1
"3179" "15" "at" 14 "a" 17 7 7 1 1 213 1 0 362 362 362 362 362 0 0 0 0 0 362 -1 -1 -1 0
"3186" "15" "at" 10 "a" 19 7 7 1 1 196 1 196 196 196 196 196 196 0 0 0 0 0 196 -1 -1 -1 0
"3193" "15" "at" 20 "c" 21 7 7 1 1 190 1 0 374 374 374 374 374 0 0 0 0 0 374 -1 1 0 -1
"3200" "15" "at" 11 "d" 27 6 6 1 1 174 1 0 174 174 462 174 174 288 0 288 0 0 288 1 1 0 1
"3207" "15" "at" 17 "b" 29 6 6 1 1 181 1 0 907 907 907 907 907 0 0 0 0 0 907 1 -1 1 0
"3214" "15" "at" 21 "b" 31 6 6 1 1 188 1 0 335 335 335 335 335 0 0 0 0 0 335 1 -1 0 0
"3221" "15" "at" 31 "a" 33 6 6 1 1 363 1 0 363 363 916 363 363 553 0 553 0 0 228 -1 -1 -1 0
"3228" "15" "at" 29 "c" 36 6 6 1 1 186 1 0 387 387 387 387 387 0 0 0 0 0 387 -1 1 0 -1
"3235" "15" "at" 27 "a" 39 6 6 1 1 266 1 266 266 266 266 266 266 0 0 0 0 0 266 -1 -1 -1 0
"3242" "15" "at" 4 "a" 41 7 7 1 1 191 1 191 191 191 191 191 191 0 0 0 0 0 191 -1 -1 -1 0
"3249" "15" "at" 34 "c" 43 7 7 1 1 216 1 216 216 216 216 216 216 0 0 0 0 0 216 -1 1 1 -1
"3256" "15" "at" 15 "d" 46 6 6 1 1 195 1 0 1344 1344 1344 1344 1344 0 0 0 0 0 1344 1 1 1 1
"3263" "15" "at" 3 "b" 51 6 6 1 1 184 1 0 402 402 402 402 402 0 0 0 0 0 402 1 -1 0 0
"3270" "15" "at" 24 "c" 60 7 7 1 1 191 1 0 386 386 386 386 386 0 0 0 0 0 386 -1 1 0 -1
"3277" "15" "at" 23 "d" 62 6 6 1 1 174 1 0 707 707 1059 707 707 352 0 352 0 0 352 1 1 0 1
"3284" "15" "at" 2 "c" 64 7 7 1 1 171 1 171 171 171 171 171 171 0 0 0 0 0 171 -1 1 0 -1
"3291" "15" "at" 30 "b" 66 7 6 0 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211 1 -1 0 0
"3298" "15" "at" 25 "b" 70 6 6 1 1 187 1 0 376 376 376 376 376 0 0 0 0 0 376 1 -1 0 0
"3305" "15" "at" 19 "d" 73 6 6 1 1 186 1 0 186 186 335 186 186 149 0 149 0 0 149 1 1 1 1
"3312" "15" "at" 16 "c" 75 7 7 1 1 195 1 0 641 641 641 641 641 0 0 0 0 0 641 -1 1 1 -1
"3319" "15" "at" 7 "c" 77 6 6 1 1 234 1 234 234 234 234 234 234 0 0 0 0 0 234 -1 1 0 -1
"3326" "15" "at" 22 "a" 80 7 7 1 1 199 1 199 199 199 199 199 199 0 0 0 0 0 199 -1 -1 -1 0
"3333" "15" "at" 36 "a" 83 7 7 1 1 193 1 0 339 339 339 339 339 0 0 0 0 0 339 -1 -1 -1 0
"3340" "15" "at" 1 "d" 85 6 6 1 1 198 1 0 198 198 600 198 198 402 0 402 0 0 402 1 1 0 1
"3347" "15" "at" 35 "b" 87 6 6 1 1 178 1 0 383 383 569 383 383 186 0 186 0 0 186 1 -1 0 0
"3354" "15" "at" 18 "a" 90 7 7 1 1 179 1 0 431 431 748 431 431 317 0 317 0 0 317 -1 -1 -1 0
"3361" "15" "at" 33 "d" 92 7 6 0 1 202 1 0 444 444 444 444 444 0 0 0 0 0 444 1 1 0 1
"3368" "15" "at" 8 "b" 96 7 7 1 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211 1 -1 0 0
"3375" "16" "bd" 6 "b" 4 7 7 1 1 180 1 0 444 444 582 444 444 138 0 138 0 0 138 1 -1 0 0
"3382" "16" "bd" 13 "d" 6 6 6 1 1 161 1 161 161 161 161 161 161 0 0 0 0 0 161 1 1 1 1
"3389" "16" "bd" 12 "a" 9 7 7 1 1 159 1 159 159 159 159 159 159 0 0 0 0 0 159 -1 -1 -1 0
"3396" "16" "bd" 28 "b" 13 7 7 1 1 166 1 166 166 166 166 166 166 0 0 0 0 0 166 1 -1 0 0
"3403" "16" "bd" 14 "c" 17 7 7 1 1 162 1 162 162 162 162 162 162 0 0 0 0 0 162 -1 1 0 -1
"3410" "16" "bd" 10 "c" 19 7 7 1 1 146 1 146 146 146 146 146 146 0 0 0 0 0 146 -1 1 0 -1
"3417" "16" "bd" 20 "a" 21 7 7 1 1 176 1 176 176 176 176 176 176 0 0 0 0 0 176 -1 -1 -1 0
"3424" "16" "bd" 11 "b" 27 6 6 1 1 171 1 171 171 171 171 171 171 0 0 0 0 0 171 1 -1 0 0
"3431" "16" "bd" 17 "d" 29 6 6 1 1 173 1 173 173 173 173 173 173 0 0 0 0 0 173 1 1 0 1
"3438" "16" "bd" 21 "d" 31 6 6 1 1 178 1 0 387 387 735 387 387 348 0 348 0 0 348 1 1 0 1
"3445" "16" "bd" 31 "c" 33 6 6 1 1 308 1 308 308 308 308 308 308 0 0 0 0 0 308 -1 1 0 -1
"3452" "16" "bd" 29 "a" 36 6 6 1 1 146 1 146 146 146 146 146 146 0 0 0 0 0 146 -1 -1 -1 0
"3459" "16" "bd" 27 "c" 39 6 6 1 1 156 1 156 156 156 156 156 156 0 0 0 0 0 156 -1 1 0 -1
"3466" "16" "bd" 4 "c" 41 7 7 1 1 153 1 153 153 153 153 153 153 0 0 0 0 0 153 -1 1 0 -1
"3473" "16" "bd" 34 "a" 43 7 7 1 1 167 1 167 167 167 167 167 167 0 0 0 0 0 167 -1 -1 -1 0
"3480" "16" "bd" 15 "b" 46 6 6 1 1 171 1 0 366 366 366 366 366 0 0 0 0 0 366 1 -1 0 0
"3487" "16" "bd" 3 "d" 51 6 6 1 1 81 1 81 81 81 81 81 81 0 0 0 0 0 81 1 1 1 1
"3494" "16" "bd" 24 "a" 60 7 7 1 1 146 1 146 146 146 146 146 146 0 0 0 0 0 146 -1 -1 -1 0
"3501" "16" "bd" 23 "b" 62 6 6 1 1 175 1 0 175 175 734 175 175 559 0 559 0 0 559 1 -1 0 0
"3508" "16" "bd" 2 "a" 64 7 7 1 1 141 1 141 141 141 141 141 141 0 0 0 0 0 141 -1 -1 -1 0
"3515" "16" "bd" 30 "d" 66 7 7 1 1 145 1 145 145 145 145 145 145 0 0 0 0 0 145 1 1 1 1
"3522" "16" "bd" 25 "d" 70 6 6 1 1 143 1 143 143 143 143 143 143 0 0 0 0 0 143 1 1 0 1
"3529" "16" "bd" 19 "b" 73 6 6 1 1 81 1 0 81 81 242 81 81 161 0 161 0 0 161 1 -1 1 0
"3536" "16" "bd" 16 "a" 75 7 7 1 1 100 1 0 100 100 261 100 100 161 0 161 0 0 161 -1 -1 -1 0
"3543" "16" "bd" 7 "a" 77 6 6 1 1 147 1 147 147 147 147 147 147 0 0 0 0 0 147 -1 -1 -1 0
"3550" "16" "bd" 22 "c" 80 7 7 1 1 178 1 178 178 178 178 178 178 0 0 0 0 0 178 -1 1 0 -1
"3557" "16" "bd" 36 "c" 83 7 7 1 1 151 1 151 151 151 151 151 151 0 0 0 0 0 151 -1 1 0 -1
"3564" "16" "bd" 1 "b" 85 6 6 1 1 152 1 152 152 152 152 152 152 0 0 0 0 0 152 1 -1 0 0
"3571" "16" "bd" 35 "d" 87 6 6 1 1 70 1 0 70 70 272 70 70 202 0 202 0 0 202 1 1 0 1
"3578" "16" "bd" 18 "c" 90 7 7 1 1 0 0 0 0 0 1050 0 0 1050 0 1050 0 0 507 -1 1 0 -1
"3585" "16" "bd" 33 "b" 92 6 6 1 1 31 1 0 332 332 332 332 332 0 0 0 0 0 332 1 -1 0 0
"3592" "16" "bd" 8 "d" 96 7 7 1 1 164 1 164 164 164 164 164 164 0 0 0 0 0 164 1 1 0 1
"3599" "17" "bt" 6 "a" 4 7 7 1 1 376 1 0 376 376 573 376 376 197 0 197 0 0 197 -1 -1 -1 0
"3606" "17" "bt" 13 "c" 6 6 6 1 1 190 1 190 190 190 190 190 190 0 0 0 0 0 190 -1 1 0 -1
"3613" "17" "bt" 12 "d" 9 7 7 1 1 193 1 0 321 321 321 321 321 0 0 0 0 0 321 1 1 0 1
"3620" "17" "bt" 28 "a" 13 7 7 1 1 195 1 195 195 195 195 195 195 0 0 0 0 0 195 -1 -1 -1 0
"3627" "17" "bt" 14 "b" 17 7 7 1 1 0 0 0 0 0 129 0 0 129 0 129 0 0 129 1 -1 0 0
"3634" "17" "bt" 10 "b" 19 7 6 0 1 187 1 187 187 187 187 187 187 0 0 0 0 0 187 1 -1 0 0
"3641" "17" "bt" 20 "d" 21 7 7 1 1 191 1 191 191 191 191 191 191 0 0 0 0 0 191 1 1 0 1
"3648" "17" "bt" 11 "a" 27 6 6 1 1 180 1 180 180 180 180 180 180 0 0 0 0 0 180 -1 -1 -1 0
"3655" "17" "bt" 17 "c" 29 6 6 1 1 187 1 187 187 187 187 187 187 0 0 0 0 0 187 -1 1 0 -1
"3662" "17" "bt" 21 "c" 31 6 6 1 1 181 1 0 353 353 353 353 353 0 0 0 0 0 353 -1 1 0 -1
"3669" "17" "bt" 31 "b" 33 6 6 1 1 334 1 334 334 334 334 334 334 0 0 0 0 0 334 1 -1 1 0
"3676" "17" "bt" 29 "d" 36 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
"3683" "17" "bt" 27 "b" 39 6 6 1 1 170 1 170 170 170 170 170 170 0 0 0 0 0 170 1 -1 0 0
"3690" "17" "bt" 4 "b" 41 7 7 1 1 179 1 179 179 179 179 179 179 0 0 0 0 0 179 1 -1 0 0
"3697" "17" "bt" 34 "d" 43 7 6 0 1 259 1 259 259 259 259 259 259 0 0 0 0 0 259 1 1 1 1
"3704" "17" "bt" 15 "a" 46 6 6 1 1 187 1 0 319 319 319 319 319 0 0 0 0 0 319 -1 -1 -1 0
"3711" "17" "bt" 3 "c" 51 6 6 1 1 182 1 182 182 182 182 182 182 0 0 0 0 0 182 -1 1 0 -1
"3718" "17" "bt" 24 "d" 60 7 7 1 1 202 1 0 344 344 344 344 344 0 0 0 0 0 344 1 1 1 1
"3725" "17" "bt" 23 "a" 62 6 6 1 1 203 1 0 336 336 770 336 336 434 0 434 0 0 434 -1 -1 -1 0
"3732" "17" "bt" 2 "d" 64 6 7 0 1 256 1 256 256 256 256 256 256 0 0 0 0 0 256 1 1 0 1
"3739" "17" "bt" 30 "c" 66 7 7 1 1 177 1 177 177 177 177 177 177 0 0 0 0 0 177 -1 1 0 -1
"3746" "17" "bt" 25 "c" 70 6 6 1 1 179 1 0 343 343 343 343 343 0 0 0 0 0 343 -1 1 0 -1
"3753" "17" "bt" 19 "a" 73 6 6 1 1 107 1 0 258 258 258 258 258 0 0 0 0 0 258 -1 -1 -1 0
"3760" "17" "bt" 16 "d" 75 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
"3767" "17" "bt" 7 "d" 77 6 6 1 1 29 1 0 237 237 237 237 237 0 0 0 0 0 237 1 1 1 1
"3774" "17" "bt" 22 "b" 80 7 7 1 1 195 1 195 195 195 195 195 195 0 0 0 0 0 195 1 -1 0 0
"3781" "17" "bt" 36 "b" 83 7 7 1 1 91 1 91 91 91 91 91 91 0 0 0 0 0 91 1 -1 0 0
"3788" "17" "bt" 1 "a" 85 6 6 1 1 169 1 169 169 169 169 169 169 0 0 0 0 0 169 -1 -1 -1 0
"3795" "17" "bt" 35 "c" 87 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 -1
"3802" "17" "bt" 18 "b" 90 7 7 1 1 189 1 0 333 333 333 333 333 0 0 0 0 0 333 1 -1 0 0
"3809" "17" "bt" 33 "a" 92 6 6 1 1 179 1 179 179 179 179 179 179 0 0 0 0 0 179 -1 -1 -1 0
"3816" "17" "bt" 8 "c" 96 7 7 1 1 173 1 173 173 173 173 173 173 0 0 0 0 0 173 -1 1 0 -1
"3823" "18" "ff" 6 "b" 4 7 7 1 1 171 1 0 395 395 395 395 395 0 0 0 0 0 395 1 -1 1 0
"3830" "18" "ff" 13 "d" 6 6 6 1 1 163 1 163 163 163 163 163 163 0 0 0 0 0 163 1 1 0 1
"3837" "18" "ff" 12 "a" 9 7 7 1 1 86 1 0 223 223 223 223 223 0 0 0 0 0 223 -1 -1 -1 0
"3844" "18" "ff" 28 "b" 13 7 7 1 1 159 1 159 159 159 159 159 159 0 0 0 0 0 159 1 -1 0 0
"3851" "18" "ff" 14 "c" 17 7 7 1 1 230 1 0 416 416 416 416 416 0 0 0 0 0 416 -1 1 0 -1
"3858" "18" "ff" 10 "c" 19 7 7 1 1 175 1 0 398 398 693 398 398 295 0 295 0 0 295 -1 1 0 -1
"3865" "18" "ff" 20 "a" 21 7 6 0 1 164 1 164 164 164 164 164 164 0 0 0 0 0 164 -1 -1 -1 0
"3872" "18" "ff" 11 "b" 27 6 6 1 1 176 1 0 335 335 335 335 335 0 0 0 0 0 335 1 -1 0 0
"3879" "18" "ff" 17 "d" 29 6 6 1 1 193 1 0 332 332 332 332 332 0 0 0 0 0 332 1 1 0 1
"3886" "18" "ff" 21 "d" 31 6 6 1 1 206 1 0 387 387 1283 387 387 896 0 896 0 0 310 1 1 0 1
"3893" "18" "ff" 31 "c" 33 6 6 1 1 173 1 0 318 318 318 318 318 0 0 0 0 0 318 -1 1 1 -1
"3900" "18" "ff" 29 "a" 36 6 6 1 1 160 1 0 385 385 385 385 385 0 0 0 0 0 385 -1 -1 -1 0
"3907" "18" "ff" 27 "c" 39 6 6 1 1 169 1 0 350 350 350 350 350 0 0 0 0 0 350 -1 1 0 -1
"3914" "18" "ff" 4 "c" 41 7 7 1 1 159 1 0 457 457 457 457 457 0 0 0 0 0 457 -1 1 0 -1
"3921" "18" "ff" 34 "a" 43 7 7 1 1 186 1 0 337 337 337 337 337 0 0 0 0 0 337 -1 -1 -1 0
"3928" "18" "ff" 15 "b" 46 6 6 1 1 188 1 0 321 321 321 321 321 0 0 0 0 0 321 1 -1 0 0
"3935" "18" "ff" 3 "d" 51 6 6 1 1 167 1 0 374 374 374 374 374 0 0 0 0 0 374 1 1 0 1
"3942" "18" "ff" 24 "a" 60 7 6 0 1 191 1 0 429 429 429 429 429 0 0 0 0 0 429 -1 -1 -1 0
"3949" "18" "ff" 23 "b" 62 6 6 1 1 189 1 0 451 451 451 451 451 0 0 0 0 0 451 1 -1 0 0
"3956" "18" "ff" 2 "a" 64 7 7 1 1 198 1 198 198 198 198 198 198 0 0 0 0 0 198 -1 -1 -1 0
"3963" "18" "ff" 30 "d" 66 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
"3970" "18" "ff" 25 "d" 70 6 6 1 1 35 1 0 368 368 654 368 368 286 0 286 0 0 286 1 1 0 1
"3977" "18" "ff" 19 "b" 73 6 6 1 1 199 1 0 468 468 468 468 468 0 0 0 0 0 468 1 -1 0 0
"3984" "18" "ff" 16 "a" 75 7 7 1 1 182 1 0 329 329 329 329 329 0 0 0 0 0 329 -1 -1 -1 0
"3991" "18" "ff" 7 "a" 77 6 6 1 1 38 1 0 282 282 282 282 282 0 0 0 0 0 282 -1 -1 -1 0
"3998" "18" "ff" 22 "c" 80 7 7 1 1 385 1 385 385 385 385 385 385 0 0 0 0 0 385 -1 1 1 -1
"4005" "18" "ff" 36 "c" 83 7 7 1 1 182 1 0 402 402 402 402 402 0 0 0 0 0 402 -1 1 1 -1
"4012" "18" "ff" 1 "b" 85 6 7 0 1 189 1 0 344 344 344 344 344 0 0 0 0 0 344 1 -1 0 0
"4019" "18" "ff" 35 "d" 87 6 6 1 1 196 1 0 347 347 347 347 347 0 0 0 0 0 347 1 1 0 1
"4026" "18" "ff" 18 "c" 90 7 7 1 1 160 1 0 326 326 326 326 326 0 0 0 0 0 326 -1 1 1 -1
"4033" "18" "ff" 33 "b" 92 6 6 1 1 170 1 0 432 432 432 432 432 0 0 0 0 0 432 1 -1 0 0
"4040" "18" "ff" 8 "d" 96 7 7 1 1 111 1 0 268 268 268 268 268 0 0 0 0 0 268 1 1 0 1
"4047" "19" "fgh" 6 "d" 4 7 7 1 1 217 1 0 323 323 323 323 323 0 0 0 0 0 323 1 1 1 1
"4054" "19" "fgh" 13 "b" 6 6 6 1 1 80 1 0 80 80 183 80 80 103 0 103 0 0 103 1 -1 0 0
"4061" "19" "fgh" 12 "c" 9 7 7 1 1 207 1 0 390 390 390 390 390 0 0 0 0 0 390 -1 1 0 -1
"4068" "19" "fgh" 28 "d" 13 7 7 1 1 208 1 0 492 492 944 492 492 452 0 452 0 0 276 1 1 0 1
"4075" "19" "fgh" 14 "a" 17 7 7 1 1 415 1 415 415 415 415 415 415 0 0 0 0 0 415 -1 -1 -1 0
"4082" "19" "fgh" 10 "a" 19 7 7 1 1 231 1 0 231 231 507 231 231 276 0 276 0 0 276 -1 -1 -1 0
"4089" "19" "fgh" 20 "c" 21 7 7 1 1 210 1 0 420 420 652 420 420 232 0 232 0 0 232 -1 1 1 -1
"4096" "19" "fgh" 11 "d" 27 6 6 1 1 236 1 0 377 377 377 377 377 0 0 0 0 0 377 1 1 1 1
"4103" "19" "fgh" 17 "b" 29 6 6 1 1 93 1 0 818 818 818 818 818 0 0 0 0 0 818 1 -1 0 0
"4110" "19" "fgh" 21 "b" 31 6 7 0 1 243 1 0 507 507 1326 507 507 819 0 819 0 0 196 1 -1 0 0
"4117" "19" "fgh" 31 "a" 33 6 6 1 1 210 1 0 748 748 748 748 748 0 0 0 0 0 748 -1 -1 -1 0
"4124" "19" "fgh" 29 "c" 36 6 6 1 1 90 1 0 398 398 693 398 398 295 0 295 0 0 295 -1 1 1 -1
"4131" "19" "fgh" 27 "a" 39 6 6 1 1 180 1 0 368 368 368 368 368 0 0 0 0 0 368 -1 -1 -1 0
"4138" "19" "fgh" 4 "a" 41 7 7 1 1 97 1 0 467 467 467 467 467 0 0 0 0 0 467 -1 -1 -1 0
"4145" "19" "fgh" 34 "c" 43 7 7 1 1 60 1 0 307 307 307 307 307 0 0 0 0 0 307 -1 1 0 -1
"4152" "19" "fgh" 15 "d" 46 6 6 1 1 29 1 0 424 424 746 424 424 322 0 322 0 0 322 1 1 0 1
"4159" "19" "fgh" 3 "b" 51 6 6 1 1 205 1 0 549 549 549 549 549 0 0 0 0 0 549 1 -1 0 0
"4166" "19" "fgh" 24 "c" 60 7 7 1 1 112 1 0 112 112 311 112 112 199 0 199 0 0 199 -1 1 0 -1
"4173" "19" "fgh" 23 "d" 62 6 6 1 1 194 1 0 1081 1081 1565 1081 1081 484 0 484 0 0 484 1 1 0 1
"4180" "19" "fgh" 2 "c" 64 7 7 1 1 65 1 65 65 65 65 65 65 0 0 0 0 0 65 -1 1 0 -1
"4187" "19" "fgh" 30 "b" 66 7 7 1 1 206 1 206 206 206 206 206 206 0 0 0 0 0 206 1 -1 0 0
"4194" "19" "fgh" 25 "b" 70 6 6 1 1 144 1 144 144 144 144 144 144 0 0 0 0 0 144 1 -1 0 0
"4201" "19" "fgh" 19 "d" 73 6 6 1 1 30 1 0 362 362 362 362 362 0 0 0 0 0 362 1 1 1 1
"4208" "19" "fgh" 16 "c" 75 7 6 0 1 203 1 203 203 203 203 203 203 0 0 0 0 0 203 -1 1 1 -1
"4215" "19" "fgh" 7 "c" 77 6 6 1 1 209 1 0 1181 1181 1322 1181 1181 141 0 141 0 0 141 -1 1 0 -1
"4222" "19" "fgh" 22 "a" 80 7 7 1 1 215 1 0 483 483 483 483 483 0 0 0 0 0 483 -1 -1 -1 0
"4229" "19" "fgh" 36 "a" 83 7 7 1 1 110 1 110 110 110 110 110 110 0 0 0 0 0 110 -1 -1 -1 0
"4236" "19" "fgh" 1 "d" 85 6 6 1 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211 1 1 1 1
"4243" "19" "fgh" 35 "b" 87 6 6 1 1 183 1 0 183 183 343 183 183 160 0 160 0 0 160 1 -1 0 0
"4250" "19" "fgh" 18 "a" 90 7 7 1 1 197 1 0 514 514 514 514 514 0 0 0 0 0 514 -1 -1 -1 0
"4257" "19" "fgh" 33 "d" 92 7 6 0 1 37 1 0 270 270 270 270 270 0 0 0 0 0 270 1 1 0 1
"4264" "19" "fgh" 8 "b" 96 7 7 1 1 209 1 0 209 209 522 209 209 313 0 313 0 0 313 1 -1 0 0
"4271" "20" "fm" 6 "c" 4 7 7 1 1 153 1 0 878 878 2613 878 878 1735 0 1735 0 0 858 -1 1 0 -1
"4278" "20" "fm" 13 "a" 6 6 6 1 1 172 1 172 172 172 172 172 172 0 0 0 0 0 172 -1 -1 -1 0
"4285" "20" "fm" 12 "b" 9 7 7 1 1 170 1 0 170 170 352 170 170 182 0 182 0 0 182 1 -1 0 0
"4292" "20" "fm" 28 "c" 13 7 7 1 1 184 1 184 184 184 184 184 184 0 0 0 0 0 184 -1 1 1 -1
"4299" "20" "fm" 14 "d" 17 7 7 1 1 144 1 0 144 144 314 144 144 170 0 170 0 0 170 1 1 0 1
"4306" "20" "fm" 10 "d" 19 7 7 1 1 188 1 188 188 188 188 188 188 0 0 0 0 0 188 1 1 1 1
"4313" "20" "fm" 20 "b" 21 7 7 1 1 168 1 168 168 168 168 168 168 0 0 0 0 0 168 1 -1 0 0
"4320" "20" "fm" 11 "c" 27 6 6 1 1 188 1 0 305 305 305 305 305 0 0 0 0 0 305 -1 1 0 -1
"4327" "20" "fm" 17 "a" 29 6 6 1 1 190 1 0 337 337 337 337 337 0 0 0 0 0 337 -1 -1 -1 0
"4334" "20" "fm" 21 "a" 31 6 7 0 1 127 1 0 127 127 865 127 127 738 0 738 0 0 738 -1 -1 -1 0
"4341" "20" "fm" 31 "d" 33 6 6 1 1 204 1 0 345 345 658 345 345 313 0 313 0 0 313 1 1 0 1
"4348" "20" "fm" 29 "b" 36 6 6 1 1 174 1 174 174 174 174 174 174 0 0 0 0 0 174 1 -1 0 0
"4355" "20" "fm" 27 "d" 39 6 7 0 1 147 1 147 147 147 147 147 147 0 0 0 0 0 147 1 1 0 1
"4362" "20" "fm" 4 "d" 41 6 6 1 1 199 1 0 330 330 330 330 330 0 0 0 0 0 330 1 1 0 1
"4369" "20" "fm" 34 "b" 43 7 7 1 1 178 1 0 326 326 609 326 326 283 0 283 0 0 283 1 -1 0 0
"4376" "20" "fm" 15 "c" 46 6 6 1 1 165 1 0 324 324 972 324 324 648 0 648 0 0 648 -1 1 0 -1
"4383" "20" "fm" 3 "a" 51 6 6 1 1 191 1 0 313 313 313 313 313 0 0 0 0 0 313 -1 -1 -1 0
