"subj" "item" "cond" "pos" "resp" "rt" "roi"
"51947" 37 32 "d" "4" "-" 826 "precrit"
"51948" 37 32 "d" "5" "-" 475 "precrit"
"51949" 37 32 "d" "6" "-" 841 "crit"
"51950" 37 32 "d" "7" "-" 504 "postcrit"
"51951" 37 32 "d" "8" "-" 716 "post"
"51952" 37 32 "d" "9" "-" 397 "post"
"51953" 37 32 "d" "10" "-" 745 "post"
"51954" 37 32 "d" "?" "1" 1168 NA
"52052" 38 13 "b" "0" "-" 422 "predep"
"52053" 38 13 "b" "1" "-" 481 "dep"
"52054" 38 13 "b" "2" "-" 484 "precrit"
"52055" 38 13 "b" "3" "-" 483 "precrit"
"52056" 38 13 "b" "4" "-" 730 "precrit"
"52057" 38 13 "b" "5" "-" 504 "precrit"
"52058" 38 13 "b" "6" "-" 485 "crit"
"52059" 38 13 "b" "7" "-" 541 "postcrit"
"52060" 38 13 "b" "8" "-" 484 "post"
"52061" 38 13 "b" "9" "-" 505 "post"
"52062" 38 13 "b" "10" "-" 746 "post"
"52063" 38 13 "b" "?" "1" 2493 NA
"52072" 38 3 "d" "0" "-" 233 "predep"
"52073" 38 3 "d" "1" "-" 464 "dep"
"52074" 38 3 "d" "2" "-" 714 "precrit"
"52075" 38 3 "d" "3" "-" 518 "precrit"
"52076" 38 3 "d" "4" "-" 481 "precrit"
"52077" 38 3 "d" "5" "-" 420 "precrit"
"52078" 38 3 "d" "6" "-" 621 "crit"
"52079" 38 3 "d" "7" "-" 551 "postcrit"
"52080" 38 3 "d" "8" "-" 443 "post"
"52081" 38 3 "d" "9" "-" 404 "post"
"52082" 38 3 "d" "10" "-" 526 "post"
"52083" 38 3 "d" "?" "1" 2644 NA
"52107" 38 22 "c" "0" "-" 116 "predep"
"52108" 38 22 "c" "1" "-" 859 "dep"
"52109" 38 22 "c" "2" "-" 343 "precrit"
"52110" 38 22 "c" "3" "-" 371 "precrit"
"52111" 38 22 "c" "4" "-" 390 "crit"
"52112" 38 22 "c" "5" "-" 363 "postcrit"
"52113" 38 22 "c" "6" "-" 242 "post"
"52114" 38 22 "c" "7" "-" 397 "post"
"52115" 38 22 "c" "8" "-" 352 "post"
"52116" 38 22 "c" "9" "-" 325 "post"
"52117" 38 22 "c" "?" "1" 2334 NA
"52156" 38 11 "d" "0" "-" 29 "predep"
"52157" 38 11 "d" "1" "-" 1098 "dep"
"52158" 38 11 "d" "2" "-" 477 "precrit"
"52159" 38 11 "d" "3" "-" 427 "precrit"
"52160" 38 11 "d" "4" "-" 530 "precrit"
"52161" 38 11 "d" "5" "-" 652 "precrit"
"52162" 38 11 "d" "6" "-" 620 "crit"
"52163" 38 11 "d" "7" "-" 598 "postcrit"
"52164" 38 11 "d" "8" "-" 489 "post"
"52165" 38 11 "d" "9" "-" 1211 "post"
"52166" 38 11 "d" "10" "-" 2381 "post"
"52167" 38 11 "d" "?" "1" 3436 NA
"52185" 38 21 "b" "0" "-" 433 "predep"
"52186" 38 21 "b" "1" "-" 470 "dep"
"52187" 38 21 "b" "2" "-" 439 "precrit"
"52188" 38 21 "b" "3" "-" 486 "precrit"
"52189" 38 21 "b" "4" "-" 590 "precrit"
"52190" 38 21 "b" "5" "-" 777 "precrit"
"52191" 38 21 "b" "6" "-" 1694 "crit"
"52192" 38 21 "b" "7" "-" 507 "postcrit"
"52193" 38 21 "b" "8" "-" 460 "post"
"52194" 38 21 "b" "9" "-" 444 "post"
"52195" 38 21 "b" "10" "-" 505 "post"
"52196" 38 21 "b" "?" "0" 2958 NA
"52242" 38 4 "a" "0" "-" 481 "predep"
"52243" 38 4 "a" "1" "-" 646 "dep"
"52244" 38 4 "a" "2" "-" 452 "precrit"
"52245" 38 4 "a" "3" "-" 440 "precrit"
"52246" 38 4 "a" "4" "-" 481 "crit"
"52247" 38 4 "a" "5" "-" 465 "postcrit"
"52248" 38 4 "a" "6" "-" 528 "post"
"52249" 38 4 "a" "7" "-" 544 "post"
"52250" 38 4 "a" "8" "-" 655 "post"
"52251" 38 4 "a" "?" "1" 2253 NA
"52284" 38 26 "c" "0" "-" 403 "predep"
"52285" 38 26 "c" "1" "-" 481 "dep"
"52286" 38 26 "c" "2" "-" 1521 "precrit"
"52287" 38 26 "c" "3" "-" 406 "precrit"
"52288" 38 26 "c" "4" "-" 720 "crit"
"52289" 38 26 "c" "5" "-" 379 "postcrit"
"52290" 38 26 "c" "6" "-" 406 "post"
"52291" 38 26 "c" "7" "-" 482 "post"
"52292" 38 26 "c" "8" "-" 515 "post"
"52293" 38 26 "c" "?" "0" 2649 NA
"52315" 38 17 "b" "0" "-" 40 "predep"
"52316" 38 17 "b" "1" "-" 838 "dep"
"52317" 38 17 "b" "2" "-" 501 "precrit"
"52318" 38 17 "b" "3" "-" 488 "precrit"
"52319" 38 17 "b" "4" "-" 452 "precrit"
"52320" 38 17 "b" "5" "-" 493 "precrit"
"52321" 38 17 "b" "6" "-" 456 "crit"
"52322" 38 17 "b" "7" "-" 523 "postcrit"
"52323" 38 17 "b" "8" "-" 470 "post"
"52324" 38 17 "b" "9" "-" 432 "post"
"52325" 38 17 "b" "10" "-" 404 "post"
"52326" 38 17 "b" "?" "1" 1954 NA
"52404" 38 6 "c" "0" "-" 426 "predep"
"52405" 38 6 "c" "1" "-" 532 "dep"
"52406" 38 6 "c" "2" "-" 385 "precrit"
"52407" 38 6 "c" "3" "-" 429 "precrit"
"52408" 38 6 "c" "4" "-" 703 "crit"
"52409" 38 6 "c" "5" "-" 558 "postcrit"
"52410" 38 6 "c" "6" "-" 503 "post"
"52411" 38 6 "c" "7" "-" 501 "post"
"52412" 38 6 "c" "8" "-" 570 "post"
"52413" 38 6 "c" "?" "1" 2239 NA
"52435" 38 34 "c" "0" "-" 356 "predep"
"52436" 38 34 "c" "1" "-" 538 "dep"
"52437" 38 34 "c" "2" "-" 482 "precrit"
"52438" 38 34 "c" "3" "-" 467 "precrit"
"52439" 38 34 "c" "4" "-" 558 "crit"
"52440" 38 34 "c" "5" "-" 409 "postcrit"
"52441" 38 34 "c" "6" "-" 420 "post"
"52442" 38 34 "c" "7" "-" 477 "post"
"52443" 38 34 "c" "8" "-" 353 "post"
"52444" 38 34 "c" "?" "1" 2852 NA
"52504" 38 14 "c" "0" "-" 409 "predep"
"52505" 38 14 "c" "1" "-" 423 "dep"
"52506" 38 14 "c" "2" "-" 358 "precrit"
"52507" 38 14 "c" "3" "-" 438 "precrit"
"52508" 38 14 "c" "4" "-" 352 "crit"
"52509" 38 14 "c" "5" "-" 363 "postcrit"
"52510" 38 14 "c" "6" "-" 335 "post"
"52511" 38 14 "c" "7" "-" 366 "post"
"52512" 38 14 "c" "8" "-" 299 "post"
"52513" 38 14 "c" "?" "1" 1901 NA
"52524" 38 8 "a" "0" "-" 364 "predep"
"52525" 38 8 "a" "1" "-" 428 "dep"
"52526" 38 8 "a" "2" "-" 432 "precrit"
"52527" 38 8 "a" "3" "-" 372 "precrit"
"52528" 38 8 "a" "4" "-" 391 "crit"
"52529" 38 8 "a" "5" "-" 415 "postcrit"
"52530" 38 8 "a" "6" "-" 674 "post"
"52531" 38 8 "a" "7" "-" 550 "post"
"52532" 38 8 "a" "?" "1" 1903 NA
"52563" 38 30 "c" "0" "-" 461 "predep"
"52564" 38 30 "c" "1" "-" 442 "dep"
"52565" 38 30 "c" "2" "-" 1037 "precrit"
"52566" 38 30 "c" "3" "-" 521 "precrit"
"52567" 38 30 "c" "4" "-" 580 "crit"
"52568" 38 30 "c" "5" "-" 478 "postcrit"
"52569" 38 30 "c" "6" "-" 401 "post"
"52570" 38 30 "c" "7" "-" 384 "post"
"52571" 38 30 "c" "8" "-" 731 "post"
"52572" 38 30 "c" "?" "1" 2538 NA
"52594" 38 7 "d" "0" "-" 121 "predep"
"52595" 38 7 "d" "1" "-" 595 "dep"
"52596" 38 7 "d" "2" "-" 559 "precrit"
"52597" 38 7 "d" "3" "-" 363 "precrit"
"52598" 38 7 "d" "4" "-" 1093 "precrit"
"52599" 38 7 "d" "5" "-" 779 "precrit"
"52600" 38 7 "d" "6" "-" 556 "crit"
"52601" 38 7 "d" "7" "-" 439 "postcrit"
"52602" 38 7 "d" "8" "-" 386 "post"
"52603" 38 7 "d" "9" "-" 234 "post"
"52604" 38 7 "d" "10" "-" 864 "post"
"52605" 38 7 "d" "?" "0" 7209 NA
"52630" 38 36 "a" "0" "-" 72 "predep"
"52631" 38 36 "a" "1" "-" 953 "dep"
"52632" 38 36 "a" "2" "-" 500 "precrit"
"52633" 38 36 "a" "3" "-" 437 "precrit"
"52634" 38 36 "a" "4" "-" 390 "crit"
"52635" 38 36 "a" "5" "-" 368 "postcrit"
"52636" 38 36 "a" "6" "-" 365 "post"
"52637" 38 36 "a" "7" "-" 437 "post"
"52638" 38 36 "a" "8" "-" 493 "post"
"52639" 38 36 "a" "?" "1" 2242 NA
"52713" 38 29 "b" "0" "-" 445 "predep"
"52714" 38 29 "b" "1" "-" 337 "dep"
"52715" 38 29 "b" "2" "-" 938 "precrit"
"52716" 38 29 "b" "3" "-" 369 "precrit"
"52717" 38 29 "b" "4" "-" 361 "precrit"
"52718" 38 29 "b" "5" "-" 670 "precrit"
"52719" 38 29 "b" "6" "-" 411 "crit"
"52720" 38 29 "b" "7" "-" 768 "postcrit"
"52721" 38 29 "b" "8" "-" 643 "post"
"52722" 38 29 "b" "9" "-" 350 "post"
"52723" 38 29 "b" "10" "-" 385 "post"
"52724" 38 29 "b" "?" "1" 2035 NA
"52745" 38 25 "b" "0" "-" 304 "predep"
"52746" 38 25 "b" "1" "-" 369 "dep"
"52747" 38 25 "b" "2" "-" 292 "precrit"
"52748" 38 25 "b" "3" "-" 348 "precrit"
"52749" 38 25 "b" "4" "-" 453 "precrit"
"52750" 38 25 "b" "5" "-" 408 "precrit"
"52751" 38 25 "b" "6" "-" 418 "crit"
"52752" 38 25 "b" "7" "-" 451 "postcrit"
"52753" 38 25 "b" "8" "-" 482 "post"
"52754" 38 25 "b" "9" "-" 412 "post"
"52755" 38 25 "b" "10" "-" 1567 "post"
"52756" 38 25 "b" "?" "1" 2714 NA
"52778" 38 35 "d" "0" "-" 532 "predep"
"52779" 38 35 "d" "1" "-" 243 "dep"
"52780" 38 35 "d" "2" "-" 506 "precrit"
"52781" 38 35 "d" "3" "-" 352 "precrit"
"52782" 38 35 "d" "4" "-" 360 "precrit"
"52783" 38 35 "d" "5" "-" 428 "precrit"
"52784" 38 35 "d" "6" "-" 357 "crit"
"52785" 38 35 "d" "7" "-" 384 "postcrit"
"52786" 38 35 "d" "8" "-" 299 "post"
"52787" 38 35 "d" "9" "-" 495 "post"
"52788" 38 35 "d" "10" "-" 322 "post"
"52789" 38 35 "d" "?" "1" 2812 NA
"52814" 38 15 "d" "0" "-" 436 "predep"
"52815" 38 15 "d" "1" "-" 354 "dep"
"52816" 38 15 "d" "2" "-" 326 "precrit"
"52817" 38 15 "d" "3" "-" 679 "precrit"
"52818" 38 15 "d" "4" "-" 1126 "precrit"
"52819" 38 15 "d" "5" "-" 528 "precrit"
"52820" 38 15 "d" "6" "-" 590 "crit"
"52821" 38 15 "d" "7" "-" 393 "postcrit"
"52822" 38 15 "d" "8" "-" 690 "post"
"52823" 38 15 "d" "9" "-" 349 "post"
"52824" 38 15 "d" "?" "1" 2582 NA
"52878" 38 2 "c" "0" "-" 341 "predep"
"52879" 38 2 "c" "1" "-" 258 "dep"
"52880" 38 2 "c" "2" "-" 375 "precrit"
"52881" 38 2 "c" "3" "-" 360 "precrit"
"52882" 38 2 "c" "4" "-" 526 "crit"
"52883" 38 2 "c" "5" "-" 323 "postcrit"
"52884" 38 2 "c" "6" "-" 368 "post"
"52885" 38 2 "c" "7" "-" 385 "post"
"52886" 38 2 "c" "8" "-" 286 "post"
"52887" 38 2 "c" "?" "1" 2063 NA
"52918" 38 31 "d" "0" "-" 381 "predep"
"52919" 38 31 "d" "1" "-" 371 "dep"
"52920" 38 31 "d" "2" "-" 307 "precrit"
"52921" 38 31 "d" "3" "-" 400 "precrit"
"52922" 38 31 "d" "4" "-" 701 "precrit"
"52923" 38 31 "d" "5" "-" 399 "precrit"
"52924" 38 31 "d" "6" "-" 345 "crit"
"52925" 38 31 "d" "7" "-" 384 "postcrit"
"52926" 38 31 "d" "8" "-" 301 "post"
"52927" 38 31 "d" "9" "-" 502 "post"
"52928" 38 31 "d" "?" "1" 2590 NA
"52978" 38 1 "b" "0" "-" 132 "predep"
"52979" 38 1 "b" "1" "-" 531 "dep"
"52980" 38 1 "b" "2" "-" 431 "precrit"
"52981" 38 1 "b" "3" "-" 437 "precrit"
"52982" 38 1 "b" "4" "-" 1315 "precrit"
"52983" 38 1 "b" "5" "-" 2824 "precrit"
"52984" 38 1 "b" "6" "-" 7690 "crit"
"52985" 38 1 "b" "7" "-" 387 "postcrit"
"52986" 38 1 "b" "8" "-" 411 "post"
"52987" 38 1 "b" "9" "-" 1537 "post"
"52988" 38 1 "b" "10" "-" 560 "post"
"52989" 38 1 "b" "?" "1" 1877 NA
"53002" 38 10 "c" "0" "-" 550 "predep"
"53003" 38 10 "c" "1" "-" 349 "dep"
"53004" 38 10 "c" "2" "-" 397 "precrit"
"53005" 38 10 "c" "3" "-" 314 "precrit"
"53006" 38 10 "c" "4" "-" 426 "crit"
"53007" 38 10 "c" "5" "-" 410 "postcrit"
"53008" 38 10 "c" "6" "-" 402 "post"
"53009" 38 10 "c" "7" "-" 915 "post"
"53010" 38 10 "c" "8" "-" 382 "post"
"53011" 38 10 "c" "9" "-" 356 "post"
"53012" 38 10 "c" "?" "1" 2101 NA
"53022" 38 24 "a" "0" "-" 369 "predep"
"53023" 38 24 "a" "1" "-" 433 "dep"
"53024" 38 24 "a" "2" "-" 976 "precrit"
"53025" 38 24 "a" "3" "-" 293 "precrit"
"53026" 38 24 "a" "4" "-" 318 "crit"
"53027" 38 24 "a" "5" "-" 321 "postcrit"
"53028" 38 24 "a" "6" "-" 283 "post"
"53029" 38 24 "a" "7" "-" 366 "post"
"53030" 38 24 "a" "?" "1" 1470 NA
"53072" 38 12 "a" "0" "-" 315 "predep"
"53073" 38 12 "a" "1" "-" 270 "dep"
"53074" 38 12 "a" "2" "-" 494 "precrit"
"53075" 38 12 "a" "3" "-" 224 "precrit"
"53076" 38 12 "a" "4" "-" 312 "precrit"
"53077" 38 12 "a" "5" "-" 253 "crit"
"53078" 38 12 "a" "6" "-" 337 "postcrit"
"53079" 38 12 "a" "7" "-" 261 "post"
"53080" 38 12 "a" "8" "-" 465 "post"
"53081" 38 12 "a" "9" "-" 319 "post"
"53082" 38 12 "a" "?" "1" 5114 NA
"53093" 38 16 "a" "0" "-" 315 "predep"
"53094" 38 16 "a" "1" "-" 382 "dep"
"53095" 38 16 "a" "2" "-" 321 "precrit"
"53096" 38 16 "a" "3" "-" 293 "precrit"
"53097" 38 16 "a" "4" "-" 361 "crit"
"53098" 38 16 "a" "5" "-" 220 "postcrit"
"53099" 38 16 "a" "6" "-" 440 "post"
"53100" 38 16 "a" "7" "-" 242 "post"
"53101" 38 16 "a" "?" "1" 2794 NA
"53124" 38 27 "d" "0" "-" 321 "predep"
"53125" 38 27 "d" "1" "-" 276 "dep"
"53126" 38 27 "d" "2" "-" 374 "precrit"
"53127" 38 27 "d" "3" "-" 948 "precrit"
"53128" 38 27 "d" "4" "-" 391 "precrit"
"53129" 38 27 "d" "5" "-" 383 "precrit"
"53130" 38 27 "d" "6" "-" 668 "crit"
"53131" 38 27 "d" "7" "-" 342 "postcrit"
"53132" 38 27 "d" "8" "-" 273 "post"
"53133" 38 27 "d" "9" "-" 294 "post"
"53134" 38 27 "d" "10" "-" 390 "post"
"53135" 38 27 "d" "11" "-" 230 "post"
"53136" 38 27 "d" "?" "0" 2512 NA
"53173" 38 19 "d" "0" "-" 333 "predep"
"53174" 38 19 "d" "1" "-" 426 "dep"
"53175" 38 19 "d" "2" "-" 478 "precrit"
"53176" 38 19 "d" "3" "-" 721 "precrit"
"53177" 38 19 "d" "4" "-" 365 "precrit"
"53178" 38 19 "d" "5" "-" 409 "precrit"
"53179" 38 19 "d" "6" "-" 566 "crit"
"53180" 38 19 "d" "7" "-" 317 "postcrit"
"53181" 38 19 "d" "8" "-" 270 "post"
"53182" 38 19 "d" "9" "-" 275 "post"
"53183" 38 19 "d" "10" "-" 401 "post"
"53184" 38 19 "d" "?" "1" 1638 NA
"53206" 38 18 "c" "0" "-" 584 "predep"
"53207" 38 18 "c" "1" "-" 461 "dep"
"53208" 38 18 "c" "2" "-" 385 "precrit"
"53209" 38 18 "c" "3" "-" 314 "precrit"
"53210" 38 18 "c" "4" "-" 836 "crit"
"53211" 38 18 "c" "5" "-" 366 "postcrit"
"53212" 38 18 "c" "6" "-" 255 "post"
"53213" 38 18 "c" "7" "-" 293 "post"
"53214" 38 18 "c" "8" "-" 291 "post"
"53215" 38 18 "c" "?" "1" 1767 NA
"53225" 38 28 "a" "0" "-" 345 "predep"
"53226" 38 28 "a" "1" "-" 268 "dep"
"53227" 38 28 "a" "2" "-" 241 "precrit"
"53228" 38 28 "a" "3" "-" 206 "precrit"
"53229" 38 28 "a" "4" "-" 213 "crit"
"53230" 38 28 "a" "5" "-" 502 "postcrit"
"53231" 38 28 "a" "6" "-" 234 "post"
"53232" 38 28 "a" "7" "-" 398 "post"
"53233" 38 28 "a" "8" "-" 535 "post"
"53234" 38 28 "a" "?" "1" 3678 NA
"53243" 38 5 "b" "0" "-" 103 "predep"
"53244" 38 5 "b" "1" "-" 828 "dep"
"53245" 38 5 "b" "2" "-" 395 "precrit"
"53246" 38 5 "b" "3" "-" 317 "precrit"
"53247" 38 5 "b" "4" "-" 381 "precrit"
"53248" 38 5 "b" "5" "-" 387 "precrit"
"53249" 38 5 "b" "6" "-" 379 "crit"
"53250" 38 5 "b" "7" "-" 592 "postcrit"
"53251" 38 5 "b" "8" "-" 317 "post"
"53252" 38 5 "b" "9" "-" 314 "post"
"53253" 38 5 "b" "10" "-" 393 "post"
"53254" 38 5 "b" "11" "-" 405 "post"
"53255" 38 5 "b" "?" "1" 2130 NA
"53276" 38 32 "a" "0" "-" 376 "predep"
"53277" 38 32 "a" "1" "-" 350 "dep"
"53278" 38 32 "a" "2" "-" 382 "precrit"
"53279" 38 32 "a" "3" "-" 400 "precrit"
"53280" 38 32 "a" "4" "-" 354 "crit"
"53281" 38 32 "a" "5" "-" 322 "postcrit"
"53282" 38 32 "a" "6" "-" 290 "post"
"53283" 38 32 "a" "7" "-" 448 "post"
"53284" 38 32 "a" "8" "-" 392 "post"
"53285" 38 32 "a" "?" "1" 1900 NA
"53296" 38 20 "a" "0" "-" 322 "predep"
"53297" 38 20 "a" "1" "-" 430 "dep"
"53298" 38 20 "a" "2" "-" 503 "precrit"
"53299" 38 20 "a" "3" "-" 441 "precrit"
"53300" 38 20 "a" "4" "-" 353 "crit"
"53301" 38 20 "a" "5" "-" 404 "postcrit"
"53302" 38 20 "a" "6" "-" 472 "post"
"53303" 38 20 "a" "7" "-" 959 "post"
"53304" 38 20 "a" "?" "1" 3498 NA
"53331" 38 23 "d" "0" "-" 700 "predep"
"53332" 38 23 "d" "1" "-" 664 "dep"
"53333" 38 23 "d" "2" "-" 400 "precrit"
"53334" 38 23 "d" "3" "-" 402 "precrit"
"53335" 38 23 "d" "4" "-" 559 "precrit"
"53336" 38 23 "d" "5" "-" 412 "precrit"
"53337" 38 23 "d" "6" "-" 400 "crit"
"53338" 38 23 "d" "7" "-" 394 "postcrit"
"53339" 38 23 "d" "8" "-" 400 "post"
"53340" 38 23 "d" "9" "-" 351 "post"
"53341" 38 23 "d" "10" "-" 309 "post"
"53342" 38 23 "d" "11" "-" 335 "post"
"53343" 38 23 "d" "12" "-" 326 "post"
"53344" 38 23 "d" "13" "-" 354 "post"
"53345" 38 23 "d" "?" "1" 3507 NA
"53399" 38 33 "b" "0" "-" 383 "predep"
"53400" 38 33 "b" "1" "-" 351 "dep"
"53401" 38 33 "b" "2" "-" 449 "precrit"
"53402" 38 33 "b" "3" "-" 432 "precrit"
"53403" 38 33 "b" "4" "-" 377 "precrit"
"53404" 38 33 "b" "5" "-" 379 "precrit"
"53405" 38 33 "b" "6" "-" 347 "crit"
"53406" 38 33 "b" "7" "-" 485 "postcrit"
"53407" 38 33 "b" "8" "-" 378 "post"
"53408" 38 33 "b" "9" "-" 245 "post"
"53409" 38 33 "b" "10" "-" 377 "post"
"53410" 38 33 "b" "?" "1" 1654 NA
"53432" 38 9 "b" "0" "-" 323 "predep"
"53433" 38 9 "b" "1" "-" 323 "dep"
"53434" 38 9 "b" "2" "-" 365 "precrit"
"53435" 38 9 "b" "3" "-" 384 "precrit"
"53436" 38 9 "b" "4" "-" 453 "precrit"
"53437" 38 9 "b" "5" "-" 316 "precrit"
"53438" 38 9 "b" "6" "-" 322 "crit"
"53439" 38 9 "b" "7" "-" 378 "postcrit"
"53440" 38 9 "b" "8" "-" 298 "post"
"53441" 38 9 "b" "9" "-" 357 "post"
"53442" 38 9 "b" "10" "-" 390 "post"
"53443" 38 9 "b" "?" "1" 2409 NA
"53537" 39 14 "d" "0" "-" 164 "predep"
"53538" 39 14 "d" "1" "-" 861 "dep"
"53539" 39 14 "d" "2" "-" 701 "precrit"
"53540" 39 14 "d" "3" "-" 629 "precrit"
"53541" 39 14 "d" "4" "-" 762 "precrit"
"53542" 39 14 "d" "5" "-" 694 "precrit"
"53543" 39 14 "d" "6" "-" 731 "crit"
"53544" 39 14 "d" "7" "-" 782 "postcrit"
"53545" 39 14 "d" "8" "-" 585 "post"
"53546" 39 14 "d" "9" "-" 685 "post"
"53547" 39 14 "d" "10" "-" 718 "post"
"53548" 39 14 "d" "?" "0" 5095 NA
"53607" 39 21 "c" "0" "-" 360 "predep"
"53608" 39 21 "c" "1" "-" 458 "dep"
"53609" 39 21 "c" "2" "-" 1488 "precrit"
"53610" 39 21 "c" "3" "-" 543 "precrit"
"53611" 39 21 "c" "4" "-" 549 "crit"
"53612" 39 21 "c" "5" "-" 495 "postcrit"
"53613" 39 21 "c" "6" "-" 490 "post"
"53614" 39 21 "c" "7" "-" 683 "post"
"53615" 39 21 "c" "8" "-" 601 "post"
"53616" 39 21 "c" "?" "1" 4145 NA
"53625" 39 24 "b" "0" "-" 658 "predep"
"53626" 39 24 "b" "1" "-" 563 "dep"
"53627" 39 24 "b" "2" "-" 517 "precrit"
"53628" 39 24 "b" "3" "-" 505 "precrit"
"53629" 39 24 "b" "4" "-" 618 "precrit"
"53630" 39 24 "b" "5" "-" 525 "precrit"
"53631" 39 24 "b" "6" "-" 484 "crit"
"53632" 39 24 "b" "7" "-" 532 "postcrit"
"53633" 39 24 "b" "8" "-" 583 "post"
"53634" 39 24 "b" "9" "-" 961 "post"
"53635" 39 24 "b" "?" "1" 3372 NA
"53690" 39 3 "a" "0" "-" 295 "predep"
"53691" 39 3 "a" "1" "-" 408 "dep"
"53692" 39 3 "a" "2" "-" 440 "precrit"
"53693" 39 3 "a" "3" "-" 406 "precrit"
"53694" 39 3 "a" "4" "-" 422 "crit"
"53695" 39 3 "a" "5" "-" 409 "postcrit"
"53696" 39 3 "a" "6" "-" 512 "post"
"53697" 39 3 "a" "7" "-" 424 "post"
"53698" 39 3 "a" "8" "-" 454 "post"
"53699" 39 3 "a" "9" "-" 406 "post"
"53700" 39 3 "a" "?" "1" 1772 NA
"53709" 39 12 "b" "0" "-" 192 "predep"
"53710" 39 12 "b" "1" "-" 434 "dep"
"53711" 39 12 "b" "2" "-" 487 "precrit"
"53712" 39 12 "b" "3" "-" 840 "precrit"
"53713" 39 12 "b" "4" "-" 685 "precrit"
"53714" 39 12 "b" "5" "-" 817 "precrit"
"53715" 39 12 "b" "6" "-" 741 "crit"
"53716" 39 12 "b" "7" "-" 568 "postcrit"
"53717" 39 12 "b" "8" "-" 667 "post"
"53718" 39 12 "b" "9" "-" 526 "post"
"53719" 39 12 "b" "10" "-" 555 "post"
"53720" 39 12 "b" "?" "1" 2596 NA
"53730" 39 20 "b" "0" "-" 424 "predep"
"53731" 39 20 "b" "1" "-" 489 "dep"
"53732" 39 20 "b" "2" "-" 446 "precrit"
"53733" 39 20 "b" "3" "-" 779 "precrit"
"53734" 39 20 "b" "4" "-" 839 "precrit"
"53735" 39 20 "b" "5" "-" 457 "precrit"
"53736" 39 20 "b" "6" "-" 1037 "crit"
"53737" 39 20 "b" "7" "-" 483 "postcrit"
"53738" 39 20 "b" "8" "-" 727 "post"
"53739" 39 20 "b" "9" "-" 763 "post"
"53740" 39 20 "b" "?" "0" 7609 NA
"53760" 39 17 "c" "0" "-" 88 "predep"
"53761" 39 17 "c" "1" "-" 846 "dep"
"53762" 39 17 "c" "2" "-" 446 "precrit"
"53763" 39 17 "c" "3" "-" 455 "precrit"
"53764" 39 17 "c" "4" "-" 471 "crit"
"53765" 39 17 "c" "5" "-" 401 "postcrit"
"53766" 39 17 "c" "6" "-" 391 "post"
"53767" 39 17 "c" "7" "-" 450 "post"
"53768" 39 17 "c" "8" "-" 377 "post"
"53769" 39 17 "c" "9" "-" 599 "post"
"53770" 39 17 "c" "?" "1" 3008 NA
"53793" 39 19 "a" "0" "-" 62 "predep"
"53794" 39 19 "a" "1" "-" 1387 "dep"
"53795" 39 19 "a" "2" "-" 411 "precrit"
"53796" 39 19 "a" "3" "-" 440 "precrit"
"53797" 39 19 "a" "4" "-" 425 "crit"
"53798" 39 19 "a" "5" "-" 474 "postcrit"
"53799" 39 19 "a" "6" "-" 554 "post"
"53800" 39 19 "a" "7" "-" 450 "post"
"53801" 39 19 "a" "?" "1" 3238 NA
"53812" 39 30 "d" "0" "-" 384 "predep"
"53813" 39 30 "d" "1" "-" 434 "dep"
"53814" 39 30 "d" "2" "-" 431 "precrit"
"53815" 39 30 "d" "3" "-" 446 "precrit"
"53816" 39 30 "d" "4" "-" 460 "precrit"
"53817" 39 30 "d" "5" "-" 448 "precrit"
"53818" 39 30 "d" "6" "-" 631 "crit"
"53819" 39 30 "d" "7" "-" 423 "postcrit"
"53820" 39 30 "d" "8" "-" 395 "post"
"53821" 39 30 "d" "9" "-" 424 "post"
"53822" 39 30 "d" "10" "-" 390 "post"
"53823" 39 30 "d" "?" "1" 3405 NA
"53835" 39 6 "d" "0" "-" 450 "predep"
"53836" 39 6 "d" "1" "-" 492 "dep"
"53837" 39 6 "d" "2" "-" 413 "precrit"
"53838" 39 6 "d" "3" "-" 438 "precrit"
"53839" 39 6 "d" "4" "-" 426 "precrit"
"53840" 39 6 "d" "5" "-" 420 "precrit"
"53841" 39 6 "d" "6" "-" 534 "precrit"
"53842" 39 6 "d" "7" "-" 764 "crit"
"53843" 39 6 "d" "8" "-" 700 "postcrit"
"53844" 39 6 "d" "9" "-" 542 "post"
"53845" 39 6 "d" "10" "-" 1033 "post"
"53846" 39 6 "d" "11" "-" 747 "post"
"53847" 39 6 "d" "?" "1" 2220 NA
"53860" 39 26 "d" "0" "-" 415 "predep"
"53861" 39 26 "d" "1" "-" 455 "dep"
"53862" 39 26 "d" "2" "-" 494 "precrit"
"53863" 39 26 "d" "3" "-" 463 "precrit"
"53864" 39 26 "d" "4" "-" 425 "precrit"
"53865" 39 26 "d" "5" "-" 482 "precrit"
"53866" 39 26 "d" "6" "-" 450 "crit"
"53867" 39 26 "d" "7" "-" 571 "postcrit"
"53868" 39 26 "d" "8" "-" 641 "post"
"53869" 39 26 "d" "9" "-" 562 "post"
"53870" 39 26 "d" "10" "-" 414 "post"
"53871" 39 26 "d" "?" "1" 1858 NA
"53998" 39 5 "c" "0" "-" 32 "predep"
"53999" 39 5 "c" "1" "-" 553 "dep"
"54000" 39 5 "c" "2" "-" 415 "precrit"
"54001" 39 5 "c" "3" "-" 511 "precrit"
