"subj"	"expt"	"item"	"cond"	"roi"	"word"	"region"	"rt"
"21941"	23	"filler"	25	"-"	"2"	"Sportler"	"-"	288
"21942"	23	"filler"	25	"-"	"3"	"erst"	"-"	1094
"21943"	23	"filler"	25	"-"	"4"	"gestern"	"-"	255
"21944"	23	"filler"	25	"-"	"5"	"wieder"	"-"	378
"21945"	23	"filler"	25	"-"	"6"	"einen_wichtigen_Wettkampf"	"-"	770
"21946"	23	"filler"	25	"-"	"7"	"des_Leichtathletikverbands"	"-"	968
"21947"	23	"filler"	25	"-"	"8"	"gewonnen_hatte,"	"-"	570
"21948"	23	"filler"	25	"-"	"9"	"stand"	"-"	358
"21949"	23	"filler"	25	"-"	"10"	"seiner_Teilnahme"	"-"	648
"21950"	23	"filler"	25	"-"	"11"	"an"	"-"	391
"21951"	23	"filler"	25	"-"	"12"	"den_olympischen_Spielen"	"-"	319
"21952"	23	"filler"	25	"-"	"13"	"nichts"	"-"	586
"21953"	23	"filler"	25	"-"	"14"	"mehr"	"-"	389
"21954"	23	"filler"	25	"-"	"15"	"im"	"-"	308
"21955"	23	"filler"	25	"-"	"16"	"Wege."	"-"	403
"21956"	23	"filler"	38	"-"	"0"	"Dass"	"-"	437
"21957"	23	"filler"	38	"-"	"1"	"der"	"-"	345
"21958"	23	"filler"	38	"-"	"2"	"Buchhalter"	"-"	286
"21959"	23	"filler"	38	"-"	"3"	"den"	"-"	336
"21960"	23	"filler"	38	"-"	"4"	"Betrug"	"-"	333
"21961"	23	"filler"	38	"-"	"5"	"verheimlicht,"	"-"	668
"21962"	23	"filler"	38	"-"	"6"	"hat"	"-"	370
"21963"	23	"filler"	38	"-"	"7"	"der"	"-"	345
"21964"	23	"filler"	38	"-"	"8"	"eifrige"	"-"	314
"21965"	23	"filler"	38	"-"	"9"	"Inspektor"	"-"	331
"21966"	23	"filler"	38	"-"	"10"	"festgestellt,"	"-"	503
"21967"	23	"filler"	38	"-"	"11"	"als"	"-"	334
"21968"	23	"filler"	38	"-"	"12"	"er"	"-"	289
"21969"	23	"filler"	38	"-"	"13"	"die"	"-"	292
"21970"	23	"filler"	38	"-"	"14"	"Akten"	"-"	286
"21971"	23	"filler"	38	"-"	"15"	"überprüfte."	"-"	366
"21972"	23	"LKrep"	11	"a"	"0"	"Nachdem"	"-"	520
"21973"	23	"LKrep"	11	"a"	"1"	"der"	"-"	283
"21974"	23	"LKrep"	11	"a"	"2"	"Manager"	"-"	260
"21975"	23	"LKrep"	11	"a"	"3"	"wegen"	"p"	324
"21976"	23	"LKrep"	11	"a"	"4"	"guter_Leistung"	"pp1"	263
"21977"	23	"LKrep"	11	"a"	"5"	"des_restrukturierten_Außendiensts"	"pp2"	1275
"21978"	23	"LKrep"	11	"a"	"6"	"dem_verdienten_Mitarbeiter"	"npdat"	1178
"21979"	23	"LKrep"	11	"a"	"7"	"des_profitablen_Betriebs"	"npgen"	1041
"21980"	23	"LKrep"	11	"a"	"8"	"den_Bonus"	"-"	676
"21981"	23	"LKrep"	11	"a"	"9"	"auszahlte,"	"subordverb"	584
"21982"	23	"LKrep"	11	"a"	"10"	"hat"	"-"	375
"21983"	23	"LKrep"	11	"a"	"11"	"Heike_Schneider"	"npsubj"	257
"21984"	23	"LKrep"	11	"a"	"12"	"den_Vertrag"	"npacc"	603
"21985"	23	"LKrep"	11	"a"	"13"	"verlängert,"	"verb"	414
"21986"	23	"LKrep"	11	"a"	"14"	"und"	"verb1"	397
"21987"	23	"LKrep"	11	"a"	"15"	"damit"	"verb2"	316
"21988"	23	"LKrep"	11	"a"	"16"	"Weitsicht"	"verb3"	274
"21989"	23	"LKrep"	11	"a"	"17"	"bewiesen."	"verb4"	388
"21990"	23	"LKrep"	11	"a"	"?"	"Y"	"0"	1943
"21991"	23	"filler"	47	"-"	"0"	"Der"	"-"	357
"21992"	23	"filler"	47	"-"	"1"	"Sanitäter"	"-"	292
"21993"	23	"filler"	47	"-"	"2"	"kann"	"-"	298
"21994"	23	"filler"	47	"-"	"3"	"vor"	"-"	312
"21995"	23	"filler"	47	"-"	"4"	"Angst"	"-"	306
"21996"	23	"filler"	47	"-"	"5"	"erblasst"	"-"	284
"21997"	23	"filler"	47	"-"	"6"	"sein,"	"-"	426
"21998"	23	"filler"	47	"-"	"7"	"weil"	"-"	311
"21999"	23	"filler"	47	"-"	"8"	"der"	"-"	278
"22000"	23	"filler"	47	"-"	"9"	"Unfall"	"-"	348
"22001"	23	"filler"	47	"-"	"10"	"schlimm"	"-"	314
"22002"	23	"filler"	47	"-"	"11"	"war."	"-"	337
"22003"	23	"LKrep"	9	"c"	"0"	"Nachdem"	"-"	489
"22004"	23	"LKrep"	9	"c"	"1"	"der"	"-"	352
"22005"	23	"LKrep"	9	"c"	"2"	"Beamte"	"-"	296
"22006"	23	"LKrep"	9	"c"	"3"	"trotz"	"p"	283
"22007"	23	"LKrep"	9	"c"	"4"	"vereinzelter_Bedenken"	"pp1"	338
"22008"	23	"LKrep"	9	"c"	"5"	"des_weitläufigen_Familienkreises"	"pp2"	1594
"22009"	23	"LKrep"	9	"c"	"6"	"den_Schadensfall"	"subordnp"	656
"22010"	23	"LKrep"	9	"c"	"7"	"bescheinigte,"	"subordverb"	453
"22011"	23	"LKrep"	9	"c"	"8"	"hat"	"-"	394
"22012"	23	"LKrep"	9	"c"	"9"	"Sabine_Berger"	"npsubj"	631
"22013"	23	"LKrep"	9	"c"	"10"	"dem_effizienten_Versorgungsamt"	"npdat"	1545
"22014"	23	"LKrep"	9	"c"	"11"	"des_kleinen_Kurorts"	"npgen"	937
"22015"	23	"LKrep"	9	"c"	"12"	"den_Rentenantrag"	"npacc"	765
"22016"	23	"LKrep"	9	"c"	"13"	"gestellt,"	"verb"	603
"22017"	23	"LKrep"	9	"c"	"14"	"und"	"verb1"	355
"22018"	23	"LKrep"	9	"c"	"15"	"dann"	"verb2"	333
"22019"	23	"LKrep"	9	"c"	"16"	"den_Lebensabend"	"verb3"	1065
"22020"	23	"LKrep"	9	"c"	"17"	"genossen."	"verb4"	640
"22021"	23	"LKrep"	9	"c"	"?"	"Y"	"1"	4182
"22022"	23	"filler"	5	"-"	"0"	"Der"	"-"	308
"22023"	23	"filler"	5	"-"	"1"	"Bergsteiger"	"-"	299
"22024"	23	"filler"	5	"-"	"2"	"beschloss,"	"-"	358
"22025"	23	"filler"	5	"-"	"3"	"auf"	"-"	377
"22026"	23	"filler"	5	"-"	"4"	"Grund"	"-"	291
"22027"	23	"filler"	5	"-"	"5"	"des"	"-"	277
"22028"	23	"filler"	5	"-"	"6"	"schönen"	"-"	358
"22029"	23	"filler"	5	"-"	"7"	"Wetters"	"-"	372
"22030"	23	"filler"	5	"-"	"8"	"nicht"	"-"	339
"22031"	23	"filler"	5	"-"	"9"	"zum"	"-"	319
"22032"	23	"filler"	5	"-"	"10"	"Basislager"	"-"	367
"22033"	23	"filler"	5	"-"	"11"	"zurückzukehren,"	"-"	842
"22034"	23	"filler"	5	"-"	"12"	"sondern"	"-"	448
"22035"	23	"filler"	5	"-"	"13"	"stattdessen"	"-"	358
"22036"	23	"filler"	5	"-"	"14"	"den_gefährlichen_Gipfel"	"-"	300
"22037"	23	"filler"	5	"-"	"15"	"der_Bergkette"	"-"	966
"22038"	23	"filler"	5	"-"	"16"	"zu"	"-"	422
"22039"	23	"filler"	5	"-"	"17"	"besteigen,"	"-"	425
"22040"	23	"filler"	5	"-"	"18"	"was"	"-"	391
"22041"	23	"filler"	5	"-"	"19"	"er"	"-"	297
"22042"	23	"filler"	5	"-"	"20"	"aber"	"-"	302
"22043"	23	"filler"	5	"-"	"21"	"bald"	"-"	361
"22044"	23	"filler"	5	"-"	"22"	"bereuen"	"-"	327
"22045"	23	"filler"	5	"-"	"23"	"sollte."	"-"	386
"22046"	23	"filler"	5	"-"	"?"	"Y"	"1"	3332
"22047"	23	"LKrep"	1	"c"	"0"	"Weil"	"-"	238
"22048"	23	"LKrep"	1	"c"	"1"	"der"	"-"	306
"22049"	23	"LKrep"	1	"c"	"2"	"Verkäufer"	"-"	275
"22050"	23	"LKrep"	1	"c"	"3"	"ohne"	"p"	310
"22051"	23	"LKrep"	1	"c"	"4"	"langes_Bedenken"	"pp1"	299
"22052"	23	"LKrep"	1	"c"	"5"	"des_problematischen_Sachverhalts"	"pp2"	378
"22053"	23	"LKrep"	1	"c"	"6"	"den_Mangel"	"subordnp"	633
"22054"	23	"LKrep"	1	"c"	"7"	"verheimlichte,"	"subordverb"	372
"22055"	23	"LKrep"	1	"c"	"8"	"hat"	"-"	430
"22056"	23	"LKrep"	1	"c"	"9"	"Peter_Mühlberger"	"npsubj"	433
"22057"	23	"LKrep"	1	"c"	"10"	"dem_arroganten_Händler"	"npdat"	882
"22058"	23	"LKrep"	1	"c"	"11"	"des_vornehmen_Autohauses"	"npgen"	933
"22059"	23	"LKrep"	1	"c"	"12"	"den_Höchstpreis"	"npacc"	653
"22060"	23	"LKrep"	1	"c"	"13"	"geboten,"	"verb"	503
"22061"	23	"LKrep"	1	"c"	"14"	"und"	"verb1"	388
"22062"	23	"LKrep"	1	"c"	"15"	"so"	"verb2"	311
"22063"	23	"LKrep"	1	"c"	"16"	"einen_Verlust"	"verb3"	610
"22064"	23	"LKrep"	1	"c"	"17"	"gemacht."	"verb4"	388
"22065"	23	"LKrep"	1	"c"	"?"	"Y"	"1"	1698
"22066"	23	"filler"	3	"-"	"0"	"Der"	"-"	199
"22067"	23	"filler"	3	"-"	"1"	"Unfall"	"-"	358
"22068"	23	"filler"	3	"-"	"2"	"im"	"-"	339
"22069"	23	"filler"	3	"-"	"3"	"Chemielabor"	"-"	353
"22070"	23	"filler"	3	"-"	"4"	"des"	"-"	364
"22071"	23	"filler"	3	"-"	"5"	"Gymnasiums"	"-"	307
"22072"	23	"filler"	3	"-"	"6"	"hat"	"-"	355
"22073"	23	"filler"	3	"-"	"7"	"für"	"-"	290
"22074"	23	"filler"	3	"-"	"8"	"viel_Aufsehen"	"-"	325
"22075"	23	"filler"	3	"-"	"9"	"gesorgt,"	"-"	336
"22076"	23	"filler"	3	"-"	"10"	"da"	"-"	338
"22077"	23	"filler"	3	"-"	"11"	"er"	"-"	300
"22078"	23	"filler"	3	"-"	"12"	"einen_Einsatz_der_Feuerwehr"	"-"	787
"22079"	23	"filler"	3	"-"	"13"	"nach"	"-"	366
"22080"	23	"filler"	3	"-"	"14"	"sich"	"-"	322
"22081"	23	"filler"	3	"-"	"15"	"zog"	"-"	300
"22082"	23	"filler"	3	"-"	"16"	"und"	"-"	350
"22083"	23	"filler"	3	"-"	"17"	"großer_Sachschaden"	"-"	299
"22084"	23	"filler"	3	"-"	"18"	"entstand,"	"-"	424
"22085"	23	"filler"	3	"-"	"19"	"der"	"-"	413
"22086"	23	"filler"	3	"-"	"20"	"von"	"-"	299
"22087"	23	"filler"	3	"-"	"21"	"den_betroffenen_Schülern"	"-"	740
"22088"	23	"filler"	3	"-"	"22"	"selbst"	"-"	383
"22089"	23	"filler"	3	"-"	"23"	"getragen"	"-"	330
"22090"	23	"filler"	3	"-"	"24"	"werden"	"-"	344
"22091"	23	"filler"	3	"-"	"25"	"musste."	"-"	341
"22092"	23	"filler"	3	"-"	"?"	"Y"	"1"	2102
"22093"	23	"filler"	44	"-"	"0"	"Der"	"-"	311
"22094"	23	"filler"	44	"-"	"1"	"Künstler"	"-"	420
"22095"	23	"filler"	44	"-"	"2"	"verpasst"	"-"	306
"22096"	23	"filler"	44	"-"	"3"	"den"	"-"	323
"22097"	23	"filler"	44	"-"	"4"	"Auftrag,"	"-"	275
"22098"	23	"filler"	44	"-"	"5"	"hat"	"-"	298
"22099"	23	"filler"	44	"-"	"6"	"der"	"-"	304
"22100"	23	"filler"	44	"-"	"7"	"ehrgeizige"	"-"	314
"22101"	23	"filler"	44	"-"	"8"	"Galerist"	"-"	297
"22102"	23	"filler"	44	"-"	"9"	"kritisiert,"	"-"	326
"22103"	23	"filler"	44	"-"	"10"	"während"	"-"	587
"22104"	23	"filler"	44	"-"	"11"	"er"	"-"	298
"22105"	23	"filler"	44	"-"	"12"	"die"	"-"	281
"22106"	23	"filler"	44	"-"	"13"	"neue"	"-"	298
"22107"	23	"filler"	44	"-"	"14"	"Ausstellung"	"-"	314
"22108"	23	"filler"	44	"-"	"15"	"vorbereitete."	"-"	314
"22109"	23	"filler"	16	"-"	"0"	"Dass"	"-"	412
"22110"	23	"filler"	16	"-"	"1"	"der_Mitarbeiter"	"-"	267
"22111"	23	"filler"	16	"-"	"2"	"den_Urlaub"	"-"	289
"22112"	23	"filler"	16	"-"	"3"	"verdient,"	"-"	646
"22113"	23	"filler"	16	"-"	"4"	"hat"	"-"	328
"22114"	23	"filler"	16	"-"	"5"	"der_verlässliche_Vorgesetzte"	"-"	1022
"22115"	23	"filler"	16	"-"	"6"	"betont,"	"-"	311
"22116"	23	"filler"	16	"-"	"7"	"als"	"-"	431
"22117"	23	"filler"	16	"-"	"8"	"er"	"-"	308
"22118"	23	"filler"	16	"-"	"9"	"dem"	"-"	384
"22119"	23	"filler"	16	"-"	"10"	"Vorstand"	"-"	328
"22120"	23	"filler"	16	"-"	"11"	"den"	"-"	309
"22121"	23	"filler"	16	"-"	"12"	"Bericht"	"-"	306
"22122"	23	"filler"	16	"-"	"13"	"vorstellte."	"-"	442
"22123"	23	"filler"	16	"-"	"?"	"Y"	"1"	3350
"22124"	23	"filler"	37	"-"	"0"	"Dass"	"-"	454
"22125"	23	"filler"	37	"-"	"1"	"der"	"-"	270
"22126"	23	"filler"	37	"-"	"2"	"Richter"	"-"	275
"22127"	23	"filler"	37	"-"	"3"	"den"	"-"	283
"22128"	23	"filler"	37	"-"	"4"	"Urteilsspruch"	"-"	264
"22129"	23	"filler"	37	"-"	"5"	"fällt,"	"-"	323
"22130"	23	"filler"	37	"-"	"6"	"hat"	"-"	280
"22131"	23	"filler"	37	"-"	"7"	"der"	"-"	278
"22132"	23	"filler"	37	"-"	"8"	"junge"	"-"	278
"22133"	23	"filler"	37	"-"	"9"	"Justizbeamte"	"-"	280
"22134"	23	"filler"	37	"-"	"10"	"bestätigt,"	"-"	412
"22135"	23	"filler"	37	"-"	"11"	"als"	"-"	269
"22136"	23	"filler"	37	"-"	"12"	"der"	"-"	328
"22137"	23	"filler"	37	"-"	"13"	"Journalist"	"-"	311
"22138"	23	"filler"	37	"-"	"14"	"ihn"	"-"	303
"22139"	23	"filler"	37	"-"	"15"	"danach"	"-"	320
"22140"	23	"filler"	37	"-"	"16"	"fragte."	"-"	328
"22141"	23	"LKrep"	6	"d"	"0"	"Obwohl"	"-"	311
"22142"	23	"LKrep"	6	"d"	"1"	"der"	"-"	338
"22143"	23	"LKrep"	6	"d"	"2"	"Komplize"	"-"	272
"22144"	23	"LKrep"	6	"d"	"3"	"den_Zeugendienst"	"subordnp"	302
"22145"	23	"LKrep"	6	"d"	"4"	"verweigerte,"	"subordverb"	901
"22146"	23	"LKrep"	6	"d"	"5"	"hat"	"-"	372
"22147"	23	"LKrep"	6	"d"	"6"	"Karl_Riester"	"npsubj"	408
"22148"	23	"LKrep"	6	"d"	"7"	"nach"	"p"	374
"22149"	23	"LKrep"	6	"d"	"8"	"stundenlangem_Abstreiten"	"pp1"	767
"22150"	23	"LKrep"	6	"d"	"9"	"des_fraglichen_Sachverhalts"	"pp2"	815
"22151"	23	"LKrep"	6	"d"	"10"	"dem_wütenden_Polizisten"	"npdat"	765
"22152"	23	"LKrep"	6	"d"	"11"	"des_kleinen_Ortes"	"npgen"	854
"22153"	23	"LKrep"	6	"d"	"12"	"den_Mittäter"	"npacc"	628
"22154"	23	"LKrep"	6	"d"	"13"	"genannt,"	"verb"	955
"22155"	23	"LKrep"	6	"d"	"14"	"und"	"verb1"	397
"22156"	23	"LKrep"	6	"d"	"15"	"damit"	"verb2"	291
"22157"	23	"LKrep"	6	"d"	"16"	"die_Haftstrafe"	"verb3"	558
"22158"	23	"LKrep"	6	"d"	"17"	"vermieden."	"verb4"	297
"22159"	23	"LKrep"	6	"d"	"?"	"N"	"1"	3150
"22160"	23	"filler"	17	"-"	"0"	"Der"	"-"	294
"22161"	23	"filler"	17	"-"	"1"	"Kanzler"	"-"	395
"22162"	23	"filler"	17	"-"	"2"	"entlässt"	"-"	387
"22163"	23	"filler"	17	"-"	"3"	"den"	"-"	387
"22164"	23	"filler"	17	"-"	"4"	"Minister,"	"-"	370
"22165"	23	"filler"	17	"-"	"5"	"hat"	"-"	386
"22166"	23	"filler"	17	"-"	"6"	"der"	"-"	323
"22167"	23	"filler"	17	"-"	"7"	"junge"	"-"	286
"22168"	23	"filler"	17	"-"	"8"	"Politiker"	"-"	273
"22169"	23	"filler"	17	"-"	"9"	"gefordert,"	"-"	281
"22170"	23	"filler"	17	"-"	"10"	"als"	"-"	389
"22171"	23	"filler"	17	"-"	"11"	"die"	"-"	345
"22172"	23	"filler"	17	"-"	"12"	"Rede"	"-"	250
"22173"	23	"filler"	17	"-"	"13"	"zu"	"-"	320
"22174"	23	"filler"	17	"-"	"14"	"Ende"	"-"	318
"22175"	23	"filler"	17	"-"	"15"	"war."	"-"	320
"22176"	23	"filler"	17	"-"	"?"	"Y"	"0"	2246
"22177"	24	"practice"	1	"-"	"0"	"Dies"	"-"	547
"22178"	24	"practice"	1	"-"	"1"	"ist"	"-"	583
"22179"	24	"practice"	1	"-"	"2"	"ein"	"-"	522
"22180"	24	"practice"	1	"-"	"3"	"sehr"	"-"	421
"22181"	24	"practice"	1	"-"	"4"	"einfacher"	"-"	449
"22182"	24	"practice"	1	"-"	"5"	"Übungssatz,"	"-"	427
"22183"	24	"practice"	1	"-"	"6"	"damit"	"-"	463
"22184"	24	"practice"	1	"-"	"7"	"du"	"-"	435
"22185"	24	"practice"	1	"-"	"8"	"das"	"-"	402
"22186"	24	"practice"	1	"-"	"9"	"wortweise"	"-"	447
"22187"	24	"practice"	1	"-"	"10"	"Lesen"	"-"	438
"22188"	24	"practice"	1	"-"	"11"	"üben"	"-"	409
"22189"	24	"practice"	1	"-"	"12"	"kannst."	"-"	1035
"22190"	24	"practice"	2	"-"	"0"	"Das"	"-"	440
"22191"	24	"practice"	2	"-"	"1"	"Stadtfest,"	"-"	457
"22192"	24	"practice"	2	"-"	"2"	"welches"	"-"	513
"22193"	24	"practice"	2	"-"	"3"	"im"	"-"	515
"22194"	24	"practice"	2	"-"	"4"	"Mai"	"-"	558
"22195"	24	"practice"	2	"-"	"5"	"stattfindet,"	"-"	459
"22196"	24	"practice"	2	"-"	"6"	"ist"	"-"	479
"22197"	24	"practice"	2	"-"	"7"	"sehr"	"-"	468
"22198"	24	"practice"	2	"-"	"8"	"beliebt."	"-"	518
"22199"	24	"practice"	2	"-"	"?"	"Y"	"1"	2987
"22200"	24	"practice"	3	"-"	"0"	"Der"	"-"	1053
"22201"	24	"practice"	3	"-"	"1"	"Milchbauer"	"-"	575
"22202"	24	"practice"	3	"-"	"2"	"bedauerte"	"-"	641
"22203"	24	"practice"	3	"-"	"3"	"es"	"-"	771
"22204"	24	"practice"	3	"-"	"4"	"sehr,"	"-"	620
"22205"	24	"practice"	3	"-"	"5"	"dass"	"-"	602
"22206"	24	"practice"	3	"-"	"6"	"die"	"-"	607
"22207"	24	"practice"	3	"-"	"7"	"Hälfte"	"-"	708
"22208"	24	"practice"	3	"-"	"8"	"seiner"	"-"	526
"22209"	24	"practice"	3	"-"	"9"	"Milchkühe"	"-"	1873
"22210"	24	"practice"	3	"-"	"10"	"im_letzten_Jahr"	"-"	588
"22211"	24	"practice"	3	"-"	"11"	"der"	"-"	526
"22212"	24	"practice"	3	"-"	"12"	"Rinderpest"	"-"	649
"22213"	24	"practice"	3	"-"	"13"	"zum_Opfer"	"-"	621
"22214"	24	"practice"	3	"-"	"14"	"gefallen"	"-"	550
"22215"	24	"practice"	3	"-"	"15"	"war,"	"-"	582
"22216"	24	"practice"	3	"-"	"16"	"und"	"-"	598
"22217"	24	"practice"	3	"-"	"17"	"er"	"-"	503
"22218"	24	"practice"	3	"-"	"18"	"immer"	"-"	495
"22219"	24	"practice"	3	"-"	"19"	"noch"	"-"	478
"22220"	24	"practice"	3	"-"	"20"	"auf_die_Entschädigung"	"-"	640
"22221"	24	"practice"	3	"-"	"21"	"aus"	"-"	492
"22222"	24	"practice"	3	"-"	"22"	"Brüssel"	"-"	514
"22223"	24	"practice"	3	"-"	"23"	"wartet,"	"-"	492
"22224"	24	"practice"	3	"-"	"24"	"obwohl"	"-"	501
"22225"	24	"practice"	3	"-"	"25"	"er"	"-"	556
"22226"	24	"practice"	3	"-"	"26"	"sie"	"-"	490
"22227"	24	"practice"	3	"-"	"27"	"sofort"	"-"	503
"22228"	24	"practice"	3	"-"	"28"	"beantragt"	"-"	506
"22229"	24	"practice"	3	"-"	"29"	"hatte."	"-"	609
"22230"	24	"practice"	4	"-"	"0"	"Die"	"-"	1279
"22231"	24	"practice"	4	"-"	"1"	"Sekretärin"	"-"	512
"22232"	24	"practice"	4	"-"	"2"	"wird"	"-"	504
"22233"	24	"practice"	4	"-"	"3"	"jetzt"	"-"	502
"22234"	24	"practice"	4	"-"	"4"	"gleich"	"-"	468
"22235"	24	"practice"	4	"-"	"5"	"ihrem_jungen_Chef"	"-"	788
"22236"	24	"practice"	4	"-"	"6"	"den"	"-"	451
"22237"	24	"practice"	4	"-"	"7"	"Brief"	"-"	487
"22238"	24	"practice"	4	"-"	"8"	"tippen,"	"-"	487
"22239"	24	"practice"	4	"-"	"9"	"obwohl"	"-"	738
"22240"	24	"practice"	4	"-"	"10"	"dieser"	"-"	451
"22241"	24	"practice"	4	"-"	"11"	"ihn"	"-"	487
"22242"	24	"practice"	4	"-"	"12"	"erst"	"-"	415
"22243"	24	"practice"	4	"-"	"13"	"morgen"	"-"	445
"22244"	24	"practice"	4	"-"	"14"	"früh"	"-"	445
"22245"	24	"practice"	4	"-"	"15"	"benötigt,"	"-"	478
"22246"	24	"practice"	4	"-"	"16"	"wie"	"-"	467
"22247"	24	"practice"	4	"-"	"17"	"er"	"-"	423
"22248"	24	"practice"	4	"-"	"18"	"ihr"	"-"	395
"22249"	24	"practice"	4	"-"	"19"	"bereits"	"-"	422
"22250"	24	"practice"	4	"-"	"20"	"mehrmals"	"-"	417
"22251"	24	"practice"	4	"-"	"21"	"gesagt"	"-"	450
"22252"	24	"practice"	4	"-"	"22"	"hat."	"-"	543
"22253"	24	"practice"	5	"-"	"0"	"Da"	"-"	375
"22254"	24	"practice"	5	"-"	"1"	"der"	"-"	391
"22255"	24	"practice"	5	"-"	"2"	"zitterige"	"-"	352
"22256"	24	"practice"	5	"-"	"3"	"Großvater"	"-"	584
"22257"	24	"practice"	5	"-"	"4"	"seine_Rentenzahlung"	"-"	87
"22258"	24	"practice"	5	"-"	"5"	"verspätet"	"-"	1384
"22259"	24	"practice"	5	"-"	"6"	"erhalten_hatte,"	"-"	1226
"22260"	24	"practice"	5	"-"	"7"	"musste"	"-"	437
"22261"	24	"practice"	5	"-"	"8"	"er"	"-"	447
"22262"	24	"practice"	5	"-"	"9"	"am_Monatsende"	"-"	813
"22263"	24	"practice"	5	"-"	"10"	"seinen"	"-"	460
"22264"	24	"practice"	5	"-"	"11"	"Sohn"	"-"	425
"22265"	24	"practice"	5	"-"	"12"	"um_Hilfe"	"-"	408
"22266"	24	"practice"	5	"-"	"13"	"mit_der_Miete"	"-"	503
"22267"	24	"practice"	5	"-"	"14"	"seiner"	"-"	445
"22268"	24	"practice"	5	"-"	"15"	"Wohnung"	"-"	445
"22269"	24	"practice"	5	"-"	"16"	"bitten,"	"-"	431
"22270"	24	"practice"	5	"-"	"17"	"was"	"-"	392
"22271"	24	"practice"	5	"-"	"18"	"diesem"	"-"	397
"22272"	24	"practice"	5	"-"	"19"	"jedoch"	"-"	431
"22273"	24	"practice"	5	"-"	"20"	"gar"	"-"	439
"22274"	24	"practice"	5	"-"	"21"	"nicht"	"-"	408
"22275"	24	"practice"	5	"-"	"22"	"Recht"	"-"	450
"22276"	24	"practice"	5	"-"	"23"	"war."	"-"	453
"22277"	24	"practice"	5	"-"	"?"	"Y"	"1"	2636
"22278"	24	"practice"	6	"-"	"0"	"Weil"	"-"	445
"22279"	24	"practice"	6	"-"	"1"	"die"	"-"	493
"22280"	24	"practice"	6	"-"	"2"	"alte"	"-"	470
"22281"	24	"practice"	6	"-"	"3"	"Angorakatze"	"-"	419
"22282"	24	"practice"	6	"-"	"4"	"immer"	"-"	456
"22283"	24	"practice"	6	"-"	"5"	"wieder"	"-"	439
"22284"	24	"practice"	6	"-"	"6"	"eklige"	"-"	440
"22285"	24	"practice"	6	"-"	"7"	"Mäusekadaver"	"-"	454
"22286"	24	"practice"	6	"-"	"8"	"aus"	"-"	453
"22287"	24	"practice"	6	"-"	"9"	"der_nahegelegenen_Mülldeponie"	"-"	1102
"22288"	24	"practice"	6	"-"	"10"	"anschleppte,"	"-"	551
"22289"	24	"practice"	6	"-"	"11"	"sperrte"	"-"	447
"22290"	24	"practice"	6	"-"	"12"	"der_rüstige_Rentner"	"-"	442
"22291"	24	"practice"	6	"-"	"13"	"sie"	"-"	518
"22292"	24	"practice"	6	"-"	"14"	"in"	"-"	616
"22293"	24	"practice"	6	"-"	"15"	"den"	"-"	440
"22294"	24	"practice"	6	"-"	"16"	"Keller."	"-"	465
"22295"	24	"practice"	6	"-"	"?"	"N"	"1"	2376
"22296"	24	"filler"	21	"-"	"0"	"Der"	"-"	482
"22297"	24	"filler"	21	"-"	"1"	"Feuerwehrmann"	"-"	815
"22298"	24	"filler"	21	"-"	"2"	"rettet"	"-"	636
"22299"	24	"filler"	21	"-"	"3"	"den"	"-"	533
"22300"	24	"filler"	21	"-"	"4"	"Kater,"	"-"	717
"22301"	24	"filler"	21	"-"	"5"	"hat"	"-"	468
"22302"	24	"filler"	21	"-"	"6"	"der"	"-"	1243
"22303"	24	"filler"	21	"-"	"7"	"kleine"	"-"	463
"22304"	24	"filler"	21	"-"	"8"	"Junge"	"-"	490
"22305"	24	"filler"	21	"-"	"9"	"geglaubt,"	"-"	501
"22306"	24	"filler"	21	"-"	"10"	"als"	"-"	504
"22307"	24	"filler"	21	"-"	"11"	"er"	"-"	688
"22308"	24	"filler"	21	"-"	"12"	"die"	"-"	543
"22309"	24	"filler"	21	"-"	"13"	"Notrufzentrale"	"-"	702
"22310"	24	"filler"	21	"-"	"14"	"anrief."	"-"	663
"22311"	24	"filler"	21	"-"	"?"	"N"	"1"	7397
"22312"	24	"LKrep"	8	"c"	"0"	"Weil"	"-"	493
"22313"	24	"LKrep"	8	"c"	"1"	"der"	"-"	439
"22314"	24	"LKrep"	8	"c"	"2"	"Einkäufer"	"-"	469
"22315"	24	"LKrep"	8	"c"	"3"	"nach"	"p"	419
"22316"	24	"LKrep"	8	"c"	"4"	"erneuter_Ausweitung"	"pp1"	497
"22317"	24	"LKrep"	8	"c"	"5"	"des_großzügigen_Angebots"	"pp2"	824
"22318"	24	"LKrep"	8	"c"	"6"	"den_Preis"	"-"	467
"22319"	24	"LKrep"	8	"c"	"7"	"erhöhte,"	"subordverb"	441
"22320"	24	"LKrep"	8	"c"	"8"	"hat"	"-"	506
"22321"	24	"LKrep"	8	"c"	"9"	"Frank_Sailer"	"npsubj"	2157
"22322"	24	"LKrep"	8	"c"	"10"	"dem_kränkelnden_Betrieb"	"npdat"	957
"22323"	24	"LKrep"	8	"c"	"11"	"des_alternden_Unternehmers"	"npgen"	2371
"22324"	24	"LKrep"	8	"c"	"12"	"den_Auftrag"	"npacc"	729
"22325"	24	"LKrep"	8	"c"	"13"	"versprochen,"	"verb"	799
"22326"	24	"LKrep"	8	"c"	"14"	"und"	"verb1"	556
