subject	item	cloze	segment	lab	base100	base200	base500	filt01	prestim
york17	146	16	48	york	-3.42	1.0062	2.1854	-5.23	-6.9806
york17	150	0	49	york	-0.73	3.0440	4.8658	2.03	-6.9252
york17	147	91	50	york	-8.53	-9.8350	-5.6146	-10.28	-3.6308
york17	158	0	51	york	2.17	2.8103	-0.7251	1.39	3.59
york17	157	11	52	york	4.68	-0.8917	0.9210	3.16	4.6637
york17	149	2	53	york	-5.56	-5.1602	-6.0491	-5.24	0.589
york17	156	100	54	york	15.35	9.7562	7.1913	14.42	10.1545
york17	153	25	55	york	-10.31	-11.2368	-4.1337	-12.04	-7.6628
york17	144	77	56	york	9.97	5.9966	2.8560	8.35	8.8658
york17	142	0	57	york	8.55	6.0650	8.0215	6.82	0.6586
york17	143	86	58	york	-11.18	-10.7738	-12.3985	-8.18	1.5292
york17	159	52	59	york	-2.32	-3.9242	-3.3611	-1.84	1.308
york17	161	18	60	york	-0.25	0.7568	-0.9980	-3.43	0.9438
york17	167	86	61	york	-3.68	-13.4983	-10.6468	-3.71	8.7379
york17	180	95	62	york	6.32	1.8516	7.4468	4.40	-1.3903
york17	166	0	63	york	-9.06	-12.7013	-13.1847	-7.67	5.1748
york17	179	95	64	york	-2.29	-4.7804	-3.2979	-3.50	1.243
york17	163	75	65	york	-3.38	-3.7608	-5.1732	-1.73	2.2118
york17	178	0	66	york	-14.93	-10.5662	-6.7616	-15.68	-10.1774
york17	176	73	67	york	-4.69	-2.8668	-1.7596	-1.88	-3.6574
york17	165	14	68	york	4.69	4.5695	-1.7115	6.91	7.9714
york17	162	0	69	york	-8.73	-9.0648	-7.3372	-8.98	-1.6897
york17	168	82	70	york	8.20	4.5619	2.5002	9.79	7.1166
york17	170	16	71	york	9.41	5.7468	6.5575	3.50	3.5201
york17	173	18	72	york	-8.33	-4.4319	-5.0303	-11.29	-4.0693
york17	174	0	73	york	8.49	5.4254	1.5595	6.44	8.582
york17	172	73	74	york	-7.20	-4.8490	-5.5035	-13.25	-2.1299
york17	169	5	75	york	-8.58	-9.0729	-5.2341	-10.18	-4.1095
york17	164	68	76	york	4.84	7.3252	5.1159	4.04	-0.354
york17	177	0	77	york	4.09	-2.3593	0.5767	2.82	4.3894
york17	175	68	78	york	3.11	4.3288	4.3183	0.52	-1.5222
york17	171	57	79	york	0.03	-1.3913	-1.1708	-3.03	1.5263
york18	111	84	1	york	0.78	1.6658	5.6883	-1.80	-6.0956
york18	104	86	2	york	8.01	10.1992	8.2878	3.59	-0.3942
york18	109	2	3	york	2.69	3.7610	3.5173	1.70	-1.0745
york18	101	0	4	york	5.31	1.6031	6.8530	6.24	-1.867
york18	114	5	5	york	-4.23	-6.2090	-1.5320	-5.89	-3.3578
york18	113	36	6	york	-2.57	-0.8408	-0.8705	-3.00	-2.1897
york18	120	75	7	york	10.37	5.9222	-1.3780	11.94	14.6194
york18	118	0	8	york	-10.00	-5.3623	-1.6451	-6.40	-10.3536
york18	108	61	9	york	-2.32	-6.5724	-2.7814	0.73	0.603
york18	119	98	10	york	9.19	-2.0630	-1.1575	8.77	12.8504
york18	117	20	11	york	1.07	1.0230	-0.1845	1.34	1.566
york18	106	0	12	york	-3.52	-2.6430	-0.7421	-2.82	-3.45
york18	102	0	13	york	-9.40	-6.3307	-4.4400	-10.75	-6.1952
york18	116	75	14	york	-8.79	-9.1008	-8.5609	-7.64	-0.2671
york18	105	0	15	york	2.20	1.5488	-1.2856	2.09	4.3372
york18	115	59	16	york	-1.11	-9.0765	-6.6017	-1.68	6.8723
york18	112	66	17	york	14.15	7.6784	6.6825	14.63	9.3592
york18	103	55	18	york	-0.59	-0.3582	-1.9003	-2.77	1.656
york18	129	11	19	york	-5.69	2.3949	8.2252	-7.34	-17.3746
york18	131	73	20	york	-6.09	-6.2400	-7.0296	-3.30	1.1651
york18	132	64	21	york	9.60	5.2845	-2.0063	10.80	14.3984
york18	133	11	22	york	12.10	4.9129	4.3044	9.75	9.7175
york18	125	2	23	york	-7.17	-1.1299	-0.2202	-5.58	-8.6714
york18	121	9	24	york	-1.32	-3.3695	-3.8782	0.45	3.2282
york18	136	75	25	york	-10.20	-5.3009	-3.9151	-8.89	-7.8105
york18	124	75	26	york	14.24	12.6893	11.6935	12.79	3.1541
york18	130	0	27	york	1.79	2.7658	0.6765	5.97	1.4227
york18	134	0	28	york	-2.38	-5.2190	-9.4458	-3.44	8.7389
york18	140	55	29	york	1.50	4.4973	2.8641	-1.96	-1.7179
york18	138	0	30	york	6.92	2.6238	-0.9190	8.19	9.7317
york18	137	11	31	york	5.94	2.5406	0.6234	4.69	6.6019
york18	123	70	32	york	-15.12	-13.1464	-6.3661	-14.56	-10.8519
york18	127	70	33	york	7.48	10.2973	10.2489	5.67	-3.4602
york18	126	0	34	york	0.08	-1.0316	4.2351	0.52	-5.1023
york18	135	93	35	york	-5.81	-5.4844	-9.2591	-0.86	4.3424
york18	122	2	36	york	-3.35	-10.3901	-3.7655	-6.95	0.5636
york18	128	61	37	york	1.41	5.0417	2.7518	0.44	-1.657
york18	139	93	38	york	4.02	2.9564	3.4222	4.15	0.7224
york18	149	2	39	york	4.79	9.7278	18.0503	2.03	-16.5221
york18	145	5	40	york	14.10	10.2498	5.0959	10.19	11.1246
york18	147	91	41	york	18.41	15.7853	12.3169	19.37	7.5605
york18	155	68	42	york	-2.64	-6.0277	-7.5317	-0.74	6.1436
york18	157	11	43	york	1.09	-0.2600	0.7358	2.35	0.4858
york18	146	16	44	york	1.37	-3.4852	-10.0310	0.97	14.204
york18	151	75	45	york	13.46	13.5131	11.1735	13.72	2.8751
york18	153	25	46	york	7.59	5.6928	-1.2120	10.04	10.9466
york18	154	5	47	york	6.14	0.8885	-3.2556	4.59	11.6995
york18	142	0	48	york	-4.30	-4.1579	-0.2438	-3.20	-4.9467
york18	143	86	49	york	16.48	13.8295	13.5896	14.08	3.5308
york18	141	9	50	york	9.44	3.6926	0.7345	10.00	10.8458
york18	150	0	51	york	-9.72	-8.8402	-11.4626	-6.55	2.2112
york18	148	89	52	york	-18.86	-14.3195	-12.8664	-17.81	-7.4588
york18	156	100	53	york	6.36	4.0107	5.8710	4.28	0.6497
york18	144	77	54	york	-10.81	-8.4884	0.6634	-13.59	-14.2619
york18	160	16	55	york	-0.54	-2.8849	-4.8016	0.52	5.3184
york18	152	86	56	york	3.75	1.0574	-1.2553	7.86	6.2696
york18	158	0	57	york	3.05	-0.9094	-10.5801	2.46	16.9126
york18	159	52	58	york	-0.81	-5.9758	-4.3592	-1.72	4.4475
york18	170	16	59	york	8.96	8.4542	6.7361	10.69	2.7447
york18	177	0	60	york	-0.89	-3.3370	-2.3391	-0.28	1.8713
york18	175	68	61	york	12.59	10.4020	5.1330	12.26	9.2682
york18	179	95	62	york	-19.58	-17.3889	-12.0939	-20.07	-9.2772
york18	162	0	63	york	0.36	-0.5877	1.3988	3.21	-1.2098
york18	163	75	64	york	-5.89	-0.9576	2.4298	-9.18	-10.4272
york18	171	57	65	york	-8.01	-12.5857	-8.5717	-15.61	0.7363
york18	165	14	66	york	-14.70	-13.5062	-11.9555	-15.45	-3.4253
york18	176	73	67	york	12.14	4.4397	-4.1424	11.68	20.251
york18	161	18	68	york	5.32	6.2993	10.3624	3.49	-6.2621
york18	172	73	69	york	-11.31	-8.3324	-10.1440	-10.69	-1.4479
york18	167	86	70	york	12.57	6.6859	2.9524	9.25	11.9867
york18	166	0	71	york	-11.68	-7.9227	-5.8386	-13.71	-7.2146
york18	180	95	72	york	-0.24	-0.6290	-2.4846	-2.54	2.7716
york18	173	18	73	york	16.36	14.7795	13.7019	14.66	3.3693
york18	174	0	74	york	0.01	-2.1004	-3.1175	2.11	3.9075
york18	178	0	75	york	-15.38	-11.5225	-4.5851	-16.30	-13.4547
york18	164	68	76	york	-4.14	-3.3362	-2.3416	-0.35	-2.2485
york18	168	82	77	york	11.52	8.7527	5.4168	15.03	7.5997
york18	169	5	78	york	10.60	9.1992	7.4518	7.70	3.915
york19	114	73	1	york	-3.19	-0.6433	-0.3387	-3.28	-3.5642
york19	104	0	2	york	11.80	8.6246	6.5718	9.97	6.5011
york19	111	9	3	york	-0.19	-3.2182	0.8141	0.56	-1.1917
york19	108	0	4	york	8.52	9.1283	9.5531	8.35	-1.2259
york19	110	25	5	york	7.45	9.0242	10.4522	5.58	-3.7369
york19	107	18	6	york	3.96	1.5093	-0.5317	1.84	5.6368
york19	105	89	7	york	18.30	13.5664	7.5422	18.18	13.44
york19	115	27	8	york	0.03	4.2095	7.3519	2.35	-9.0839
york19	117	70	9	york	0.27	-1.2687	4.2556	-1.04	-4.9412
york19	119	2	10	york	1.49	3.3986	5.0358	1.34	-4.4387
york19	116	2	11	york	10.87	6.3397	0.5959	8.09	12.7203
york19	120	9	12	york	-0.01	-2.0713	-2.3009	-3.72	2.8802
york19	109	75	13	york	-1.43	3.5231	1.8705	-5.16	-4.1548
york19	112	2	14	york	-3.19	-7.0281	-4.8477	-4.98	2.1286
york19	106	93	15	york	18.54	19.9604	20.1780	16.24	-2.0977
york19	101	82	16	york	2.03	-3.7852	-5.2351	4.99	9.1299
york19	113	61	17	york	3.10	-5.4257	-0.4800	2.72	4.5021
york19	103	39	18	york	14.81	10.5077	3.7116	14.66	13.7816
york19	118	95	19	york	6.41	10.8191	3.5877	8.42	3.4786
york19	102	98	20	york	13.34	2.5194	3.7991	8.00	11.9405
york19	140	0	21	york	-16.40	-7.9816	-5.8388	-15.87	-13.1909
york19	130	77	22	york	4.30	3.0072	5.4953	-0.57	-1.5277
york19	122	52	23	york	0.48	-0.0794	-1.2657	-1.12	2.179
york19	139	2	24	york	-4.41	-3.6725	1.2042	-4.19	-6.9736
york19	135	5	25	york	-20.44	-20.1930	-17.3906	-17.83	-3.7363
york19	124	0	26	york	5.14	3.5545	3.2730	-1.15	2.3027
york19	132	0	27	york	0.78	1.5514	3.2364	0.14	-3.0748
york19	123	0	28	york	3.45	4.0187	2.8755	3.78	0.8041
york19	129	66	29	york	-5.84	-6.1734	1.9830	-7.04	-9.7037
york19	126	84	30	york	8.66	3.9732	5.2434	8.40	4.3529
york19	128	36	31	york	16.49	12.5503	7.0347	9.99	11.753
york19	133	73	32	york	-7.69	-10.1219	-16.1101	-6.24	10.4832
york19	137	82	33	york	-1.81	-1.8869	-3.4828	1.29	2.1328
york19	127	27	34	york	-3.80	-5.5879	-5.9945	-4.70	2.7517
york19	138	93	35	york	-6.60	-7.1939	-8.6230	-7.56	2.5073
york19	131	11	36	york	-1.97	-2.0434	-0.3997	-1.34	-1.9092
york19	121	60	37	york	3.63	-1.2155	-0.2498	0.90	4.849
york19	125	59	38	york	-18.51	-17.3844	-10.2624	-15.84	-10.2091
york19	134	95	39	york	0.86	2.0705	7.8781	0.43	-8.6211
york19	136	2	40	york	1.72	-0.3249	-3.2197	1.31	6.1716
york19	141	91	41	york	10.86	7.7125	7.1482	11.83	4.6487
york19	149	20	42	york	-3.14	1.7969	9.5536	-2.52	-15.703
york19	151	25	43	york	0.93	-2.4058	-3.5395	2.51	5.581
york19	152	5	44	york	-5.33	-4.0407	1.0175	-4.87	-7.8902
york19	150	27	45	york	-12.82	-11.1456	-12.5841	-11.39	-0.315
york19	157	34	46	york	-18.77	-20.3817	-19.8387	-19.39	1.3686
york19	146	82	47	york	-10.06	-7.9227	-6.5662	-9.99	-4.3591
york19	147	7	48	york	-7.89	-13.5515	-13.8010	-6.64	7.3138
york19	144	0	49	york	-0.91	-3.6347	-4.8090	0.54	4.837
york19	153	70	50	york	-17.44	-20.2559	-8.6179	-18.48	-10.9639
york19	145	73	51	york	8.07	3.3556	0.0241	4.53	9.9853
york19	155	25	52	york	8.23	6.3819	2.4936	5.42	7.1501
york19	160	0	53	york	-13.17	-16.8624	-17.2541	-12.40	5.1558
york19	142	91	54	york	4.23	3.6853	5.2697	5.48	-1.2687
york19	158	66	55	york	1.69	-0.2050	-5.4249	-1.56	8.8658
york19	143	2	56	york	3.86	7.7336	7.6596	5.90	-4.7978
york19	148	0	57	york	9.42	6.9549	-1.3455	9.24	13.2491
york19	159	16	58	york	7.88	8.1913	8.6680	6.59	-0.9444
york19	172	0	59	york	-0.44	2.7423	7.3373	1.27	-9.6958
york19	169	73	60	york	15.51	7.4537	10.2668	17.58	6.5601
york19	177	70	61	york	4.04	8.6686	8.0877	6.01	-5.0316
york19	166	100	62	york	8.09	2.7712	7.5359	5.86	0.6838
york19	173	77	63	york	7.07	4.8873	4.2491	6.64	3.6453
york19	162	98	64	york	6.37	6.8739	4.7126	8.27	2.1085
york19	163	25	65	york	-0.81	-6.3732	-3.5305	2.49	3.3789
york19	170	68	66	york	2.27	1.1128	2.7606	-0.97	-0.6186
york19	175	30	67	york	-8.22	-11.9022	-7.8811	-8.77	-0.3906
york19	176	0	68	york	7.21	3.7137	-0.5703	3.88	9.6488
york19	161	70	69	york	3.75	2.2132	0.5569	4.10	3.968
york19	179	0	70	york	-15.27	-9.0548	-2.5836	-12.97	-15.8059
york19	180	5	71	york	1.89	-3.5447	-5.4947	1.02	9.2053
york19	167	14	72	york	-3.83	-6.1382	-8.8561	-1.81	6.2528
york2	113	36	1	york	-7.20	-4.7100	-4.5459	-6.83	-3.3772
york2	120	75	2	york	-6.42	-4.1491	-5.6845	-7.24	-0.9618
york2	115	59	3	york	-4.56	-5.4570	0.3747	0.39	-6.194
york2	117	20	4	york	-1.60	1.9708	5.6447	-1.52	-8.9725
york2	105	0	5	york	-12.70	-8.5873	-2.3529	-11.42	-12.8895
york2	103	55	6	york	0.03	-0.2446	2.0094	0.39	-2.4747
york2	108	61	7	york	9.01	7.2143	9.0503	6.45	-0.0668
york2	104	86	8	york	-4.21	1.2547	3.5982	-12.44	-9.8287
york2	112	66	9	york	1.26	-5.5049	1.3666	-2.64	-0.1475
york2	107	77	10	york	-7.32	-4.7392	-3.7367	-11.22	-4.664
york2	101	0	11	york	-5.51	-11.0117	-4.7729	-4.66	-0.9045
york2	114	5	12	york	-11.51	-11.8097	-9.6660	-8.07	-2.2505
york2	110	0	13	york	-23.41	-13.9212	-10.8918	-21.25	-15.4436
york2	118	0	14	york	10.15	8.9017	9.2464	10.54	1.0766
york2	111	84	15	york	-3.24	-2.8370	0.9609	-6.49	-5.2187
york2	106	0	16	york	-9.63	-9.0917	-6.2892	-6.34	-4.1171
york2	116	75	17	york	7.96	7.3525	9.0876	5.55	-1.4041
york2	119	98	18	york	16.78	13.3069	13.0168	17.33	4.6314
york2	123	70	19	york	12.58	10.0249	7.8155	13.93	5.9622
york2	136	75	20	york	10.64	11.5793	13.7874	10.34	-3.8936
york2	140	55	21	york	1.60	1.6388	4.1490	-0.29	-3.172
york2	139	93	22	york	-2.93	-1.7990	0.1902	-5.65	-3.8864
york2	137	11	23	york	6.28	5.0332	3.2165	8.19	3.8444
york2	129	11	24	york	5.51	5.0812	5.9483	2.03	-0.4931
york2	127	70	25	york	-0.21	-7.6693	-18.1818	1.80	22.3553
york2	134	0	26	york	9.85	2.8684	4.8728	8.83	6.2477
york2	128	61	27	york	3.68	0.3033	4.3839	2.35	-0.8546
york2	121	9	28	york	-9.98	-6.9430	-0.4422	-5.51	-11.8278
york2	126	0	29	york	1.39	5.2894	2.6718	1.45	-1.4776
york2	135	93	30	york	18.87	14.3913	11.9960	21.61	8.5578
york2	131	73	31	york	-4.78	-2.2352	-0.1616	-3.42	-5.7825
york2	130	0	32	york	1.63	2.5129	1.1513	4.95	0.6524
york2	138	0	33	york	0.41	1.5968	1.9448	-2.00	-1.8247
york2	132	64	34	york	-8.27	-7.0849	-4.4868	-7.64	-4.6862
york2	125	2	35	york	17.53	13.4727	6.3878	17.53	13.8337
york2	124	75	36	york	10.35	10.6173	6.6124	11.59	4.6409
york2	122	2	37	york	-3.37	-9.7903	-14.7741	1.48	14.3169
york2	152	86	38	york	-10.86	-8.6327	-7.2322	-12.27	-4.4754
york2	143	86	39	york	5.93	0.2439	-0.2191	7.42	7.5933
york2	146	16	40	york	-12.37	-8.0139	-10.6973	-9.60	-2.1006
york2	153	25	41	york	10.61	8.9463	2.2565	11.26	10.3518
york2	150	0	42	york	3.43	2.6451	-0.9389	3.33	5.4055
york2	155	68	43	york	-6.74	-6.3797	-10.9018	-7.91	5.1055
york2	144	77	44	york	-3.06	-0.0277	3.1288	-3.81	-7.6401
york2	145	5	45	york	5.75	4.8012	-0.5389	2.27	7.8508
york2	151	75	46	york	-0.72	-2.5631	-6.3240	1.89	6.9756
york2	159	52	47	york	0.43	0.4785	1.5032	3.58	-1.3612
york2	149	2	48	york	15.40	13.2305	9.9238	12.40	6.7962
york2	158	0	49	york	-6.14	-1.7023	-2.3740	-7.14	-4.7392
york2	154	5	50	york	9.18	6.9507	1.9188	7.96	9.0274
york2	157	11	51	york	-0.05	0.6050	3.4979	1.66	-4.3506
york2	156	100	52	york	4.14	-0.4273	-5.1252	7.94	11.6693
york2	147	91	53	york	21.50	16.8518	8.3050	22.33	16.3424
york2	141	9	54	york	12.14	7.1483	7.4037	11.45	5.9772
york2	160	16	55	york	2.51	-3.7063	-7.2845	3.27	12.1167
york2	148	89	56	york	2.78	2.7222	1.6874	0.33	1.3325
york2	178	0	57	york	-6.91	-10.8797	-11.5388	-7.95	5.8061
york2	165	14	58	york	2.72	-2.0504	-2.6556	-0.90	6.7104
york2	177	0	59	york	3.71	-0.6707	0.5080	3.54	3.9634
york2	169	5	60	york	4.96	3.1881	-0.4030	7.97	6.7315
york2	167	86	61	york	-13.56	-9.9412	-5.1288	-16.14	-10.4762
york2	162	0	62	york	-3.34	-0.2498	-11.6560	1.38	10.3689
york2	176	73	63	york	-5.68	-5.0115	-8.7998	-3.81	3.8201
york2	166	0	64	york	-6.63	-7.3556	1.8658	-10.22	-10.5424
york2	180	95	65	york	8.88	8.6865	12.8124	8.76	-4.7621
york2	161	18	66	york	17.67	20.2103	22.1294	9.92	-5.54
york2	173	18	67	york	2.35	-1.4244	-6.6729	3.53	11.2937
york2	163	75	68	york	5.48	6.5115	0.5096	7.63	6.1257
york2	164	68	69	york	12.06	7.2955	-0.5840	14.49	15.6836
york2	170	16	70	york	8.70	8.1334	3.1521	8.96	6.8911
york2	174	0	71	york	6.65	10.0037	8.0968	9.14	-1.8184
york2	171	57	72	york	5.56	5.7685	1.3161	1.37	5.2773
york2	179	95	73	york	-4.98	-3.1746	-0.2206	-4.53	-5.9516
york2	175	68	74	york	-1.91	0.2025	-0.8479	-5.12	-1.3541
york2	168	82	75	york	-15.81	-13.7071	-20.4276	-15.89	5.7973
york20	103	39	1	york	13.75	8.7409	4.7030	14.46	11.2734
york20	113	61	2	york	0.45	-4.3375	-3.6643	2.86	5.0894
york20	105	89	3	york	6.23	0.6008	6.6583	8.37	-0.4668
york20	120	9	4	york	2.20	2.7387	-1.2319	3.39	4.2687
york20	117	70	5	york	-12.66	-10.6776	-11.6987	-11.48	-1.2219
york20	106	93	6	york	-5.96	-7.3746	-7.9320	-9.71	2.4494
york20	110	25	7	york	9.34	8.4502	4.0856	12.61	6.5348
york20	119	2	8	york	-10.10	-7.2283	-5.6217	-8.52	-5.6392
york20	114	73	9	york	-12.09	-14.9006	-14.9410	-10.65	3.515
york20	115	27	10	york	5.76	7.8079	4.3240	9.03	1.8637
york20	111	9	11	york	-8.29	-7.9591	-7.3444	-6.34	-1.1691
york20	109	75	12	york	-5.23	-10.0993	-12.2148	-0.81	8.6682
york20	116	2	13	york	3.24	-1.2338	-7.1503	5.08	12.8697
york20	107	18	14	york	1.06	-1.3610	3.3217	4.41	-2.7909
york20	102	98	15	york	-0.58	-7.1397	-7.4121	1.11	8.4383
york20	101	82	16	york	-9.65	-9.2312	-1.6706	-7.74	-9.9573
york20	118	95	17	york	-1.24	-4.6383	-3.7698	-1.56	3.0703
york20	104	0	18	york	-12.80	-11.6767	-10.5875	-11.74	-2.6744
york20	112	2	19	york	-7.49	-14.1509	-6.3274	-9.48	-1.4648
york20	137	82	20	york	-2.43	4.4207	3.5272	-2.61	-7.3894
york20	126	84	21	york	-4.16	-7.9845	-7.5329	-2.17	4.223
york20	138	93	22	york	4.11	-0.4356	2.5220	5.37	2.0252
york20	122	52	23	york	4.65	1.6628	-0.7833	3.71	6.7359
york20	133	73	24	york	13.34	11.8942	7.7175	13.05	7.0307
york20	139	2	25	york	-6.41	-10.6057	-4.7300	-8.67	-1.9859
york20	124	0	26	york	14.52	12.3278	13.6639	14.28	1.0747
york20	131	11	27	york	7.46	4.6847	0.8386	10.02	8.2602
york20	128	36	28	york	-17.04	-7.6769	2.1495	-18.88	-23.896
york20	130	77	29	york	3.93	-1.7053	-3.4634	1.20	9.2446
york20	125	59	30	york	1.69	-3.2733	2.7350	3.32	-1.2277
york20	123	0	31	york	16.62	10.3543	6.6619	14.12	12.3484
york20	127	27	32	york	-9.84	-10.5366	-8.2488	-9.79	-2.0641
york20	134	95	33	york	-2.74	-8.2233	-11.0580	-3.24	10.3147
york20	129	66	34	york	-3.61	-10.2065	-0.2918	-10.96	-4.0771
york20	136	2	35	york	-10.91	-11.3179	-10.1330	-8.96	-0.9534
york20	121	60	36	york	7.40	4.8225	4.4778	5.85	3.6708
york20	132	0	37	york	-6.66	-0.6708	-2.2019	-8.44	-5.6357
york20	140	0	38	york	-2.44	0.8115	0.3215	-3.98	-3.3957
york20	135	5	39	york	8.71	7.9311	8.2555	9.17	0.5736
york20	150	27	40	york	-6.99	-14.2726	-15.5038	-11.34	10.646
york20	155	25	41	york	1.92	-2.1380	-0.6025	2.35	3.1166
york20	147	7	42	york	-1.39	-2.7903	1.4228	-1.00	-3.5078
york20	159	16	43	york	-18.54	-21.7300	-15.3401	-19.44	-3.9919
york20	154	93	44	york	-9.71	-8.8985	-7.2912	-10.89	-2.9511
york20	153	70	45	york	0.31	-0.8652	5.6443	-1.91	-6.6228
york20	148	0	46	york	-2.40	6.5320	9.1299	-1.46	-14.3156
york20	156	0	47	york	8.77	7.2367	3.9416	4.70	6.0726
york20	143	2	48	york	-0.33	1.8082	-0.2208	0.38	-0.1211
york20	141	91	49	york	18.66	15.7790	17.5405	18.57	1.3498
york20	157	34	50	york	-3.41	0.9537	-0.6295	-7.12	-3.5441
york20	149	20	51	york	6.69	7.1025	6.8061	7.04	-0.1298
york20	158	66	52	york	4.95	2.3899	4.4216	3.36	0.6611
york20	142	91	53	york	5.30	4.8470	6.6057	6.12	-1.6223
york20	152	5	54	york	-13.66	-10.9542	-6.0393	-14.38	-9.4671
york20	145	73	55	york	-10.15	-8.1266	-8.4549	-8.32	-2.1277
york20	146	82	56	york	0.28	-0.3289	3.9830	-0.98	-4.5987
york20	151	25	57	york	5.21	2.8237	4.4408	3.41	0.9597
york20	160	0	58	york	1.07	-2.9945	0.8819	-3.29	0.1061
york20	144	0	59	york	4.26	1.4661	5.6242	5.03	-1.6241
york20	176	0	60	york	5.56	-2.0249	-2.8992	6.96	10.5367
york20	164	11	61	york	3.25	-1.7292	0.7345	6.38	3.1513
york20	165	73	62	york	-5.05	-4.0364	-0.1509	-1.63	-6.0698
york20	172	0	63	york	0.66	-1.8298	-1.7297	-1.84	2.9419
york20	169	73	64	york	0.70	1.1156	-0.6261	-0.82	1.614
york20	178	75	65	york	-1.82	-3.8276	-2.8805	-2.18	1.3195
york20	175	30	66	york	1.63	-0.4888	-5.1800	-0.96	8.4453
york20	162	98	67	york	-2.85	-1.8066	-5.1773	-2.02	2.9159
york20	171	0	68	york	-2.48	0.3940	4.6598	-2.70	-8.8464
york20	177	70	69	york	-3.87	-1.1250	2.7725	-3.12	-8.2181
york20	167	14	70	york	5.49	2.3141	-0.7662	2.66	7.7749
york20	179	0	71	york	-3.87	-11.0408	-9.7638	-5.17	7.298
york20	161	70	72	york	3.22	-2.6571	-2.5944	-1.36	7.1814
york20	166	100	73	york	-3.02	-3.7616	-9.8333	-0.54	8.5426
york20	173	77	74	york	5.56	3.8226	4.7592	1.73	0.954
york20	180	5	75	york	6.89	1.2503	0.2383	7.91	8.3464
york20	168	18	76	york	0.98	-6.6661	-4.3636	-0.65	6.7249
york21	103	55	1	york	16.26	11.0788	13.9870	16.35	2.8824
york21	109	2	2	york	0.93	-0.0757	1.6357	5.80	-0.8883
york21	112	66	3	york	21.31	10.1887	12.2858	17.53	11.3507
york21	114	5	4	york	-9.38	-8.1452	-3.4693	-0.44	-7.3714
york21	120	75	5	york	-4.81	-2.4171	-1.1637	-11.35	-4.6136
york21	117	20	6	york	3.54	-3.1010	-12.5852	0.10	20.0645
york21	106	0	7	york	4.17	12.1771	13.4264	-0.11	-11.5508
york21	115	59	8	york	-12.20	-18.9752	-40.9949	-0.14	35.7359
york21	111	84	9	york	5.23	9.9304	18.2161	-1.54	-16.1187
york21	116	75	10	york	12.31	10.4472	15.1442	7.64	-3.5579
york21	101	0	11	york	1.82	-4.6269	-3.0118	1.27	6.0316
york21	119	98	12	york	-6.73	-5.0476	-3.4260	-3.49	-4.1481
york21	107	77	13	york	9.36	5.9767	-0.9563	7.59	12.7445
york21	102	0	14	york	-20.43	-15.1165	-14.7729	-20.98	-6.9668
york21	131	73	15	york	1.59	1.3577	5.1409	-2.94	-4.4606
york21	122	2	16	york	13.00	13.6836	15.7705	6.11	-3.4461
york21	134	0	17	york	-1.13	10.1995	12.4345	-5.63	-16.8874
york21	135	93	18	york	1.06	7.0485	-4.8327	-1.68	7.2812
york21	137	11	19	york	8.21	6.2747	12.1092	1.49	-4.9498
york21	139	93	20	york	9.30	4.4036	0.3655	3.62	11.0694
york21	123	70	21	york	5.61	6.7943	7.3688	1.35	-2.1095
york21	124	75	22	york	-17.37	-8.1916	-12.3146	-17.36	-6.2781
york21	128	61	23	york	0.10	-4.8327	2.1412	-6.57	-2.5586
york21	129	11	24	york	-11.12	-9.7870	-3.2103	0.22	-9.9001
york21	125	2	25	york	0.94	9.1165	9.7030	-1.44	-10.9241
york21	121	9	26	york	-5.99	-2.4161	-6.6422	-7.25	0.7764
york21	133	11	27	york	-5.57	-5.1670	-5.0672	-10.77	-0.6986
york21	150	0	28	york	10.98	9.9761	16.2703	9.94	-6.5054
york21	145	5	29	york	-10.48	-11.0429	-16.1251	-11.36	7.0075
york21	152	86	30	york	-11.10	-5.5449	-7.0548	-8.42	-5.0709
york21	155	68	31	york	0.52	-1.9931	-5.6816	2.96	7.6661
york21	156	100	32	york	6.94	8.5979	4.7834	6.60	2.646
york21	146	16	33	york	8.60	9.4216	9.5264	5.67	-1.2256
york21	153	25	34	york	-6.24	0.4676	3.8593	-5.06	-12.5281
york21	143	86	35	york	-0.92	2.7924	1.4739	-0.73	-2.9878
york21	154	5	36	york	-5.20	-9.1579	-2.6080	-2.82	-3.2078
york21	147	91	37	york	19.53	17.9113	18.0063	13.57	1.7419
york21	158	0	38	york	-0.67	4.4167	2.2288	-4.89	-3.709
york21	159	52	39	york	-11.25	-3.4894	-0.6725	-11.48	-13.1813
york21	157	11	40	york	1.66	2.8288	2.4585	2.72	-0.9505
york21	141	9	41	york	-2.67	-5.9350	-6.4642	1.01	4.9094
york21	160	16	42	york	23.37	16.3165	13.2873	22.71	12.4949
york21	148	89	43	york	-10.60	-15.4974	-11.3548	-14.10	0.94
york21	151	75	44	york	-6.69	-2.9495	-3.4587	-5.92	-4.0639
york21	144	77	45	york	1.91	2.0170	2.5598	0.20	-0.8616
york21	179	95	46	york	2.53	-1.3048	5.2226	2.49	-3.3819
york21	164	68	47	york	-9.27	-5.0290	0.1664	-8.63	-11.7844
york21	180	95	48	york	-1.71	-0.8824	-2.5238	-3.64	0.9606
york21	163	75	49	york	-15.53	-23.4651	-15.0714	-11.82	-0.6031
york21	176	73	50	york	-5.84	-0.2828	0.8529	-7.14	-8.3219
york21	174	0	51	york	6.62	7.7386	7.7674	6.42	-1.3747
